time,agent,route_target_index,route_target_distance_km,route_clearance_km,route_target_east_km,route_target_north_km,route_target_in_static_domain,in_route_domain,lat,lon,cas_mps,tas_mps,goal_distance_km,heading_error_deg,heading_action,speed_action,nearest_agent,nearest_nm,outside,commanded_heading_turn_deg,commanded_speed_action,traffic_projection_intervened,static_projection_intervened,static_projection_infeasible,nominal_static_violation,nominal_traffic_conflict,no_static_feasible_candidate,no_jointly_feasible_candidate,predicted_minimum_separation_km,predicted_risk_seconds,reference_heading_turn_deg,nominal_heading_adjustment_deg,nominal_speed_action,reference_speed_action,nominal_speed_adjustment
0.0,KL001,1,68.31976520190726,6.0,-109.0551950958151,-26.420753019523037,,True,51.59638919974637,3.3675435982894806,150.0,152.40357712476657,165.4382630998802,0.0975846828413296,0.3865089416503906,0.4226006269454956,KL008,42.9821168575009,False,-39.20236498117447,1.0,False,False,False,False,False,False,False,66.51478574324493,0.0,-45.0,5.797635018825531,1.0,1.0,0.0
0.0,KL002,1,51.51225230337393,6.0,-109.0551950958151,-26.420753019523055,,True,52.15852695742099,2.015240836045574,150.0,152.40357712476657,132.09913194444022,0.13751588639598822,-0.516767680644989,0.5963828563690186,KL004,10.305367005309245,False,11.318109333515167,1.0,False,False,False,False,False,False,False,16.148465948113717,0.0,19.06962499022484,-7.751515656709671,1.0,1.0,0.0
0.0,KL003,1,30.514916011940667,6.0,135.31343452013965,33.8882462201352,,True,52.03040966348641,5.986600733058731,150.0,152.40357712476657,166.2157262607169,-0.36596958705553106,-0.35616445541381836,0.3454691171646118,KL005,75.25369111306219,False,38.113954067230225,1.0,False,False,False,False,False,False,False,137.5974685975904,0.0,43.4564208984375,-5.342466831207275,1.0,1.0,0.0
0.0,KL004,1,118.98524702983282,6.0,-31.98427051422749,75.75468027189338,,True,52.015830045101914,2.170471812301053,150.0,152.40357712476657,156.22553202387093,-5.824803062637329e-05,-0.43515491485595703,0.6075334548950195,KL002,10.305367005309245,False,-45.0,1.0,False,False,False,False,False,False,False,12.351835014277395,0.0,-38.6479577422142,-6.352042257785797,1.0,1.0,0.0
0.0,KL005,1,63.51119355882173,6.0,-31.984270514227475,75.75468027189338,,True,52.84399764600818,4.422640788334851,150.0,152.40357712476657,124.26686118854147,0.2704159504849315,-0.2637028694152832,0.39523637294769287,KL007,13.002839562678375,False,-0.6929522613063455,1.0,False,False,False,False,False,False,False,20.918555969713918,0.0,3.262590765953064,-3.9555430272594094,1.0,1.0,0.0
0.0,KL006,1,158.93431182228207,6.0,-0.42490971999903593,130.8927205134404,,True,52.14797971364669,2.381810540093814,150.0,152.40357712476657,157.9067940817019,0.42895427423960086,-0.12297749519348145,0.3852928876876831,KL004,11.124676601577116,False,-2.2736167162656784,1.0,False,False,False,False,False,False,False,20.607579856326623,0.0,-0.4289542883634567,-1.8446624279022217,1.0,1.0,0.0
0.0,KL007,1,118.50729207171759,6.0,-74.45762615765676,50.24273854364952,,True,53.05486644123254,4.340724459484804,150.0,152.40357712476657,117.22539490824823,0.4572161390065901,-0.23522526025772095,0.3328819274902344,KL005,13.002839562678375,False,-3.9855949580669403,1.0,False,False,False,False,False,False,False,19.94238852849486,0.0,-0.4572161380201578,-3.5283788200467825,1.0,1.0,0.0
0.0,KL008,1,117.09023057341092,6.0,-50.86785367178423,72.55658130597186,,True,51.79678274589278,2.258737914031829,150.0,152.40357712476657,116.96920019017679,0.13676695978605835,-0.06127208471298218,0.48703694343566895,KL004,13.552016085854811,False,-1.0558482259511948,1.0,False,False,False,False,False,False,False,21.360245318325305,0.0,-0.13676695874892175,-0.919081267202273,1.0,1.0,0.0
0.0,KL009,1,101.6691250375464,6.0,-97.68819165780658,31.418098167214538,,True,52.87334393444631,3.7071032430783015,150.0,152.40357712476657,100.97043067912735,0.36897361474191825,0.2777562141418457,0.4022477865219116,KL0010,24.28401173431264,False,3.797369599342346,1.0,False,False,False,False,False,False,False,44.36285648134267,0.0,-0.36897359881550074,4.166343198157847,1.0,1.0,0.0
0.0,KL0010,1,105.53188147454254,6.0,-120.86471528360977,-11.948682237515499,,True,52.66213817936608,3.137006249449535,150.0,152.40357712476657,105.37855026949545,0.1691939464941754,0.0028268098831176758,0.42109668254852295,KL009,24.28401173431264,False,-0.12679179199039936,1.0,False,False,False,False,False,False,False,44.643925945027824,0.0,-0.16919394372962415,0.04240215173922479,1.0,1.0,0.0
10.0,KL001,1,68.04958605548607,6.0,-109.05519509581507,-26.420753019523033,True,True,51.61026534961043,3.3694978484262332,153.42915041066664,155.8810745457585,163.90853808090503,-16.844545030793256,0.3884490728378296,0.443955659866333,KL008,42.54248185196694,False,-39.173263013362885,1.0,False,False,False,False,False,False,False,62.877350526919244,0.0,-45.0,5.8267369866371155,1.0,1.0,0.0
10.0,KL002,1,49.98911309980432,6.0,-109.05519509581508,-26.420753019523033,True,True,52.14819416009316,2.0305241134746215,153.42915041066664,155.8810745457585,130.5659757039368,11.553972019279655,-0.5554934740066528,0.581606388092041,KL004,9.84510162603757,False,-0.2392166038043797,1.0,False,False,False,False,False,False,False,14.68578074703886,0.0,8.093185499310493,-8.332402103114873,1.0,1.0,0.0
10.0,KL003,1,29.246864101263427,6.0,135.31343452013965,33.88824622013519,True,True,52.04178292819902,5.973528214604869,153.42915041066664,155.8810745457585,164.68290063274247,16.573619357824498,-0.44263577461242676,0.29950451850891113,KL005,74.86262288383094,False,21.66369929909706,1.0,False,False,False,False,False,False,False,137.63321399724097,0.0,28.303235471248627,-6.6395361721515656,1.0,1.0,0.0
10.0,KL004,1,117.6379609508266,6.0,-31.984270514227475,75.75468027189338,True,True,52.01803684653494,2.1928190826237843,153.42915041066664,155.8810745457585,154.69335944565108,-16.949745577752168,-0.4462856650352478,0.5813204050064087,KL002,9.84510162603757,False,-28.854904174804688,1.0,False,False,False,False,False,False,False,12.235165266066094,0.0,-22.160618752241135,-6.694285422563553,1.0,1.0,0.0
10.0,KL005,1,61.93477826175724,6.0,-31.984270514227465,75.75468027189336,True,True,52.8391140572211,4.400956498506285,153.42915041066664,155.8810745457585,122.71265948419274,-0.42790739884384266,-0.23690080642700195,0.4083685874938965,KL007,12.756290208148075,False,0.4937921231612563,1.0,False,False,False,False,False,False,False,19.41385875638215,0.0,4.047304205596447,-3.5535120824351907,1.0,1.0,0.0
10.0,KL006,1,157.37970973904672,6.0,-0.4249097199990217,130.89272051344037,True,True,52.158413561855895,2.3969723864890677,153.42915041066664,155.8810745457585,156.3525338476033,-1.8621821376093806,-0.146376371383667,0.3702014684677124,KL004,11.303113399119605,False,-0.3334634564816952,1.0,False,False,False,False,False,False,False,20.93762317762058,0.0,1.8621821142733097,-2.195645570755005,1.0,1.0,0.0
10.0,KL007,1,116.93297108998105,6.0,-74.45762615765676,50.242738543649565,True,True,53.04623871378121,4.322429871248247,153.42915041066664,155.8810745457585,115.67449765064954,-3.5722526848272764,-0.09434199333190918,0.31137049198150635,KL005,12.756290208148075,False,2.1571228466928005,1.0,False,False,False,False,False,False,False,19.729068534696623,0.0,3.5722528025507927,-1.4151299558579922,1.0,1.0,0.0
10.0,KL008,1,115.53943839801946,6.0,-50.867853671784246,72.55658130597186,True,True,51.80828890620168,2.2715749187707677,153.42915041066664,155.8810745457585,115.41480792815227,-0.9312926153864964,-0.09579426050186157,0.4759359359741211,KL004,12.926740530105144,False,-0.5056212516501546,1.0,False,False,False,False,False,False,False,21.247281699619172,0.0,0.9312926419079304,-1.436913893558085,1.0,1.0,0.0
10.0,KL009,1,100.10000603802156,6.0,-97.68819165780658,31.418098167214524,True,True,52.86499995140489,3.688525739003741,153.42915041066664,155.8810745457585,99.41898042051295,4.228031889809472,0.2391822338104248,0.4570906162261963,KL0010,24.224810807164936,False,-0.6402982771396637,1.0,False,False,False,False,False,False,False,44.25652074133077,0.0,-4.228031784296036,3.587733507156372,1.0,1.0,0.0
10.0,KL0010,1,103.97063769794106,6.0,-120.8647152836098,-11.948682237515456,True,True,52.65079145376845,3.12354724396184,153.42915041066664,155.8810745457585,103.82414253192805,0.04307680553100113,0.01896822452545166,0.4008800983428955,KL009,24.224810807164936,False,0.24144656723365188,1.0,False,False,False,False,False,False,False,44.564930313490414,0.0,-0.04307680588681251,0.2845233731204644,1.0,1.0,0.0
20.0,KL001,1,67.37291982415148,6.0,-109.0551950958151,-26.42075301952305,True,True,51.62421270994015,3.3648639887249647,156.85828993364348,159.3581506962018,162.4833037348621,-33.575253518965326,0.46877217292785645,0.4872525930404663,KL008,41.86766615917228,False,-37.96841740608215,1.0,False,False,False,False,False,False,False,59.88596213719558,0.0,-45.0,7.031582593917847,1.0,1.0,0.0
20.0,KL002,1,48.41694488151634,6.0,-109.0551950958151,-26.420753019523055,True,True,52.13712778150065,2.0452545142818193,156.85828993364348,159.3581506962018,129.0113981102807,11.45432753973978,-0.5861029028892517,0.5890343189239502,KL004,9.19563580646148,False,-0.18358848989009857,1.0,False,False,False,False,False,False,False,13.165402051999978,0.0,8.607955053448677,-8.791543543338776,1.0,1.0,0.0
20.0,KL003,1,27.7572779292801,6.0,135.31343452013965,33.888246220135194,True,True,52.055279456492514,5.9661391975152265,156.85828993364348,159.3581506962018,163.24904819139115,33.30178526221107,-0.41751962900161743,0.4288676977157593,KL005,74.58008972279899,False,6.62537544965744,1.0,False,False,False,False,False,False,False,138.00244138691752,0.0,12.888169884681702,-6.2627944350242615,1.0,1.0,0.0
20.0,KL004,1,116.09641670047533,6.0,-31.98427051422746,75.75468027189338,True,True,52.024228439991035,2.213659506537958,156.85828993364348,159.3581506962018,153.26155595659563,-33.700058022421075,-0.4453023076057434,0.5312306880950928,KL002,9.19563580646148,False,-12.526499480009079,1.0,False,False,False,False,False,False,False,12.158037830861614,0.0,-5.846964865922928,-6.679534614086151,1.0,1.0,0.0
20.0,KL005,1,60.32263435314856,6.0,-31.984270514227482,75.75468027189338,True,True,52.834237464279056,4.378722185887347,156.85828993364348,159.3581506962018,121.12369825821001,0.0667571600678798,-0.2074928879737854,0.4076571464538574,KL007,12.522142664667486,False,0.5269308155402541,1.0,False,False,False,False,False,False,False,19.236735145293554,0.0,3.6393241211771965,-3.1123933056369424,1.0,1.0,0.0
20.0,KL006,1,155.79086653269084,6.0,-0.4249097199990217,130.8927205134404,True,True,52.169143800646346,2.4123565942660847,156.85828993364348,159.3581506962018,154.76398992979915,-2.217867518213353,-0.1630801558494568,0.34896135330200195,KL004,11.376123327246777,False,-0.22833483992144465,1.0,False,False,False,False,False,False,False,21.073322931184656,0.0,2.2178675048053265,-2.446202344726771,1.0,1.0,0.0
20.0,KL007,1,115.32067913887342,6.0,-74.45762615765675,50.24273854364952,True,True,53.03778140576545,4.303272872586482,156.85828993364348,159.3581506962018,114.08645867984822,-1.4356262816828576,-0.15432524681091309,0.3818318843841553,KL005,12.522142664667486,False,-0.8792525064200163,1.0,False,False,False,False,False,False,False,18.90352916674131,0.0,1.4356262236833572,-2.3148787301033735,1.0,1.0,0.0
20.0,KL008,1,113.9543412102198,6.0,-50.86785367178423,72.55658130597186,True,True,51.82012203722029,2.2845323282260988,156.85828993364348,159.3581506962018,113.82606253149116,-1.4567324267264041,-0.2848210334777832,0.4877324104309082,KL004,12.532493404566802,False,-2.815583199262619,1.0,False,False,False,False,False,False,False,18.59661779823916,0.0,1.4567323587834835,-4.2723155580461025,1.0,1.0,0.0
20.0,KL009,1,98.49566648774861,6.0,-97.68819165780658,31.41809816721453,True,True,52.85639109482674,3.6696356597438684,156.85828993364348,159.3581506962018,97.83241657587223,3.6463737770846194,0.18169033527374268,0.3001664876937866,KL0010,24.168585504630865,False,-0.9210186079144478,1.0,False,False,False,False,False,False,False,44.1839095895422,0.0,-3.646373637020588,2.72535502910614,1.0,1.0,0.0
20.0,KL0010,1,102.37478111965335,6.0,-120.86471528360974,-11.948682237515513,True,True,52.639227723608045,3.10971217121049,156.85828993364348,159.3581506962018,102.23515474396804,0.2890176696078868,-0.12402939796447754,0.3289003372192383,KL009,24.168585504630865,False,-2.1494586020708084,1.0,False,False,False,False,False,False,False,41.68956487456576,0.0,-0.28901766054332256,-1.8604409415274858,1.0,1.0,0.0
30.0,KL001,1,66.32687097748703,6.0,-109.05519509581507,-26.42075301952304,True,True,51.63706769278035,3.3538742293398607,160.28741856896525,162.8348002821609,161.28917193018793,-50.09672429161134,0.5332295894622803,0.4230306148529053,KL008,41.019508574760245,False,-34.71975803375244,1.0,False,False,False,False,False,False,False,58.52964002360615,0.0,-42.718201875686646,7.998443841934204,1.0,1.0,0.0
30.0,KL002,1,46.81276350766234,6.0,-109.05519509581508,-26.420753019523033,True,True,52.12585042168624,2.060360389233556,160.28741856896525,162.8348002821609,127.4227400865841,11.414552740472715,-0.5959717035293579,0.5925624370574951,KL004,8.38609120368484,False,0.15864640823565423,1.0,False,False,False,False,False,False,False,12.070827002397909,0.0,9.098221957683563,-8.939575549447909,1.0,1.0,0.0
30.0,KL003,1,26.149494128275457,6.0,135.31343452013965,33.888246220135194,True,True,52.06980323596651,5.963816403557995,160.28741856896525,162.8348002821609,161.97749960441783,40.2834027998864,-0.43088018894195557,0.4109858274459839,KL005,74.44147253696374,False,0.25022418005391955,1.0,False,False,False,False,False,False,False,138.1753878858534,0.0,6.713427007198334,-6.463202827144414,1.0,1.0,0.0
