time,agent,route_target_index,route_target_distance_km,route_clearance_km,route_target_east_km,route_target_north_km,route_target_in_static_domain,in_route_domain,lat,lon,cas_mps,tas_mps,goal_distance_km,heading_error_deg,heading_action,speed_action,nearest_agent,nearest_nm,outside,commanded_heading_turn_deg,commanded_speed_action,traffic_projection_intervened,static_projection_intervened,static_projection_infeasible,nominal_static_violation,nominal_traffic_conflict,no_static_feasible_candidate,no_jointly_feasible_candidate,predicted_minimum_separation_km,predicted_risk_seconds,reference_heading_turn_deg,nominal_heading_adjustment_deg,nominal_speed_action,reference_speed_action,nominal_speed_adjustment
520.0,KL004,1,36.480654038400594,6.0,-31.98427051422747,75.75468027189338,True,True,52.42610391879625,3.1978938226607045,162.9989758278047,165.5836368186249,97.17321669608798,-59.29169822135405,-0.1875445246696472,0.3033938407897949,KL005,6.752302701278418,False,-5.000000000000002,1.0,True,False,False,False,True,False,True,7.066852072259932,55.46345830708068,-20.19996017217636,-2.8131678700447083,1.0,1.0,0.0
520.0,KL005,2,39.84463193664428,3.0,-89.4951143688957,51.25964367969334,True,True,52.53133732654001,3.2630283411835026,162.99999999999994,165.5846750214427,39.44495237566145,-22.5885810953921,0.3237190246582031,0.4733885526657104,KL007,5.829286319115131,False,0.0,1.0,True,False,False,False,True,False,True,7.066852072259932,55.46345830708068,22.588579952716827,4.855785369873047,1.0,1.0,0.0
530.0,KL004,1,34.88312285029525,6.0,-31.984270514227475,75.75468027189338,True,True,52.43472600025902,3.217801370640074,162.99999999999994,165.5846750214427,96.43939902817068,-65.17794594489477,-0.2776573896408081,0.2864569425582886,KL005,5.378750862284311,False,0.0,1.0,True,False,False,False,True,False,True,7.063556734293325,54.07734237582517,-15.954426974058151,-4.164860397577286,1.0,1.0,0.0
530.0,KL005,2,38.30740501658645,3.0,-89.4951143688957,51.25964367969334,True,True,52.52301543161538,3.242730420947081,162.99999999999994,165.5846750214427,37.92400017323795,-23.55031180684915,0.3740955591201782,0.402550458908081,KL004,5.378750862284311,False,0.0,1.0,True,False,False,False,True,False,True,7.063556734293325,54.07734237582517,23.55031281709671,5.611433386802673,1.0,1.0,0.0
540.0,KL004,1,33.287160045316035,6.0,-31.984270514227475,75.75468027189338,True,True,52.44346590842197,3.237579707583596,162.99999999999994,165.5846750214427,95.74332749647704,-66.08165524579364,-0.5401461720466614,0.4191244840621948,KL005,4.312242667980079,False,0.0,-1.0,True,False,False,False,True,False,True,7.080957180216911,42.49079913223969,-16.755398958921432,-8.102193027734756,1.0,1.0,0.0
540.0,KL005,2,36.78186754993376,3.0,-89.4951143688957,51.259643679693326,True,True,52.51469353669074,3.222436345603651,162.99999999999994,165.5846750214427,36.41462383985078,-24.59208370781101,0.3856320381164551,0.4035705327987671,KL004,4.312242667980079,False,5.000000000000002,-1.0,True,False,False,False,True,False,True,7.198754324857736,41.04768153949916,24.592082798480988,5.784481465816498,1.0,1.0,0.0
550.0,KL004,1,27.531512940949494,3.0,-32.16867350229023,70.47401757319767,True,True,52.452049762123686,3.257008710946636,159.5698558018131,162.1073281443386,95.08320046958104,-66.98188857052318,-0.5806455612182617,0.4051659107208252,KL005,3.898039055970449,False,-5.000000000000002,1.0,True,False,False,False,True,False,True,7.230794798262861,28.90023194138068,-11.38937696814537,-8.709683865308762,1.0,1.0,0.0
550.0,KL005,2,35.24560665563028,3.0,-89.4951143688957,51.25964367969334,True,True,52.50748771892485,3.201529673415984,159.5698558018131,162.1073281443386,34.89463057579264,-20.511937030045715,0.4928820133209228,0.379666805267334,KL004,3.898039055970449,False,0.0,-1.0,True,False,False,False,True,False,True,7.230675861652293,29.19219938441541,20.51193729043007,7.393228858709335,1.0,1.0,0.0
560.0,KL004,1,25.886190009781483,3.0,-32.16867350229023,70.47401757319767,True,True,52.461670833545625,3.275557662910549,162.9989758278047,165.5836368186249,94.55820601414918,-72.93477263983056,-0.609845757484436,0.3661816120147705,KL005,4.173118864714008,False,0.0,1.0,True,False,False,False,True,False,True,7.7813451335193715,16.244002645722155,-6.850563660264015,-9.147686585783958,1.0,1.0,0.0
560.0,KL005,2,33.745988122489386,3.0,-89.49511436889571,51.25964367969334,True,True,52.50055508324253,3.1809626094114334,156.13972249447147,158.6295724986601,33.41087573564184,-21.468685094323405,0.5443594455718994,0.342260479927063,KL004,4.173118864714008,False,0.0,0.0,True,False,False,False,True,False,True,7.7813451335193715,16.244002645722155,21.46868526935577,8.165392577648163,1.0,1.0,0.0
570.0,KL004,1,24.23527516588148,3.0,-32.16867350229023,70.47401757319767,True,True,52.47142830670475,3.2940227003847062,162.99999999999994,165.5846750214427,94.07282678503256,-73.90383413872642,-0.6774569749832153,0.5111722946166992,KL005,5.06246018808388,False,0.0,-1.0,True,False,False,False,True,False,True,9.46471889214805,4.064283869534399,-7.340349107980728,-10.16185462474823,1.0,1.0,0.0
570.0,KL005,2,32.26129806593914,3.0,-89.4951143688957,51.25964367969334,True,True,52.49364417884458,3.160463242831907,156.139226744607,158.62906983594377,31.94190286127304,-22.510608209140457,0.5060491561889648,0.3818498849868774,KL004,5.06246018808388,False,0.0,0.0,True,False,False,False,True,False,True,9.46471889214805,4.064283869534399,22.5106081366539,7.590737342834473,1.0,1.0,0.0
