episode,scenario_sha256,agent,waypoint_reached,flight_time,intrusion_events,intrusion_time,restricted_area_events,time_in_restricted_area,sector_exit_events,time_outside_sector,total_reward
0,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,KL007,1.0,665.0,1.0,44.0,0.0,0.0,0.0,0.0,-4.201405922826055
0,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,KL0010,1.0,671.0,0.0,0.0,0.0,0.0,0.0,0.0,37.40884942754548
0,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,KL009,1.0,709.0,1.0,21.0,0.0,0.0,0.0,0.0,17.54992906410585
0,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,KL002,1.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,37.408039274200675
0,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,KL005,1.0,870.0,2.0,57.0,0.0,0.0,0.0,0.0,-16.497895115204358
0,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,KL003,1.0,935.0,0.0,0.0,0.0,0.0,0.0,0.0,37.282872345335214
0,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,KL001,1.0,938.0,2.0,109.0,0.0,0.0,0.0,0.0,-65.76271544786707
0,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,KL006,1.0,1126.0,2.0,123.0,0.0,0.0,0.0,0.0,-78.97409131080815
0,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,KL008,1.0,1162.0,3.0,145.0,0.0,0.0,0.0,0.0,-99.80382288141409
0,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,KL004,1.0,1262.0,3.0,167.0,0.0,0.0,0.0,0.0,-120.61830488776742
1,ccab10940199f04759a7aee3b98da016aa5c2c4f70da11a1ab00aafd823377c1,KL003,1.0,697.0,4.0,191.0,0.0,0.0,0.0,0.0,-143.2235883458239
1,ccab10940199f04759a7aee3b98da016aa5c2c4f70da11a1ab00aafd823377c1,KL007,1.0,697.0,3.0,44.0,0.0,0.0,0.0,0.0,-4.201534586853626
1,ccab10940199f04759a7aee3b98da016aa5c2c4f70da11a1ab00aafd823377c1,KL0010,1.0,703.0,2.0,119.0,0.0,0.0,0.0,0.0,-75.12981123012497
1,ccab10940199f04759a7aee3b98da016aa5c2c4f70da11a1ab00aafd823377c1,KL005,1.0,714.0,4.0,111.0,0.0,0.0,0.0,0.0,-67.56403254865151
1,ccab10940199f04759a7aee3b98da016aa5c2c4f70da11a1ab00aafd823377c1,KL004,1.0,802.0,4.0,176.0,0.0,0.0,0.0,0.0,-129.03529517680795
1,ccab10940199f04759a7aee3b98da016aa5c2c4f70da11a1ab00aafd823377c1,KL001,1.0,840.0,3.0,179.0,0.0,0.0,0.0,0.0,-131.8728531528989
1,ccab10940199f04759a7aee3b98da016aa5c2c4f70da11a1ab00aafd823377c1,KL006,1.0,853.0,5.0,439.0,0.0,0.0,0.0,0.0,-377.75391079980164
1,ccab10940199f04759a7aee3b98da016aa5c2c4f70da11a1ab00aafd823377c1,KL009,1.0,909.0,2.0,299.0,0.0,0.0,0.0,0.0,-245.35791667255538
1,ccab10940199f04759a7aee3b98da016aa5c2c4f70da11a1ab00aafd823377c1,KL008,1.0,918.0,0.0,0.0,0.0,0.0,0.0,0.0,37.305654147310676
1,ccab10940199f04759a7aee3b98da016aa5c2c4f70da11a1ab00aafd823377c1,KL002,1.0,1092.0,5.0,174.0,0.0,0.0,0.0,0.0,-127.14666070708253
