time,distance_nm,heading_difference_deg,speed_a_mps,speed_b_mps,action_a,action_b,filter_a,filter_b,goal_distance_a_km,goal_distance_b_km
860.0,2.09350894441665,14.240016016329662,144.76320640333418,148.73697868057351,-0.8346238732337952,-0.9957601428031921,True,True,44.01211926935301,47.07324485557407
870.0,1.8418908055383425,19.240016016329662,144.20228916999514,148.57961429476111,-0.8469850420951843,-0.9908140897750854,True,True,42.606943645345574,45.86059907414669
880.0,1.7036219056756876,9.240016016329662,143.42470984473385,147.6236887273613,-0.9985101819038391,-0.9998709559440613,True,True,41.243346519528274,44.612165567218284
890.0,1.518454508828826,14.240016016329662,146.07550354584274,150.680269874652,-0.9927069544792175,-0.9991379976272583,True,True,39.86502716757306,43.417460114655256
900.0,1.3829679086514963,9.240016016329662,147.37893331175184,152.01246019539397,-0.9925785660743713,-0.9994764924049377,True,True,38.47859331349953,42.165063964405995
910.0,1.2514436893477079,9.240016016329662,148.75865255092657,154.07369835618744,-0.9948126077651978,-0.9995399713516235,True,True,37.0859502687352,40.9067896574243
920.0,1.1175787692949735,9.240016016329662,149.99686648583295,156.0551343801782,-0.9960376024246216,-0.9995594620704651,True,True,35.68919383751938,39.65228620232463
930.0,0.9214241955558521,14.240016016329662,151.87586062609802,158.48954925920202,-0.965865969657898,-0.9960176944732666,True,True,34.24282638559213,38.40162894348126
940.0,0.7233418759821364,14.240016016329662,149.10580646850065,156.49639184351884,-0.9785109758377075,-0.9962620139122009,True,True,32.82161485623089,37.18894434641047
950.0,0.5334192344408835,14.240016016329662,146.5701723255003,154.53985993022576,-0.9787112474441528,-0.996985137462616,True,True,31.431473432853913,36.01805916431031
960.0,0.36033588726342863,14.240016016329662,144.07248647916424,152.74574901380012,-0.9863505959510803,-0.9974196553230286,True,True,30.07219050212364,34.88943917995907
970.0,0.2378871735327915,14.240016016329662,141.74465660404894,151.15627022105053,-0.98734450340271,-0.9979309439659119,False,False,28.743025315756388,33.80342808096417
980.0,0.22436963299702975,15.4910243450243,139.3424206510069,149.3640561790626,-0.9651270508766174,-0.9970192909240723,False,False,27.379415463436118,32.60035322724226
990.0,0.3358419134061042,16.62063695378191,139.16594156618575,148.01755887942284,-0.9590260982513428,-0.9979453682899475,False,False,26.006983347669777,31.211512053831143
1000.0,0.5002358540407441,17.669619999469887,138.67818613467946,146.81488495513128,-0.6041926145553589,-0.962319552898407,False,False,24.784235672843867,29.750314335640198
1010.0,0.684582103484841,18.668594342629774,142.10909652966123,150.2589500834248,-0.11716747283935547,-0.8709321022033691,False,False,23.846104214059718,28.313057998275692
1020.0,0.8218354880394956,6.827187033494511,145.1030748792185,153.44486140546812,0.3560328483581543,-0.7175320386886597,False,True,23.216782574270002,27.052302416457824
1030.0,0.6553448460051103,25.96342018406375,147.7994180736399,156.6042101962013,-0.35293835401535034,0.14219820499420166,False,False,22.443968883837268,26.124640289632744
1040.0,0.5104220501776698,3.6822750286338817,151.09421857055224,158.46945838793602,0.36649513244628906,-0.2011854648590088,False,True,21.801497051300334,25.293385893952614
1050.0,0.3524354845263205,25.17455598871689,153.44894663422426,160.7422594840215,-0.4379996657371521,0.11188936233520508,False,False,21.165168371857906,24.6168576823145
1060.0,0.32085320727862116,3.375614475273835,156.6721499240832,162.2146134822073,-0.10485368967056274,0.011476635932922363,False,False,20.66808603475931,23.918966658174472
1070.0,0.2804735042871407,1.8592501768829663,157.0572129024462,163.57354914839252,-0.31602758169174194,-0.04991745948791504,True,True,20.596781328592687,23.28043887361633
1080.0,0.2325174542611691,1.8592501768829663,156.01683678698242,163.64220807419125,-0.4502835273742676,0.038880228996276855,True,False,20.656660275470582,22.74176835654496
1090.0,0.19096318370279824,1.3911395182845752,154.85365247707298,163.7219259580536,-0.3287554383277893,-0.06556200981140137,True,True,20.711059487669896,22.26246185869976
1100.0,0.12997003421651512,3.608860481715425,153.81498916119924,163.40632686216526,-0.6289082169532776,-0.300070583820343,True,True,20.86617929360632,21.772094137884398
1110.0,0.08133494031987767,3.608860481715425,153.88499937265354,164.52396410138334,-0.589297354221344,-0.11348330974578857,True,True,21.13285986971203,21.378605994008836
1120.0,0.029009025786075806,1.3911395182845752,153.45519486598596,164.77188962368305,-0.54793781042099,-0.36455464363098145,True,True,21.388366914283065,21.106379401582227
1130.0,0.059280505996937995,1.3911395182845752,153.0459076970371,165.5846750214427,-0.4010733366012573,-0.2276938557624817,True,True,21.736101648419236,20.96051543194103
1140.0,0.1334845844988992,1.3911395182845752,151.8916110048378,165.5846750214427,-0.9407392740249634,-0.9511316418647766,True,True,22.180827489442215,20.945338786232522
1150.0,0.18836483766955334,1.3911395182845752,154.38850186248666,163.788455101193,-0.9488846063613892,-0.9591237902641296,True,True,22.72768968413898,21.059286133139892
1160.0,0.21254488851011416,3.608860481715425,156.88659441595206,161.9652804515496,-0.9709988236427307,-0.966871440410614,True,True,23.374964912764174,21.17115101526742
1170.0,0.24311469337171226,3.608860481715425,158.23094460339175,162.57790535308948,-0.9697843790054321,-0.962999701499939,True,True,24.114607305809056,21.391919721958583
1180.0,0.2814211244857792,3.608860481715425,159.0307513210844,163.07827205145924,-0.9751119613647461,-0.9675125479698181,True,True,24.93764410416573,21.734024175079817
1190.0,0.2964323598762579,1.3911395182845752,159.8875500473527,163.67840196153435,-0.8538393974304199,-0.8074442148208618,True,True,25.733419642125853,22.193274342544893
1200.0,0.2997002147707411,1.3911395182845752,162.93671127389047,164.26450438864296,-0.9084493517875671,-0.8373827338218689,True,True,26.605088367563578,22.763826598569022
1210.0,0.2952305352911941,1.3911395182845752,165.5846750214427,165.2527100630496,-0.8919336795806885,-0.7378774285316467,True,True,27.56199684918482,23.440507137658805
1220.0,0.2927401379569404,1.3911395182845752,165.5846750214427,165.5846750214427,-0.9042019844055176,-0.7946493625640869,True,True,28.584565915417397,24.213295975655576
1230.0,0.2918541760280774,1.3911395182845752,165.5846750214427,165.5846750214427,-0.8751159310340881,-0.7395168542861938,True,True,29.664692354041275,25.072128058723347
1240.0,0.29258621638405774,1.3911395182845752,165.5846750214427,165.5846750214427,-0.8633219003677368,-0.7603651881217957,True,True,30.796320752626716,26.00848117773008
1250.0,0.294923210591238,1.3911395182845752,165.5846750214427,165.5846750214427,-0.8122447729110718,-0.6965338587760925,True,True,31.973983442687228,27.01429573147121
1260.0,0.29882651875242355,1.3911395182845752,165.5846750214427,165.5846750214427,-0.8271951079368591,-0.7106727361679077,True,True,33.192781128273666,28.082109187012755
1270.0,0.3042348900449923,1.3911395182845752,165.5846750214427,165.5846750214427,-0.3890802264213562,-0.252119243144989,True,True,34.44834812404368,29.205121983074065
1280.0,0.3110688829455295,1.3911395182845752,165.5846750214427,165.5846750214427,-0.3834937810897827,-0.25592148303985596,True,True,35.736809272532305,30.377212915667055
1290.0,0.2948794361096265,3.608860481715425,165.5846750214427,165.3655994060821,-0.21555542945861816,0.0020865201950073242,True,False,37.05473352193086,31.502072882250257
1300.0,0.30770297908375066,1.2972461095092456,163.6835288347224,165.5846750214427,0.23124074935913086,-0.18606513738632202,False,True,38.30735303492921,32.66105277785357
