time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,train/approx_kl,train/value_loss,train/entropy_loss,train/explained_variance,train/std,train/clip_range,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/loss,train/learning_rate
19,614400,262,176.67,1,-1.042506034253439,0.012900224,0.01886880917008966,2.7523564279079435,0.8800983428955078,0.0610966831445694,0.2,0.14747345056384803,1159,-0.008836043791961855,0.01504555530846119,0.0003
18,619520,273,174.36,1,-0.8863298889700877,0.019511957,0.019961814563721418,2.7487155532836915,0.8527765870094299,0.061351239681243896,0.2,0.17011394128203391,1169,-0.011721785627305508,0.02333109639585018,0.0003
19,624640,264,175.77,1,-0.7898383363194881,0.022547176,0.017906057741492988,2.740513792037964,0.8977835774421692,0.06160319596529007,0.2,0.16884765665978194,1179,-0.007462070633191615,0.04161396622657776,0.0003
24,629760,210,178.26,1,-0.7112544100923198,0.012213724,0.01619206538889557,2.732079654932022,0.9383132457733154,0.061867620795965195,0.2,0.17454740293323995,1189,-0.010270411317469553,0.00635409215465188,0.0003
30,634880,165,176.13,1,-0.759914024727253,0.01594591,0.0244030156172812,2.7301735997200014,0.8719340562820435,0.06169065088033676,0.2,0.18231354504823685,1199,-0.010778842557920143,0.014187402091920376,0.0003
26,640000,194,170.62,1,-0.7261943069889234,0.011634006,0.01907999408431351,2.7322331428527833,0.8939923048019409,0.06176576390862465,0.2,0.12491850890219211,1209,-0.014835319918347523,0.012152844108641148,0.0003
34,645120,148,170.59,1,-0.637779283811962,0.014872781,0.013858879450708628,2.7276910126209257,0.8381212949752808,0.06198647618293762,0.2,0.15338322278112174,1219,-0.012450106265896465,0.011280197650194168,0.0003
28,650240,182,172.67,1,-0.749900094821898,0.01635496,0.013860831782221795,2.7209877550601957,0.8842079639434814,0.06218414008617401,0.2,0.1647802736610174,1229,-0.014069821289740502,0.009425231255590916,0.0003
29,655360,173,170.48,1,-0.6645816320254845,0.014997122,0.01605698789935559,2.7175284206867216,0.9133132100105286,0.06212906539440155,0.2,0.1608335142955184,1239,-0.014480590530729387,0.006689113099128008,0.0003
35,660480,145,171.24,1,-0.7738870664106383,0.013937805,0.015540217631496489,2.7176966309547423,0.898529589176178,0.06225971132516861,0.2,0.14889722522348164,1249,-0.01755336497153621,0.002327051479369402,0.0003
29,665600,172,171.78,1,-0.7927591259665288,0.019830327,0.02072380520403385,2.7135961389541627,0.8556303977966309,0.062335528433322906,0.2,0.1831651994585991,1259,-0.013345999410375953,0.00577362347394228,0.0003
22,670720,222,171.91,1,-0.7849695879042392,0.017150972,0.015017342939972877,2.710809075832367,0.910993754863739,0.06250153481960297,0.2,0.16769567206501962,1269,-0.011956360569456592,0.018964122980833054,0.0003
24,675840,212,170.24,1,-0.701103223603165,0.023304781,0.017871792055666448,2.7019853925704957,0.8459502458572388,0.06280916929244995,0.2,0.20989955320954323,1279,-0.01067252852488309,0.024347925558686256,0.0003
24,680960,206,173.92,1,-0.600963458867271,0.014488506,0.012481225533410906,2.7008059501647947,0.9151989221572876,0.06261232495307922,0.2,0.18485558152198792,1289,-0.011989097837358713,0.020771585404872894,0.0003
19,686080,256,173.2,1,-0.6062710483179291,0.016069602,0.01880562787409872,2.6997685194015504,0.8768220543861389,0.06299001723527908,0.2,0.17175983898341657,1299,-0.014687238589249318,0.009764814749360085,0.0003
22,691200,224,171.61,1,-0.717463971204907,0.023757394,0.017540397504344583,2.6830246686935424,0.8847683668136597,0.06347821652889252,0.2,0.2019363848119974,1309,-0.006647329032421112,-0.021088048815727234,0.0003
28,696320,176,172.16,1,-0.8390272256472936,0.015085449,0.017756421882659197,2.673535122871399,0.9156036376953125,0.06363720446825027,0.2,0.18249644011259078,1319,-0.006927872877568007,0.03581404313445091,0.0003
21,701440,241,170.87,1,-0.8775725752471498,0.013835404,0.01870562261901796,2.6692460894584658,0.8751608729362488,0.06385605782270432,0.2,0.1536512304097414,1329,-0.012397370336111635,0.019846715033054352,0.0003
19,706560,269,167.94,1,-0.9986907486928626,0.015063049,0.02415029302239418,2.662557806968689,0.8936374187469482,0.06397242099046707,0.2,0.18178870886564255,1339,-0.010372402709908784,0.016040917485952377,0.0003
19,711680,257,170.77,1,-1.2012509607203299,0.020201867,0.023384997099637986,2.6532597732543945,0.8693460822105408,0.06447694450616837,0.2,0.21362630233168603,1349,-0.007119717146269977,-0.02896481566131115,0.0003
21,716800,243,169.18,1,-1.0877491198853464,0.0130362585,0.0289116564206779,2.641594499349594,0.8931457996368408,0.06476457417011261,0.2,0.17413924653083085,1359,-0.013926526170689613,0.007169889286160469,0.0003
22,721920,229,168.15,1,-1.163988172413506,0.012591017,0.013528078515082597,2.6333421516418456,0.9240612983703613,0.06487350165843964,0.2,0.17065391510725023,1369,-0.012300638612359763,0.004881497472524643,0.0003
24,727040,210,169.51,1,-1.0222989297975897,0.015655305,0.019457878209650517,2.633488655090332,0.8242602944374084,0.06488985568284988,0.2,0.16571686521172524,1379,-0.015184732642956078,0.016309471800923347,0.0003
41,732160,124,169.88,1,-0.7917311202732236,0.012397788,0.0170092485146597,2.629071217775345,0.8999558687210083,0.06513610482215881,0.2,0.13607846833765508,1389,-0.012919579890876776,0.011355658993124962,0.0003
29,737280,175,168.43,1,-0.7686931320478985,0.013423306,0.029915692191570996,2.621292245388031,0.7693352699279785,0.06534546613693237,0.2,0.14932925533503294,1399,-0.012015192316175672,0.014744976535439491,0.0003
41,742400,122,169.26,1,-0.6956310849106485,0.013314283,0.018922891817055643,2.617624545097351,0.8991048336029053,0.06536930799484253,0.2,0.17143496666103603,1409,-0.01596747846342623,0.013371972367167473,0.0003
27,747520,185,171.87,1,-0.8561522978899131,0.013046473,0.016589449695311488,2.619835138320923,0.9396597743034363,0.06524685770273209,0.2,0.15519345737993717,1419,-0.01235536580788903,0.01114446297287941,0.0003
24,752640,205,169.91,1,-0.8077012275074105,0.013149029,0.02029385210480541,2.6294741451740267,0.880489706993103,0.06473621726036072,0.2,0.12746345759369432,1429,-0.010913324539433233,0.02011657878756523,0.0003
26,757760,191,171.52,1,-0.8640391170138298,0.016354406,0.0226818643277511,2.6367297947406767,0.8245053291320801,0.06485231220722198,0.2,0.16387769356369972,1439,-0.01320722151431255,0.01085987314581871,0.0003
25,762880,198,171.57,1,-0.8759143047586158,0.013665632,0.024866986996494235,2.6323612689971925,0.8821402788162231,0.06492265313863754,0.2,0.1587151914834976,1449,-0.014029044058406725,0.003235833253711462,0.0003
24,768000,209,169.15,1,-0.7232338219994332,0.014965449,0.01772251058369875,2.6329332399368286,0.9015670418739319,0.06485553830862045,0.2,0.19857504531741144,1459,-0.009409098718315363,0.008314321748912334,0.0003
18,773120,272,168.27,1,-0.7226962871292979,0.014560534,0.01757018188945949,2.634934902191162,0.8660938739776611,0.0647372156381607,0.2,0.17713927216827868,1469,-0.014050834032241255,0.008031323552131653,0.0003
18,778240,277,168.07,1,-0.7930347169307632,0.016868051,0.014171120263636112,2.640026822090149,0.8885822296142578,0.06459041684865952,0.2,0.1852336920797825,1479,-0.008838870781473815,-0.0019182399846613407,0.0003
17,783360,291,172.43,1,-0.8369363881909676,0.016534666,0.025415232833474875,2.6398191833496094,0.8402374386787415,0.06471443176269531,0.2,0.1865012365579605,1489,-0.009957275618216955,0.02615342289209366,0.0003
20,788480,255,171.69,1,-0.7756565291959889,0.014593497,0.030384350195527078,2.630506432056427,0.8053367137908936,0.06524813175201416,0.2,0.18326920326799154,1499,-0.009256597328931093,0.016725964844226837,0.0003
18,793600,269,170.86,1,-0.7622249100985211,0.011516808,0.013654673518612982,2.6187071621418,0.9192163944244385,0.06535643339157104,0.2,0.15401445254683493,1509,-0.013720314895192588,0.004369035828858614,0.0003
17,798720,295,170.46,1,-0.8562287769449081,0.020936005,0.01823160083964467,2.6123980617523195,0.9031040668487549,0.06574159860610962,0.2,0.2062495842576027,1519,-0.014029596168547868,-0.02051103673875332,0.0003
18,803840,280,164.14,1,-0.7124657120517257,0.014676995,0.02673323401249945,2.601305091381073,0.8755660057067871,0.06606994569301605,0.2,0.15302956346422433,1529,-0.013648235541768371,0.015272744931280613,0.0003
16,808960,304,161.93,1,-0.7192206174473585,0.016492914,0.017987224012613295,2.5947236824035644,0.8662039637565613,0.06613221019506454,0.2,0.16971866235136987,1539,-0.015259004849940538,0.01729086972773075,0.0003
17,814080,284,162.09,1,-0.881266303972405,0.013058142,0.030556690134108066,2.595916283130646,0.7438193559646606,0.06607601046562195,0.2,0.1640151210129261,1549,-0.012517078098608182,0.015584694221615791,0.0003
21,819200,234,163.71,1,-0.7789470572744694,0.01219671,0.019889197871088983,2.595898413658142,0.8375174403190613,0.06614065170288086,0.2,0.15464403089135886,1559,-0.015330207299120957,0.0009779003448784351,0.0003
18,824320,272,165.5,1,-0.741716420346562,0.01572282,0.013459559855982661,2.5949604392051695,0.905122697353363,0.06605686247348785,0.2,0.16119332127273084,1569,-0.011985807893870515,0.015848111361265182,0.0003
20,829440,251,169.02,1,-0.7012742803727773,0.012207434,0.01577233087737113,2.5977926552295685,0.889449417591095,0.0659765750169754,0.2,0.1653552047908306,1579,-0.010800503625068814,0.003450981341302395,0.0003
18,834560,280,169.26,1,-0.6556468434739009,0.012179233,0.0139968806412071,2.5982155203819275,0.8296105265617371,0.06608116626739502,0.2,0.16701644994318485,1589,-0.012246289792528842,0.011737540364265442,0.0003
16,839680,309,163.28,1,-0.5917988109020254,0.026306476,0.02403698317706585,2.5977781677246092,0.8337262868881226,0.0659213736653328,0.2,0.1991253550350666,1599,-0.005924097637180239,0.019127264618873596,0.0003
19,844800,266,161.32,1,-0.6152099255493081,0.010862275,0.01871903061401099,2.6005097687244416,0.8460095524787903,0.06597775220870972,0.2,0.18560254201292992,1609,-0.010150694556068629,0.002611135598272085,0.0003
21,849920,241,163.67,1,-0.8247554005033687,0.023959422,0.017663240991532804,2.5965543460845946,0.8394955396652222,0.0661325454711914,0.2,0.19288281247019767,1619,-0.015042170498054475,-0.010131947696208954,0.0003
19,855040,266,163.15,1,-0.7923538317305241,0.0363971,0.026281736372038723,2.592638838291168,0.804863691329956,0.06628985702991486,0.2,0.2359828419983387,1627,-0.0014382108289282768,0.041933346539735794,0.0003
18,860160,280,167.23,1,-0.7328483398452711,0.0132509265,0.015142814591526985,2.588751893043518,0.8922466039657593,0.06632698327302933,0.2,0.15456343531608582,1637,-0.013716596290469169,0.0239527840167284,0.0003
17,865280,291,169.98,1,-0.8487242865485265,0.014742775,0.01083472486352548,2.5853736102581024,0.9212475419044495,0.06653531640768051,0.2,0.15203700587153435,1647,-0.016885830560931937,0.007400655187666416,0.0003
21,870400,234,167.25,1,-0.5726398899013773,0.013975662,0.02474586119875312,2.5768424320220946,0.7829663753509521,0.06689940392971039,0.2,0.17082527965307237,1657,-0.013981319982558488,0.020982732996344566,0.0003
14,875520,348,166.29,1,-0.6927544695112803,0.011341162,0.017239726465195417,2.5708417749404906,0.876297652721405,0.0669136717915535,0.2,0.14659826800227166,1667,-0.012463979786261917,0.025750920176506042,0.0003
14,880640,352,167.83,1,-0.7642913861790257,0.015318394,0.016569268866442145,2.5686623454093933,0.9016669988632202,0.06710011512041092,0.2,0.17853513695299625,1677,-0.012596420670161024,0.004315576981753111,0.0003
14,885760,359,166.53,1,-0.7512113529043591,0.015597446,0.02288998099975288,2.5673799395561216,0.8475227952003479,0.06692883372306824,0.2,0.16188765056431292,1687,-0.011587671184679493,0.014208849519491196,0.0003
17,890880,300,165.64,1,-0.9144669512978442,0.014991296,0.01693706086371094,2.573679029941559,0.8442168831825256,0.06675421446561813,0.2,0.18606565576046705,1697,-0.013906438782578334,0.0011442755348980427,0.0003
16,896000,306,165.24,1,-0.9084986909666902,0.016037434,0.0318519975990057,2.5762802886962892,0.7895095348358154,0.0667794942855835,0.2,0.1668659269809723,1707,-0.01552742010098882,-0.00029334332793951035,0.0003
15,901120,337,164.18,1,-0.7106494091852986,0.013297985,0.019757056422531605,2.567777953147888,0.8621605038642883,0.06727555394172668,0.2,0.16378399908542632,1717,-0.012548074509250001,-0.0004897513426840305,0.0003
18,906240,279,163.89,1,-0.7277777154720115,0.018623067,0.010312512307427824,2.557434582710266,0.9225714802742004,0.06748470664024353,0.2,0.16902081221342086,1727,-0.016820415697293357,0.0006769970059394836,0.0003
18,911360,277,166.39,1,-0.6497970883483566,0.011852689,0.020925505156628787,2.5523386120796205,0.8351466655731201,0.06759324669837952,0.2,0.1306946685537696,1737,-0.013517797901295125,0.017347116023302078,0.0003
18,916480,274,167.85,1,-0.5057196123682242,0.019009143,0.012970823356881737,2.548609857559204,0.8938949704170227,0.06773149222135544,0.2,0.1686760491132736,1747,-0.014336304105818272,-0.00846904143691063,0.0003
16,921600,303,169.87,1,-0.6235562208389718,0.018144164,0.024135853201150893,2.5428489542007444,0.7837088704109192,0.06798331439495087,0.2,0.17724716395139695,1757,-0.008104915234725922,0.01348884217441082,0.0003
16,926720,306,169.93,1,-0.679333426845583,0.015975717,0.009896674361079931,2.5367252969741823,0.9078267812728882,0.06811971962451935,0.2,0.15621776700019838,1767,-0.014758662085514516,0.013970062136650085,0.0003
20,931840,252,168.12,1,-0.6311943031139446,0.014947128,0.028061035042628645,2.531282138824463,0.7780413031578064,0.06836794316768646,0.2,0.15413229949772358,1777,-0.013078811694867909,0.0248099397867918,0.0003
20,936960,250,166.23,1,-0.5956962122113161,0.018849146,0.016635119970887898,2.5248947143554688,0.8517857789993286,0.0685809999704361,0.2,0.19284598186612129,1787,-0.008340394287370146,0.05059546232223511,0.0003
16,942080,316,167.61,1,-0.5730555185410698,0.018918814,0.013996394202113151,2.5186269426345826,0.8858457803726196,0.06875600665807724,0.2,0.1765995415300131,1797,-0.01268339653732255,0.0026050503365695477,0.0003
16,947200,305,169.89,1,-0.6388079712759396,0.014099766,0.02067872821353376,2.510667157173157,0.8300891518592834,0.06919988989830017,0.2,0.1753893919289112,1807,-0.007603878278314369,0.02729928493499756,0.0003
17,952320,298,172.53,1,-0.7396020526468576,0.014306296,0.019613622594624756,2.5007696032524107,0.8940173387527466,0.06936411559581757,0.2,0.16834899857640268,1817,-0.012252995697781443,0.012527894228696823,0.0003
16,957440,304,172.19,1,-0.8236535324210353,0.015148076,0.01668105353601277,2.4978885531425474,0.8767680525779724,0.06941672414541245,0.2,0.1238211091607809,1827,-0.012212183547671885,0.012189998291432858,0.0003
16,962560,301,169.28,1,-0.8520113510434598,0.013267964,0.012450456770602613,2.4941513180732726,0.8946045637130737,0.0696660727262497,0.2,0.15904406011104583,1837,-0.017740903979574795,0.006040181498974562,0.0003
19,967680,260,168.37,1,-0.7214323682574556,0.015536623,0.024145957711152733,2.487470990419388,0.7468012571334839,0.06990322470664978,0.2,0.18966236859560012,1847,-0.013470789299026365,0.0008192630484700203,0.0003
24,972800,205,168.88,1,-0.7704915725320935,0.012113519,0.020684876549057662,2.4797469854354857,0.8567604422569275,0.07021446526050568,0.2,0.16770059578120708,1857,-0.010023884999100119,0.009554009884595871,0.0003
13,977920,375,169.57,1,-0.6242966470392368,0.01796309,0.012898357436060905,2.477575650215149,0.8403358459472656,0.0700000524520874,0.2,0.16371406257152557,1867,-0.012116118050180376,0.018078453838825226,0.0003
17,983040,291,171.65,1,-0.6537548178394381,0.013462633,0.0156899303663522,2.4784411251544953,0.8824557662010193,0.07024118304252625,0.2,0.19376844726502895,1877,-0.009804944269126281,0.004273753147572279,0.0003
19,988160,264,170.78,1,-0.7219894034650924,0.0129365325,0.016775784967467188,2.471087396144867,0.8803084492683411,0.07039716094732285,0.2,0.15925629269331693,1887,-0.014613966189790517,0.0067489598877727985,0.0003
21,993280,240,168.51,1,-0.5667563283081496,0.012548973,0.02276967331767082,2.4696502828598024,0.7727261185646057,0.07046167552471161,0.2,0.15683357030153275,1897,-0.014695073617622257,-0.0059270295314490795,0.0003
18,998400,273,169.46,1,-0.5876374045908769,0.01218999,0.012283342704176903,2.46581494808197,0.8616334795951843,0.07060970366001129,0.2,0.14326229253783823,1907,-0.00938594624021789,0.0079351756721735,0.0003
18,1003520,271,169.94,1,-0.5480812399691278,0.012258947,0.013042530161328614,2.4604976058006285,0.8812026977539062,0.07081376016139984,0.2,0.16847391575574874,1917,-0.012831230206575128,-0.007296849507838488,0.0003
14,1008640,349,169.04,1,-0.5708446972933485,0.011300675,0.021443736436776818,2.451927888393402,0.7129977941513062,0.0713038444519043,0.2,0.1576687406282872,1927,-0.010815593537699897,0.009278479963541031,0.0003
15,1013760,321,168.45,1,-0.4306299893100411,0.015351422,0.021035683481022714,2.4431762278079985,0.7661806344985962,0.07134640216827393,0.2,0.15275492165237664,1937,-0.011497758430050454,0.00784013420343399,0.0003
14,1018880,344,170.04,1,-0.5756381529788928,0.019098688,0.013777009341865779,2.43845739364624,0.8638096451759338,0.07171644270420074,0.2,0.1859088095277548,1947,-0.008906487990170717,0.012943697161972523,0.0003
14,1024000,345,171.27,1,-0.5563263468861985,0.012952251,0.015902394871227445,2.4284587025642397,0.8802430033683777,0.07206906378269196,0.2,0.1511260699480772,1957,-0.010328386427136137,0.01908540539443493,0.0003
14,1029120,352,171.68,1,-0.6008675164272236,0.026104147,0.009776506589592568,2.419416972569057,0.9238239526748657,0.07227665185928345,0.2,0.15516183035714284,1964,-0.0042673368406082905,0.19536720216274261,0.0003
14,1034240,352,172.42,1,-0.7634837418401728,0.013171224,0.018870541406795383,2.4162954866886137,0.8357424139976501,0.07230042666196823,0.2,0.14141999036073685,1974,-0.014115247203153557,0.0017740926705300808,0.0003
14,1039360,349,174.23,1,-0.7141045334317184,0.012016714,0.014964595921337604,2.4116768789291383,0.8729092478752136,0.07273788750171661,0.2,0.1579962320625782,1984,-0.009532534063328057,0.014391280710697174,0.0003
13,1044480,368,173.34,1,-0.6554075340051656,0.013778287,0.011976518877781927,2.400370901823044,0.8804850578308105,0.07297713309526443,0.2,0.15104822758585215,1994,-0.016576479858485982,0.0009960937313735485,0.0003
13,1049600,382,169.41,1,-0.6257316562540796,0.016478663,0.01658317567780614,2.3995954275131224,0.8821041584014893,0.07289548218250275,0.2,0.16628676522523164,2004,-0.009127428573556244,0.0387064553797245,0.0003
14,1054720,362,170.89,1,-0.49272753905875005,0.013765911,0.014514197735115886,2.4051746785640717,0.8757320642471313,0.07252272963523865,0.2,0.15383061468601228,2014,-0.015232088228731299,0.0004996703937649727,0.0003
17,1059840,289,170.21,1,-0.4187963497912158,0.013836693,0.0103151825373061,2.408548873662949,0.9023793339729309,0.07274673879146576,0.2,0.15262949718162416,2024,-0.010796420084807324,0.00989543553441763,0.0003
14,1064960,346,172.2,1,-0.5357668426662658,0.015714388,0.008251177053898573,2.400586977005005,0.9111405611038208,0.07300511747598648,0.2,0.18294627279043196,2034,-0.009796825028024614,0.004838709719479084,0.0003
13,1070080,373,174.55,1,-0.4182255935235352,0.018387595,0.017666665371507406,2.3950153017044067,0.8513318300247192,0.07317785173654556,0.2,0.1622155536711216,2044,-0.014116894903127104,0.00863847229629755,0.0003
15,1075200,332,172.66,1,-0.4433542758802636,0.012645815,0.006535795191302896,2.393029934167862,0.9136022925376892,0.07311926782131195,0.2,0.1468936899676919,2054,-0.013542328047333286,0.0043047452345490456,0.0003
15,1080320,331,168.09,1,-0.4691909400389772,0.013531396,0.01773983440361917,2.3899122536182404,0.8172823786735535,0.07348503172397614,0.2,0.16126165203750134,2064,-0.01297304675244959,0.008689595386385918,0.0003
12,1085440,405,167.67,1,-0.45544589209796243,0.012938633,0.01325811087153852,2.380862456560135,0.7534922361373901,0.07364498823881149,0.2,0.13371352273970843,2074,-0.01545531667798059,0.0023824251256883144,0.0003
13,1090560,382,169.19,1,-0.516820874556605,0.012263341,0.01808192105963826,2.3746628522872926,0.8133472204208374,0.07406361401081085,0.2,0.15486764069646597,2084,-0.015287355912732892,-0.00021935813128948212,0.0003
13,1095680,374,172.12,1,-0.6815983736745237,0.012064695,0.016852373722940683,2.366937631368637,0.8478204607963562,0.07412033528089523,0.2,0.13408551895990967,2094,-0.012202481756685302,0.0032478105276823044,0.0003
15,1100800,333,169.66,1,-0.811135881664686,0.012594765,0.034118439396843316,2.3651386737823485,0.6858378052711487,0.07427047193050385,0.2,0.1411813547834754,2104,-0.014631681542959995,0.014876258559525013,0.0003
17,1105920,285,175.61,1,-0.8639310387100079,0.013817636,0.024958341531455517,2.3628060531616213,0.8565272688865662,0.07424116134643555,0.2,0.14697201862931253,2114,-0.014461840665899218,0.0010874085128307343,0.0003
13,1111040,387,177.26,1,-1.1675008121143018,0.013613476,0.03177734916098416,2.360028088092804,0.7889628410339355,0.07457037270069122,0.2,0.1657669460400939,2124,-0.015007225202862174,0.008089368231594563,0.0003
14,1116160,350,176.95,1,-1.1405405281608807,0.012224644,0.01829503949265927,2.3537397503852846,0.8420507907867432,0.07459159195423126,0.2,0.1433686537668109,2134,-0.012475262534280773,0.01410309225320816,0.0003
14,1121280,356,177.05,1,-1.0766360466381428,0.014937061,0.01695497645996511,2.3525934278964997,0.9146469235420227,0.07474696636199951,0.2,0.15077073723077775,2144,-0.01255445946007967,0.004092514049261808,0.0003
12,1126400,400,181.58,1,-0.9763590145993433,0.015849467,0.011279310006648302,2.3489461839199066,0.9197835922241211,0.07478854060173035,0.2,0.1656709935516119,2154,-0.017563875002088024,0.0035095238126814365,0.0003
13,1131520,389,179.44,1,-0.9077813576503887,0.019915598,0.020822297618724405,2.349629658460617,0.9116430282592773,0.07472142577171326,0.2,0.15888996217399837,2164,-0.015926834812853487,-0.019173990935087204,0.0003
12,1136640,397,175.23,1,-0.7126022941056567,0.01530179,0.019674526550807057,2.348068964481354,0.9309960603713989,0.07488508522510529,0.2,0.1510825114324689,2174,-0.012548002356197685,0.005789469927549362,0.0003
12,1141760,406,172.42,1,-0.8118111558023107,0.010311944,0.028546441206708552,2.344482785463333,0.833129346370697,0.07493583112955093,0.2,0.13194787856191398,2184,-0.010141143525834196,0.01712135225534439,0.0003
15,1146880,340,172.62,1,-0.9989004474464765,0.014468347,0.024082396435551344,2.340132403373718,0.8236547112464905,0.0753626823425293,0.2,0.15515041872859,2194,-0.014885809930274264,-0.000651591457426548,0.0003
13,1152000,370,173.16,1,-0.9094500551129476,0.01447946,0.02893316885456443,2.3296806037425997,0.7377423048019409,0.07560816407203674,0.2,0.1570289047434926,2204,-0.010760678979568183,0.009353180415928364,0.0003
13,1157120,391,171.82,1,-0.807420274266735,0.020340724,0.012226028693839907,2.325605912208557,0.905548632144928,0.07566504180431366,0.2,0.1718624810129404,2214,-0.009846722669899464,0.00360657530836761,0.0003
12,1162240,418,172.63,1,-0.8572285552601703,0.039480068,0.018047629954650046,2.3249349898480354,0.8859953880310059,0.07569915056228638,0.2,0.18899961624373782,2224,-0.009498022722100164,0.03648189455270767,0.0003
13,1167360,388,172.99,1,-0.6220904186333003,0.013162352,0.02903099674731493,2.3228390991687773,0.7914869785308838,0.07582402974367142,0.2,0.16068398840725423,2234,-0.012548571830848232,0.009943452663719654,0.0003
12,1172480,413,178.09,1,-0.7606926683114001,0.014213294,0.032505314089357855,2.316817445755005,0.8173156380653381,0.07607565820217133,0.2,0.15206480383872986,2244,-0.010543872509151698,0.012963655404746532,0.0003
12,1177600,417,179.02,1,-0.8227331058544649,0.03164546,0.014991414309770334,2.3133444607257845,0.8457716703414917,0.07614100724458694,0.2,0.2218994151800871,2254,-0.011380179613479414,0.06901556253433228,0.0003
12,1182720,420,181.64,1,-0.9133331589701709,0.012323722,0.02046678252518177,2.311741280555725,0.8006072044372559,0.07624666392803192,0.2,0.1552189877256751,2264,-0.008978111264877953,0.01599273458123207,0.0003
18,1187840,273,180.98,1,-0.9913085520410142,0.011825274,0.03261053832247853,2.3113634407520296,0.8457273840904236,0.07603514194488525,0.2,0.1386225176975131,2274,-0.013564382876211312,0.014981447719037533,0.0003
11,1192960,459,176.59,1,-0.8523427124985821,0.010681699,0.021063418639823795,2.3192957758903505,0.8771187663078308,0.07583124935626984,0.2,0.13425371125340463,2284,-0.013437854443327523,0.0019109095446765423,0.0003
3629,1198080,1,172.06,1,-0.6402372228529296,0.016135514,0.011754889029543848,2.3223773777484893,0.8981053233146667,0.07570253312587738,0.2,0.16726887971162796,2294,-0.014488280116347596,0.005521876737475395,0.0003
