rollout,live_transitions,padded_transitions,counted_transitions,worlds_completed,aircraft_completed,optimizer_steps,policy_epochs,wall_seconds,live_transitions_per_second,training_return_last100,native_return_last100,training_arrival_last100,policy_loss,value_loss,approx_kl,clip_fraction,rollout_live_samples,rollout_return_variance_live,rollout_value_mse_live,rollout_value_explained_variance_live,rollout_action_box_clip_fraction_live
1,4313,807,5120,0,12,50,10,68.95841420000215,62.54494175998417,0.3735506729661682,37.35506729661682,1.0,-0.006530777825973928,0.03053036332130432,0.013672634959220886,0.18459335431456567,4313,0.09824258729297562,0.030746848458386423,0.7062799725288061,0.0
2,6429,3811,10240,1,19,80,20,87.88215800000035,73.15478074628044,0.37288069029314785,37.28806902931478,1.0,-0.008970337019612392,0.00855563092045486,0.012863281182944775,0.12644569650292398,2116,0.04055104241469167,0.014520357570627111,0.6662550583182985,0.0
3,9322,6038,15360,3,30,110,30,111.97847950000141,83.24813876401923,0.36023711419048376,36.023711419048375,0.9666666666666667,-0.011457831004130033,0.008054988862325748,0.013690843246877193,0.13453213684260845,2893,0.02619894769726708,0.015135703442512336,0.5567214668354007,0.0
4,12342,8138,20480,5,50,140,40,133.79971870000008,92.24234639590459,0.3654467748429081,36.544677484290816,0.98,-0.010148524409063005,0.00704201126160721,0.009792964905500412,0.12021872873107592,3020,0.0243987598399683,0.011887763326544908,0.5990288671228206,0.0
5,16181,9419,25600,5,63,180,50,158.15848460000052,102.30876984515535,0.36713370001875717,36.71337000187572,0.9841269841269841,-0.011478594603249802,0.0050334757193923,0.011872053146362305,0.13201087880879642,3839,0.020614082441861848,0.0100994494924,0.5701427366182303,0.0
6,18443,12277,30720,6,74,210,60,177.5130891000008,103.89656387315901,0.36785992259118155,36.785992259118146,0.9864864864864865,-0.014930604763018588,0.003956426866352558,0.018049603328108788,0.1778259466091792,2262,0.0076312391832849095,0.006353614817363319,0.29694433791955666,0.0
7,21590,14250,35840,8,85,250,70,202.85094220000246,106.43283075665072,0.3640846975510033,36.408469755100334,0.9764705882352941,-0.008290800004033372,0.00700628895428963,0.011955170892179012,0.14264518171548843,3147,0.01411480160878536,0.007920214839361912,0.5724464526127413,0.0
8,24588,16372,40960,10,100,280,80,227.9596199000007,107.86120809810986,0.36157662947007113,36.15766294700712,0.98,-0.010445250418464032,0.004197195894084871,0.013678287155926228,0.15915460555503766,2998,0.008755937317682498,0.005672527834891665,0.3629330357065802,0.0
9,28135,17945,46080,10,114,320,90,265.14339459999974,106.11239266376967,0.36156292496938996,36.156292496939,0.98,-0.0121249906020239,0.003572769567836076,0.014408542774617672,0.15566730070859194,3547,0.006910656689205914,0.005553172736489021,0.22274614772448098,0.0
10,30659,20541,51200,12,122,350,100,291.62459760000274,105.13173529364764,0.35194808848105874,35.194808848105865,0.96,-0.01223258754471317,0.003089691683029135,0.01611829362809658,0.16880936113496622,2524,0.004866048056230012,0.004082510742319308,0.23315107805009916,0.0
11,34863,21457,56320,13,136,400,110,330.7646456000002,105.4012285283974,0.3510816529800424,35.10816529800424,0.97,-0.008075908972823526,0.003280273168347776,0.014465833082795143,0.16647063069045542,4204,0.005774047108152398,0.005234538018026501,0.12728667213096756,0.0
