rollout,live_transitions,padded_transitions,counted_transitions,worlds_completed,aircraft_completed,optimizer_steps,policy_epochs,wall_seconds,live_transitions_per_second,training_return_last100,native_return_last100,training_arrival_last100,policy_loss,value_loss,approx_kl,clip_fraction
1,4343,777,5120,2,20,50,10,52.39426229998935,82.89075576889805,-119.33689630781615,-119.33689630781615,1.0,-0.0029588442761451007,929.2924255371094,0.014257840812206268,0.15019309878349305
2,8703,1537,10240,4,40,100,20,70.42702099995222,123.57472851231212,-105.15308344146972,-105.15308344146972,1.0,-0.006868106042966247,831.32294921875,0.008844650350511074,0.08761482015252113
3,12933,2427,15360,6,68,150,30,85.66842770000221,150.9657682208129,-104.51248107477288,-104.51248107477288,1.0,-0.00253482754342258,473.88870727539063,0.011665075086057186,0.15179600027389825
4,16735,3745,20480,8,97,190,40,101.33878369996091,165.13914405710847,-91.06584178811744,-91.06584178811744,1.0,-0.009283002176198351,413.25902862548827,0.011416932567954063,0.11452763801207766
5,20836,4764,25600,12,120,203,43,118.34495249995962,176.0615857275967,-83.73280408492091,-83.73280408492091,1.0,0.010579499532468617,380.61511666434154,0.033267874270677567,0.18246372789144516
6,25171,5549,30720,14,140,253,53,136.10858479997842,184.9332283998885,-81.24974692789026,-81.24974692789026,1.0,-0.005654202867299318,389.4470672607422,0.009346948936581612,0.12126601681113243
7,29672,6168,35840,16,163,303,63,154.08348539995495,192.5709294735922,-81.57026318707385,-81.57026318707385,1.0,-0.009072302817367017,490.5941717529297,0.010902361944317818,0.10694434747099876
8,33721,7239,40960,18,193,343,73,171.59836730000097,196.51119372858864,-74.68612015727501,-74.68612015727501,1.0,-0.007728546747239306,238.50037117004393,0.01854752190411091,0.1318255920894444
9,37697,8383,46080,21,218,383,83,189.2392292000004,199.20288282383217,-75.99675923791266,-75.99675923791266,1.0,-0.004764610982965678,315.26133155822754,0.010444898158311844,0.1424938639625907
10,41813,9387,51200,24,240,433,93,210.5586076999898,198.58129029603202,-78.70138787556058,-78.70138787556058,1.0,-0.001268206280656159,287.00270614624026,0.031161675229668617,0.18670312531292438
11,46170,10150,56320,26,260,483,103,231.02652569999918,199.8471814442395,-65.57197247591456,-65.57197247591456,1.0,-0.0064279098110273485,322.65364227294924,0.009937847033143044,0.13590210393071175
12,50378,11062,61440,28,280,533,113,253.85095299995737,198.4550359360221,-66.69599728285752,-66.69599728285752,1.0,-0.007958695939742029,523.0277209472656,0.008134584873914719,0.1213867187872529
13,54789,11771,66560,30,305,583,123,272.99476949998643,200.69615289828008,-102.40720855890608,-102.40720855890608,1.0,-0.008053217832930386,646.2361779785156,0.007998346351087093,0.0736855161190033
14,58794,12886,71680,33,334,623,133,290.21748389996355,202.58600277943967,-120.85638328853688,-120.85638328853688,1.0,-0.009290058416081593,618.7500366210937,0.009316730313003063,0.0918754814658314
15,62873,13927,76800,35,358,663,143,303.98047249997035,206.83236486516788,-122.87284635727825,-122.87284635727825,1.0,-0.009833097109367372,216.280712890625,0.010279105976223946,0.09232615329965484
16,66861,15059,81920,37,377,703,153,318.9314752999926,209.64064439582,-127.20716849486207,-127.20716849486207,1.0,-0.00753014293150045,265.18047256469725,0.010386206209659576,0.0953194297850132
17,70829,16211,87040,40,400,743,163,331.1790512999869,213.86920374937014,-85.51081192047786,-85.51081192047786,1.0,-0.011878264766710344,242.41266059875488,0.013387489132583141,0.1301130022853613
18,75054,17106,92160,42,422,793,173,344.12614859995665,218.10025278622334,-82.47090045590876,-82.47090045590876,1.0,-0.007251436691731215,227.8995684814453,0.012563054449856281,0.11761007152497768
19,79062,18218,97280,44,445,833,183,359.4186062999652,219.97191746388356,-66.2293373482542,-66.2293373482542,1.0,-0.008640712674241513,212.84853515625,0.013020835816860199,0.10850819717161357
20,82909,19491,102400,46,465,873,193,378.1967946999939,219.22184736062582,-74.28127515583506,-74.28127515583506,1.0,-0.005634665614343249,339.46619720458983,0.011234872043132782,0.10698097245767713
21,86866,20654,107520,48,491,913,203,397.5544202000019,218.50090348963897,-80.0505728415479,-80.0505728415479,1.0,-0.0071937190718017515,193.01406326293946,0.012076355516910553,0.10886536687612533
22,90993,21647,112640,51,517,963,213,410.5022850999958,221.6625906913884,-85.7094524519654,-85.7094524519654,1.0,-0.0026413339111604726,275.19758361816406,0.013039167039096355,0.16768838107585907
23,95060,22700,117760,53,539,1003,223,426.7502708999673,222.7532270794565,-93.19226699968853,-93.19226699968853,1.0,-0.005293310614069924,337.0427787780762,0.010903318412601948,0.1195571854710579
24,99167,23713,122880,56,561,1053,233,441.2996453999658,224.7157935287289,-107.12157453147911,-107.12157453147911,1.0,-0.00419417773373425,283.90447158813475,0.011461397632956505,0.11938210308551789
25,103226,24774,128000,58,581,1093,243,456.5893595999805,226.0806079459159,-87.60783282057997,-87.60783282057997,1.0,-0.007590164879729855,191.0873821258545,0.01145014539361,0.102654973953031
