time,agent,route_target_index,route_target_distance_km,route_clearance_km,route_target_east_km,route_target_north_km,route_target_in_static_domain,in_route_domain,lat,lon,cas_mps,tas_mps,goal_distance_km,heading_error_deg,heading_action,speed_action,nearest_agent,nearest_nm,outside,commanded_heading_turn_deg,commanded_speed_action,traffic_projection_intervened,static_projection_intervened,static_projection_infeasible,nominal_static_violation,nominal_traffic_conflict,no_static_feasible_candidate,no_jointly_feasible_candidate,predicted_minimum_separation_km,predicted_risk_seconds,reference_heading_turn_deg,nominal_heading_adjustment_deg,nominal_speed_action
0.0,KL001,1,54.50725378380248,6.0,63.516461762052046,-43.41685642634708,,True,52.085384521289306,5.120209098746589,150.0,152.40357712476657,160.54198698599805,-0.07143943671434272,0.28034353256225586,0.0986337661743164,AC4,15.09012951670779,False,-40.79484611749649,0.0986337661743164,False,False,False,False,False,False,False,25.160883099802618,0.0,-45.0,4.2051538825035095,0.0986337661743164
10.0,KL001,1,53.459638500005184,6.0,63.516461762052046,-43.41685642634709,True,True,52.07850693418877,5.100954713779177,150.3378007387052,152.7461585206113,159.04497977463552,-17.31569908329513,0.048012375831604004,0.2565196752548218,AC4,14.638203701422006,False,-38.63929957151413,0.2565196752548218,False,False,False,False,False,False,False,26.385505324559265,0.0,-39.35948610305786,0.7201865315437317,0.2565196752548218
20.0,KL001,1,52.13982983604923,6.0,63.51646176205206,-43.416856426347096,True,True,52.06839529580317,5.085755870459362,151.217090128953,153.63787342162004,157.68907524146186,-34.62061694214424,-0.23234832286834717,0.37418651580810547,AC4,14.40164012845475,False,-26.632908582687378,0.37418651580810547,False,False,False,False,False,False,False,26.484816591895424,0.0,-23.14768373966217,-3.4852248430252075,0.37418651580810547
30.0,KL001,1,50.643304277388715,6.0,63.51646176205206,-43.41685642634709,True,True,52.0558930008429,5.0759452547100405,152.499930061565,154.9387935700039,156.5968607790256,-51.92840317246029,-0.6389991044998169,0.43887901306152344,AC4,14.32872573073164,False,-16.237350404262543,0.43887901306152344,False,False,False,False,False,False,False,26.519809276054303,0.0,-6.652363836765289,-9.584986567497253,0.43887901306152344
40.0,KL001,1,49.08707416349929,6.0,63.516461762052046,-43.41685642634708,True,True,52.04204639771454,5.072387560869142,154.00463703482305,156.46463480510366,155.8695010604104,-68.6700383883722,-0.6827078461647034,0.6776130199432373,AC4,14.358561589934677,False,-0.5761586129665375,0.6776130199432373,False,False,False,False,False,False,False,26.575190117621364,0.0,9.664459079504013,-10.24061769247055,0.6776130199432373
50.0,KL001,1,47.52785884657669,6.0,63.51646176205205,-43.41685642634709,True,True,52.02778370569658,5.07184814769724,156.32810774681832,158.82058401170204,155.33627663532187,-69.79619796262637,-0.6727991104125977,0.6733174324035645,AC4,14.4286885975396,False,0.4883616557344794,0.6733174324035645,False,False,False,False,False,False,False,26.705284378508455,0.0,10.580348297953606,-10.091986642219126,0.6733174324035645
60.0,KL001,1,45.944960053083776,6.0,63.51646176205206,-43.416856426347096,True,True,52.01331434271631,5.071100531309593,158.63683882012592,161.16139895224032,154.79695581495236,-69.86802175825926,-0.6668882966041565,0.6640307903289795,AC4,14.515471695736315,False,0.4401580849662423,0.6640307903289795,False,False,False,False,False,False,False,26.86617384991242,0.0,10.443482547998428,-10.003324463032186,0.6640307903289795
70.0,KL001,1,44.338963313885685,6.0,63.51646176205205,-43.41685642634709,True,True,51.998641592012284,5.070159311944239,160.91371284781806,163.46972848395475,154.25325698038068,-69.99844014096362,-0.6603528261184692,0.6549426317214966,AC4,14.618188506759827,False,0.46428723726421595,0.6549426317214966,False,False,False,False,False,False,False,27.056500705792146,0.0,10.369579643011093,-9.905292405746877,0.6549426317214966
80.0,KL001,1,42.71140204174695,6.0,63.516461762052046,-43.41685642634708,True,True,51.98378122141824,5.069010449232495,162.99999999999994,165.5846750214427,153.70542734437745,-70.11459818180276,-0.654076099395752,0.6463388204574585,AC4,14.735236308614928,False,0.47565578017383814,0.6463388204574585,False,False,False,False,False,False,False,27.27327931241833,0.0,10.286797285079956,-9.811141504906118,0.6463388204574585
90.0,KL001,1,41.081851186842,6.0,63.51646176205205,-43.41685642634709,True,True,51.96891307175554,5.067660451053084,162.99999999999994,165.5846750214427,153.15995834614975,-70.22231111777933,-0.6559846997261047,0.6443932056427002,AC4,14.855480117472933,False,0.3646957268938422,0.6443932056427002,False,False,False,False,False,False,False,27.495889645571676,0.0,10.204466208815575,-9.839770481921732,0.6443932056427002
