rollout,live_transitions,padded_transitions,counted_transitions,worlds_completed,aircraft_completed,optimizer_steps,policy_epochs,wall_seconds,live_transitions_per_second,training_return_last100,native_return_last100,training_arrival_last100,policy_loss,value_loss,approx_kl,clip_fraction,rollout_live_samples,rollout_return_variance_live,rollout_value_mse_live,rollout_value_explained_variance_live,rollout_action_box_clip_fraction_live
1,1890,670,2560,0,7,40,10,58.51203019999957,32.301049776256335,-0.22593608596366707,-22.593608596366714,1.0,-0.0076610156809692855,0.06542918756604195,0.020314887166023254,0.19246419202536344,1890,0.15434534012316176,0.09490442273175666,0.4431088190827266,0.0
2,2500,2620,5120,0,8,60,20,73.63938409999537,33.9492247328581,-0.23689317109550828,-23.689317109550828,1.0,-0.009536417963681742,0.015514201065525413,0.014379650354385376,0.17377830073237419,610,0.02140798084470577,0.018402538811111792,0.20829493430735024,0.0
3,4203,3477,7680,1,13,100,30,86.82182789999933,48.409485283366536,-0.3177137798762403,-31.77137798762402,0.9230769230769231,-0.009407318783996744,0.028095047431997956,0.019288623705506325,0.16401601135730742,1703,0.09303638194047767,0.07213052452363275,0.2888706878041777,0.0
4,6271,3969,10240,2,23,150,40,102.71602279999934,61.05181868470905,-0.5778866932671994,-57.78866932671995,0.9565217391304348,-0.011514674911741168,0.0363267826475203,0.010985312983393669,0.11292968787252904,2068,0.24250042314970685,0.11226144816086432,0.597594558120913,0.0
5,7919,4881,12800,3,30,190,50,115.47604000000138,68.57699657868338,-0.9952674261351991,-99.52674261351991,0.9666666666666667,-0.013467312831198796,0.011560807505156845,0.014827314764261246,0.1463518412783742,1648,0.18305431241475886,0.01871117630346834,0.9154556232255252,0.0
6,8924,6436,15360,3,39,210,60,124.87522789999639,71.46333304109436,-0.9000089173957571,-90.00089173957569,0.9743589743589743,-0.016957665770314635,0.02834381191059947,0.01354646123945713,0.14718500413000585,1005,0.10885862176133156,0.04546975023137345,0.5828080027359431,0.0
7,9360,8560,17920,4,40,220,70,131.835035899996,70.99781887342957,-0.9126755191536035,-91.26755191536033,0.95,-0.007097512027227459,0.007058432511985302,0.010735100135207176,0.14747706521302462,436,0.02140022364154376,0.00850112207731544,0.689103485706004,0.0
8,11412,9068,20480,5,50,256,78,148.57941429999482,76.8074100558653,-0.9492581417031271,-94.92581417031268,0.96,-0.00019355998626230535,0.05420791908997942,0.05791677534580231,0.13883023648648649,2052,0.20087353623072157,0.05892233775706825,0.7397231641563232,0.0
9,13526,9514,23040,5,54,306,88,166.00699929999973,81.47849221439436,-0.9335615268836855,-93.35615268836855,0.9629629629629629,-0.007153808785369619,0.020446283817291258,0.015947824344038963,0.17516808778047563,2114,0.288087891800918,0.05524342922779184,0.8612520603768193,0.0
10,14121,11479,25600,5,59,326,98,172.56495219999488,81.83005772594198,-1.0242426659743338,-102.42426659743339,0.9661016949152542,-0.007249929069075733,0.010751838004216552,0.0253654383122921,0.12409285493195057,595,0.023693696158859093,0.020137164173797913,0.38292334067027267,0.0
11,16159,12001,28160,6,63,366,108,191.29815029999736,84.47023651122163,-0.9794649569940926,-97.94649569940925,0.9523809523809523,-0.012753914057975635,0.043023967649787664,0.013118926435709,0.1217524442821741,2038,0.31324190002105173,0.10674855867197518,0.7487639805013706,0.0
12,17024,13696,30720,7,70,386,118,205.06210819999978,83.01875051141222,-1.106279563000952,-110.62795630009518,0.9571428571428572,-0.013145621919329642,0.01143962237983942,0.02357264794409275,0.18377329409122467,865,0.0227565291868034,0.014517688465204112,0.43826716110716235,0.0
13,19515,13765,33280,7,74,436,128,228.60991400000057,85.36375198496401,-1.0733092459495006,-107.33092459495006,0.9594594594594594,-0.006238491320982575,0.021701395381242036,0.01715821772813797,0.1806367276236415,2491,0.20915083234689294,0.04250072998644493,0.7980678801020676,0.0
14,21156,14684,35840,8,80,476,138,243.3418051999979,86.93943887944899,-1.0669877029871864,-106.69877029871861,0.9625,-0.009649891320441384,0.01867525598499924,0.013426980003714561,0.2205268799327314,1641,0.3467718103266548,0.03695601666954317,0.8989027070583477,0.0
15,22056,16344,38400,8,89,496,148,252.38557030000084,87.39009910028888,-0.9962924240451452,-99.6292424045145,0.9662921348314607,-0.011241794974193909,0.014325732318684458,0.019188139587640762,0.15186553485691548,900,0.023535197130760063,0.031453535016532384,-0.2780049884010585,0.0
