rollout,live_transitions,padded_transitions,counted_transitions,worlds_completed,aircraft_completed,optimizer_steps,policy_epochs,wall_seconds,live_transitions_per_second,training_return_last100,native_return_last100,training_arrival_last100,policy_loss,value_loss,approx_kl,clip_fraction,rollout_live_samples,rollout_return_variance_live,rollout_value_mse_live,rollout_value_explained_variance_live,rollout_action_box_clip_fraction_live
1,4186,934,5120,0,14,50,10,59.75269939999998,70.05541242543431,-1.6069244084407406,-160.6924408440741,1.0,-0.0031910069240257146,0.055178363099694254,0.010503271594643593,0.1807868929207325,4186,0.15613025510754025,0.1273323692991935,0.40113499901206795,0.0
2,6543,3697,10240,2,20,80,20,82.94048230000044,78.88789428946889,-1.2519196435892388,-125.19196435892388,1.0,-0.009508035403753941,0.020928661866734425,0.014642879366874695,0.1510327123105526,2357,0.08266921522555373,0.039652813089305475,0.5933969168912778,0.0
3,10159,5201,15360,4,40,120,30,104.0399490000018,97.6451843512517,-1.051558889421189,-105.15588894211892,1.0,-0.008105347989476286,0.038872545072808865,0.011588464491069317,0.13734346237033607,3616,0.09710008723239369,0.08979141350626421,0.21607543567722953,0.0
4,13900,6580,20480,5,56,160,40,124.52457730000242,111.6245507624761,-0.7402836512782398,-74.028365127824,1.0,-0.008453486319922376,0.01582328926306218,0.010772541165351868,0.13516690619289876,3741,0.06454199023640464,0.02884919434875673,0.6418130233421706,0.0
5,17180,8420,25600,6,76,200,50,144.24818890000097,119.10028216652282,-0.6802814640213354,-68.02814640213353,1.0,-0.010145144554553554,0.03027335163205862,0.014027418568730354,0.14590407153591514,3280,0.05459621618984324,0.06319716113697235,0.013163764123500288,0.0
6,21147,9573,30720,8,89,240,60,164.41728950000106,128.61786047141877,-0.6249881399320505,-62.498813993205054,1.0,-0.010355446842731908,0.021675637061707675,0.012991316616535187,0.1346740516833961,3967,0.045883753619004305,0.04246434180662778,0.10773926048203242,0.0
7,24005,11835,35840,10,100,270,70,181.87941040000078,131.983053756369,-0.734164488762605,-73.41644887626052,1.0,-0.010100657370639966,0.03397916524360577,0.010799090377986431,0.1272771987443169,2858,0.10891506172100127,0.05920717978392104,0.5586627329372786,0.0
8,27548,13412,40960,11,119,310,80,204.58272090000173,134.6545782498671,-0.5869444328409247,-58.69444328409248,1.0,-0.009477545181289316,0.02064058624673635,0.014679225161671638,0.1427277198061347,3543,0.08174233661069912,0.034398752423071804,0.5872992334498368,0.0
9,31835,14245,46080,13,132,360,90,236.5646508000027,134.572092205416,-0.6999353798145131,-69.99353798145133,1.0,-0.009053377578966319,0.03729947924613953,0.010227435268461704,0.150463535040617,4287,0.08811873675945904,0.07050792323125131,0.26356039208197635,0.0
10,35157,16043,51200,15,150,400,100,260.18697450000036,135.12206007837625,-0.8278756711385284,-82.78756711385284,1.0,-0.009787960168614518,0.028377103828825058,0.010437984019517899,0.12182265657465904,3322,0.11557312511211151,0.061763110561299794,0.49106214043288443,0.0
