time/fps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/policy_gradient_loss,train/loss,train/entropy_loss,train/explained_variance,train/std,train/clip_range,train/clip_fraction,train/value_loss,train/approx_kl,train/n_updates,train/learning_rate
329,1,-0.6467957971935447,222.87,92160,15,-0.011340168645256199,0.04129578918218613,3.1117956221103666,0.6721642017364502,0.05131649225950241,0.2,0.14698848202824594,0.03279376965947449,0.009613797,161,0.0003
356,1,-0.6587960174268385,216.68,97280,14,-0.01118654677993618,0.017635704949498177,3.0999208211898805,0.7716185450553894,0.0513041689991951,0.2,0.14856706727296115,0.023940239544026555,0.0124941375,171,0.0003
279,1,-0.6521991653681026,216.58,102400,18,-0.012775838100545419,0.01713453233242035,3.1003066301345825,0.6572045087814331,0.0514383539557457,0.2,0.15515901030351717,0.02797930526236693,0.014114638,181,0.0003
277,1,-0.5450239739911114,214.45,107520,18,-0.011360939597943797,0.024900879710912704,3.0941741824150086,0.8449614644050598,0.0515265166759491,0.2,0.16422894215211273,0.011768617434427142,0.012873169,191,0.0003
242,1,-0.6684357152655426,210.73,112640,21,-0.013129180292162345,0.028464842587709427,3.089141255617142,0.6913949847221375,0.05176524072885513,0.2,0.15256160892313347,0.027494898298755288,0.01612657,201,0.0003
261,1,-0.7952196424829637,208.65,117760,19,-0.009973660001996905,0.031515806913375854,3.0788264513015746,0.5140668153762817,0.05205681920051575,0.2,0.15783326029777528,0.06034531928598881,0.0124046765,211,0.0003
230,1,-0.7032472630298412,200.23,122880,22,-0.01360288382663081,0.013798198662698269,3.0694313923517864,0.7824625372886658,0.05225793272256851,0.2,0.1486617478231589,0.019810343471666176,0.014113286,221,0.0003
259,1,-0.8731947188542974,206.57,128000,19,-0.008135745396430138,0.026040364056825638,3.0588449478149413,0.7366620898246765,0.052558720111846924,0.2,0.1578728925436735,0.04124519135802984,0.010426639,231,0.0003
227,1,-0.9036421058582929,205.9,133120,22,-0.011317631408261756,0.020687997341156006,3.0490037282307942,0.6985593438148499,0.05282457172870636,0.2,0.16973565643032393,0.024527582495162886,0.02010843,241,0.0003
231,1,-0.8679695826446719,203.13,138240,22,-0.0103606840595603,0.02193872071802616,3.0431289613246917,0.5700730085372925,0.0528123565018177,0.2,0.1410409601405263,0.024804661516100168,0.011425929,251,0.0003
180,1,-0.8921905036217361,206.49,143360,28,-0.011638450145255774,0.03080880269408226,3.0462208569049833,0.7155225276947021,0.052732959389686584,0.2,0.18420136719942093,0.012964830920100211,0.01517868,261,0.0003
176,1,-0.698984784006916,198.78,148480,28,-0.009274900244781748,0.022081676870584488,3.046026164293289,0.6556667685508728,0.052819035947322845,0.2,0.14011734258383512,0.0337526376824826,0.012190262,271,0.0003
