rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/iterations,time/fps,rollout/ep_rew_mean,train/learning_rate,train/clip_range,train/approx_kl,train/entropy_loss,train/loss,train/std,train/policy_gradient_loss,train/clip_fraction,train/n_updates,train/value_loss,train/explained_variance
205.01,35,81920,1,142,0.30847787466714477,0.0003,0.2,0.038229614,3.1408145102587612,0.052546337246894836,0.05033845454454422,-0.003977130484682592,0.21166675199161877,145,0.0023353130302645945,0.8543315529823303
196.32,31,87040,1,160,0.37337895206516564,0.0003,0.2,0.0105459485,3.141485422849655,0.012884403578937054,0.05025026202201843,-0.010467150216572917,0.12633471488952636,155,0.0020840692857746037,0.861821174621582
208.74,15,92160,1,327,0.3577257017798548,0.0003,0.2,0.0129399,3.142975515127182,0.009319695644080639,0.05029676482081413,-0.011986377736320719,0.14043055213987826,165,0.002545356159680523,0.7912933230400085
210.9,30,97280,1,169,0.35768062820132057,0.0003,0.2,0.013675305,3.1422701597213747,0.005635460373014212,0.05025932565331459,-0.012225633364869282,0.16477189026772976,175,0.0021853697602637113,0.9485600590705872
211.26,38,102400,1,132,0.3576714978057969,0.0003,0.2,0.010630436,3.143232798576355,0.006133267655968666,0.05028413608670235,-0.01152806189347757,0.12370770042762161,185,0.0018874349305406212,0.8481173515319824
213.31,31,107520,1,161,0.35723127605896315,0.0003,0.2,0.013940802,3.1393069088459016,0.011301231570541859,0.05042622983455658,-0.012389508298656437,0.14338736971840263,195,0.0018946189724374563,0.84425288438797
217.51,20,112640,1,245,0.3440756575839228,0.0003,0.2,0.0153872175,3.1340491592884065,0.031193148344755173,0.05058389902114868,-0.011624964159273077,0.16332353334873914,205,0.001641497809032444,0.9098585844039917
225.92,38,117760,1,131,0.3389777256540164,0.0003,0.2,0.015981125,3.1297054290771484,0.017037026584148407,0.050609007477760315,-0.012911274249199777,0.17931604981422425,215,0.0025268403502802053,0.9644773006439209
221.65,23,122880,1,217,0.33902905680702544,0.0003,0.2,0.016647305,3.129461997747421,0.017011601477861404,0.050575144588947296,-0.013869773436454125,0.16320463009178637,225,0.001729461064678617,0.9328576326370239
207.72,37,128000,1,137,0.35472713247927795,0.0003,0.2,0.017476628,3.1303860346476235,0.01313398964703083,0.05062133073806763,-0.011379750208773961,0.14806129696468512,235,0.00154676316305995,0.9595383405685425
214.54,32,133120,1,159,0.3518774727139436,0.0003,0.2,0.010756386,3.128912276029587,0.013669310137629509,0.05061565339565277,-0.012041343629243783,0.13643834944814442,245,0.001445554569363594,0.937380313873291
209.53,39,138240,1,130,0.3492675880908439,0.0003,0.2,0.010855056,3.1277003049850465,0.01435819547623396,0.05071290582418442,-0.012922747425424557,0.13004281564305226,255,0.001106810016790405,0.9584496021270752
211.63,42,143360,1,121,0.35718358298363684,0.0003,0.2,0.016312629,3.1266221404075623,0.004538277164101601,0.05061584711074829,-0.015949660952901467,0.18451338727027178,265,0.0011870310263475403,0.9293256402015686
205.83,36,148480,1,141,0.36279128123702814,0.0003,0.2,0.010882507,3.133532375097275,0.008730488829314709,0.05038437992334366,-0.013120547850849106,0.13868943601846695,275,0.0011212388199055567,0.9432337880134583
212.22,32,153600,1,157,0.3626764754739191,0.0003,0.2,0.013040778,3.141166257858276,0.002521946094930172,0.050255805253982544,-0.01141636241809465,0.1481262303888798,285,0.0009811023521857957,0.9605398178100586
215.23,24,158720,1,210,0.3626133952050906,0.0003,0.2,0.016349457,3.1428704261779785,0.004192372318357229,0.050333887338638306,-0.010067943180911244,0.1942259522775809,295,0.001366848226947089,0.9448804259300232
214.75,39,163840,1,129,0.3626109306463535,0.0003,0.2,0.015341039,3.1346179008483888,0.006973281968384981,0.050650276243686676,-0.01183463823593532,0.1875422770778338,305,0.0012171443318948149,0.9593737721443176
