rollout,live_transitions,padded_transitions,counted_transitions,worlds_completed,aircraft_completed,optimizer_steps,policy_epochs,wall_seconds,live_transitions_per_second,training_return_last100,native_return_last100,training_arrival_last100,policy_loss,value_loss,approx_kl,clip_fraction,rollout_live_samples,rollout_return_variance_live,rollout_value_mse_live,rollout_value_explained_variance_live,rollout_action_box_clip_fraction_live
1,2084,476,2560,0,8,1,1,42.89050750000024,48.58883984993622,-0.19517858738340327,-19.517858738340326,1.0,0.01788406167179346,0.05631398595869541,0.029081735759973526,0.2802734375,2084,0.07092869337424125,0.054341923429451475,0.23594480126946338,0.0
2,3955,1165,5120,1,17,2,2,61.610835500003304,64.19325379867293,-0.1572153711531127,-15.721537115311268,1.0,0.006803721887990832,0.05203508026897907,0.02713274024426937,0.302734375,1871,0.06906071484422445,0.05364074393953545,0.2480723811094533,0.0
3,5257,2423,7680,2,20,32,12,75.72758869999961,69.41987841215953,-0.19694795897779163,-19.694795897779162,1.0,-0.04878591587767005,0.012891900058214863,0.04097127541899681,0.3152325009306272,1302,0.07033416914110843,0.026716188787903883,0.6254563755788545,0.0
4,7053,3187,10240,2,26,46,16,91.9608401000005,76.69568908168296,-0.19563417530870658,-19.563417530870655,1.0,-0.034239279416700207,0.022162475374837717,0.039571646600961685,0.18163661969204745,1796,0.13717540088162797,0.03354794199747869,0.7617669389234486,0.0
5,8676,4124,12800,3,30,74,24,110.64268189999711,78.41458514031397,-0.31991291010803397,-31.991291010803398,1.0,-0.0515791557825588,0.04078959654374369,0.047061577439308167,0.306801644378695,1623,0.34047328328577625,0.10211741168223043,0.7774621055494877,0.0
6,10966,4394,15360,4,40,100,30,129.32111989999976,84.79666746220329,-0.5460366866313763,-54.60366866313764,1.0,-0.03685585342140661,0.015809151275014435,0.041230469942092896,0.2371788447101911,2290,0.0677565604553766,0.01997840579775342,0.7082269967555171,0.0
7,12208,5712,17920,4,48,120,37,145.21826719999808,84.06655881099896,-0.5612825185069208,-56.128251850692074,1.0,-0.04746601069789557,0.05738907431562742,0.0450521819293499,0.30863214780886966,1242,0.17829926682923045,0.1505488987992382,0.285615977008738,0.0
8,14276,6204,20480,5,57,124,38,164.82629330000054,86.61239486843422,-0.5866383656121437,-58.66383656121437,1.0,-0.007736583799123764,0.043021155148744585,0.02309083379805088,0.2533593773841858,2068,0.14269344282076724,0.047443415563755024,0.6700058760956732,0.0
9,14811,8229,23040,5,58,128,41,174.46274589999666,84.89491509258816,-0.5903019678270224,-59.030196782702234,1.0,-0.021965180337429047,0.00482306070625782,0.04894435033202171,0.232744562625885,535,0.025542436093907845,0.007021647119996173,0.8347877216514401,0.0
10,16420,9180,25600,6,60,140,45,193.05627259999892,85.05292150761277,-0.559741899150842,-55.97418991508421,1.0,-0.03879488696559118,0.05246971776852241,0.07630881667137146,0.31085970539313096,1609,0.2837405766805929,0.07891173208565165,0.7925547043349981,0.0
11,18039,10121,28160,6,68,148,48,214.17208129999926,84.22666432760703,-0.6348429698964234,-63.48429698964234,1.0,-0.019307331130322482,0.049049081487788096,0.0542614571750164,0.2682919171121385,1619,0.3757962185616424,0.05832234287778216,0.8452009450805457,0.0
12,19544,11176,30720,7,70,161,53,232.99069330000202,83.88317886515269,-0.7329660210991094,-73.29660210991092,1.0,-0.031296565563284924,0.016929067272160734,0.0472736656665802,0.21923204511404037,1505,0.10259292940715041,0.019243175336505228,0.8138685836197636,0.0
13,21166,12114,33280,7,75,178,58,248.2833107999977,85.24938680655049,-0.6667409563779131,-66.67409563779132,1.0,-0.036150583221266665,0.015981082235359483,0.042088836431503296,0.20352622287140953,1622,0.07991503395231062,0.026056436555894232,0.6825998696870943,0.0
14,22646,13194,35840,8,80,181,60,260.5579760999972,86.9134782936328,-0.7360101511068763,-73.60101511068763,0.9375,-0.019809450022876263,0.027515374589711428,0.0598687119781971,0.20364754647016525,1480,0.17716394423614312,0.03031182095162453,0.8567827031150295,0.0
15,24390,14010,38400,8,89,184,61,274.92426720000367,88.71534058598256,-0.8203673574730451,-82.0367357473045,0.9438202247191011,-0.01640198682434857,0.07698404230177402,0.023772437125444412,0.22671274095773697,1744,0.4403895707550911,0.08304350843829479,0.8219017544750736,0.0
16,26748,14212,40960,9,95,212,67,302.8344517000005,88.32548559071344,-0.8681200962702342,-86.81200962702341,0.9473684210526315,-0.045356773964033044,0.04608607523400208,0.04287517070770264,0.3323032537410999,2358,0.2154050177420312,0.08610890384698995,0.6354857695958285,0.0
17,28877,14643,43520,10,104,224,70,324.4337702999983,89.00738037627198,-0.9048463677637755,-90.48463677637756,0.95,-0.02729671813834172,0.05810479103372647,0.0430162213742733,0.20882671441023165,2129,0.25722735496854054,0.07194676179510986,0.7241937269837642,0.0
18,30122,15958,46080,11,110,232,73,338.6981594000026,88.93464332183132,-1.0333780232423109,-103.33780232423109,0.95,-0.03269696659925911,0.04497921963532766,0.03819567710161209,0.23322414110104242,1245,0.4016940915826155,0.054293414472101995,0.8652875661497988,0.0
19,31981,16659,48640,11,117,238,75,354.7376972999991,90.1539369607902,-1.0421043465768538,-104.2104346576854,0.95,-0.02011854580736586,0.10218701724495206,0.03563564270734787,0.16495051980018616,1859,0.39768162886006403,0.12863853511995751,0.6826841228469624,0.0
20,33582,17618,51200,12,120,241,76,370.3390419999996,90.67907023424237,-1.2115638857104223,-121.15638857104224,0.95,-0.015097041265107691,0.039598585572093725,0.023866666480898857,0.2489933967590332,1601,0.296865272176208,0.03825978980087124,0.8838701140161179,0.0
21,35377,18383,53760,13,130,244,77,381.1444711000004,92.81782285310439,-1.1552659320793095,-115.52659320793096,0.95,-0.010119440266862512,0.031456923112273216,0.02034684456884861,0.21926656365394592,1795,0.0872907068003535,0.03423286896852002,0.6396917898977152,0.0
22,37220,19100,56320,14,140,262,82,392.28128119999747,94.88089741662708,-1.0279846641631674,-102.79846641631671,0.95,-0.035837075550501286,0.03443503644513456,0.03963450714945793,0.27046344782176773,1843,0.1638901647018003,0.04464771792181095,0.7436237469598914,0.0
23,38262,20618,58880,14,149,266,84,399.1862398000012,95.84999728239602,-1.028251390327591,-102.82513903275911,0.95,0.0007140954956412315,0.08608108311891556,0.04464035481214523,0.28832465410232544,1042,0.38514636500028143,0.10477659614293798,0.7591435158006601,0.0
