episode,scenario_sha256,agent,waypoint_reached,flight_time,intrusion_events,intrusion_time,restricted_area_events,time_in_restricted_area,sector_exit_events,time_outside_sector,total_reward
0,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,KL007,1.0,652.0,1.0,43.0,0.0,0.0,0.0,0.0,-3.2493485618336635
0,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,KL0010,1.0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,37.415416041564995
0,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,KL009,1.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,37.41566804536034
0,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,KL002,1.0,765.0,0.0,0.0,0.0,0.0,0.0,0.0,37.41515149088086
0,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,KL005,1.0,868.0,1.0,36.0,0.0,0.0,0.0,0.0,3.369939174338633
0,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,KL003,1.0,901.0,0.0,0.0,0.0,0.0,0.0,0.0,37.291422652705435
0,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,KL001,1.0,913.0,2.0,103.0,0.0,0.0,0.0,0.0,-60.08382370902961
0,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,KL006,1.0,1099.0,2.0,122.0,0.0,0.0,0.0,0.0,-78.02664825508684
0,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,KL008,1.0,1152.0,3.0,137.0,0.0,0.0,0.0,0.0,-92.24322983499586
0,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,KL004,1.0,1236.0,3.0,163.0,0.0,0.0,0.0,0.0,-116.83019694418822
1,ccab10940199f04759a7aee3b98da016aa5c2c4f70da11a1ab00aafd823377c1,KL007,1.0,689.0,3.0,98.0,0.0,0.0,0.0,0.0,-55.26279216700634
1,ccab10940199f04759a7aee3b98da016aa5c2c4f70da11a1ab00aafd823377c1,KL0010,1.0,692.0,2.0,121.0,0.0,0.0,0.0,0.0,-77.01349513558759
1,ccab10940199f04759a7aee3b98da016aa5c2c4f70da11a1ab00aafd823377c1,KL005,1.0,698.0,4.0,186.0,0.0,0.0,0.0,0.0,-138.4840649830713
1,ccab10940199f04759a7aee3b98da016aa5c2c4f70da11a1ab00aafd823377c1,KL003,1.0,707.0,4.0,211.0,0.0,0.0,0.0,0.0,-162.1338122406168
1,ccab10940199f04759a7aee3b98da016aa5c2c4f70da11a1ab00aafd823377c1,KL004,1.0,795.0,4.0,201.0,0.0,0.0,0.0,0.0,-152.66933970387254
1,ccab10940199f04759a7aee3b98da016aa5c2c4f70da11a1ab00aafd823377c1,KL001,1.0,829.0,3.0,170.0,0.0,0.0,0.0,0.0,-123.35342725416905
1,ccab10940199f04759a7aee3b98da016aa5c2c4f70da11a1ab00aafd823377c1,KL006,1.0,852.0,5.0,427.0,0.0,0.0,0.0,0.0,-366.39751718016805
1,ccab10940199f04759a7aee3b98da016aa5c2c4f70da11a1ab00aafd823377c1,KL008,1.0,895.0,0.0,0.0,0.0,0.0,0.0,0.0,37.30882552835365
1,ccab10940199f04759a7aee3b98da016aa5c2c4f70da11a1ab00aafd823377c1,KL009,1.0,892.0,2.0,290.0,0.0,0.0,0.0,0.0,-236.83707503066438
1,ccab10940199f04759a7aee3b98da016aa5c2c4f70da11a1ab00aafd823377c1,KL002,1.0,1065.0,5.0,200.0,0.0,0.0,0.0,0.0,-151.7243062295316
