rollout,live_transitions,padded_transitions,counted_transitions,worlds_completed,aircraft_completed,optimizer_steps,policy_epochs,wall_seconds,live_transitions_per_second,training_return_last100,native_return_last100,training_arrival_last100,policy_loss,value_loss,approx_kl,clip_fraction,rollout_live_samples,rollout_return_variance_live,rollout_value_mse_live,rollout_value_explained_variance_live,rollout_action_box_clip_fraction_live
1,4430,690,5120,2,20,50,10,43.487242300005164,101.868956634196,-0.8366309644123027,-83.66309644123025,1.0,-0.008005123051116243,0.0342162916995585,0.01228097639977932,0.16814067140221595,4430,0.13077747280535348,0.0686722002009504,0.643640382839612,0.0
2,9068,1172,10240,4,40,100,20,59.32201790000545,152.8606126528809,-1.1728778869473322,-117.28778869473322,1.0,-0.008950037884060293,0.039826841056346894,0.008673211559653282,0.10069433242082595,4638,0.1291184323366212,0.10430231249967173,0.4905582398083417,0.0
3,13399,1961,15360,6,60,150,30,75.07273189999978,178.48025056352105,-1.2087744089420378,-120.87744089420381,1.0,-0.006718764090910554,0.03691619537770748,0.014666521921753883,0.17181175217032432,4331,0.12606030356862397,0.10213212630552225,0.36022367335652317,0.0
4,17446,3034,20480,8,91,190,40,91.87387740000122,189.89075560666137,-1.088854408038395,-108.8854408038395,1.0,-0.009272650380444248,0.04207434244453907,0.01111813448369503,0.11714716050773859,4047,0.15949324279614815,0.08237859444314669,0.5848287646298118,0.0
5,21328,4272,25600,10,118,230,50,106.5085082000005,200.24691323204448,-1.1586651476678353,-115.86651476678351,1.0,-0.011459800369630102,0.029313923348672687,0.01089329831302166,0.126261574216187,3882,0.1547797957353893,0.06105589775337451,0.6554507072849673,0.0
6,25504,5216,30720,14,140,280,60,119.74894150000182,212.97891806417022,-1.1827624865532969,-118.2762486553297,1.0,-0.007227241462096572,0.03883636925369501,0.011429940350353718,0.1422421875037253,4176,0.18758266575611587,0.08294079096054807,0.6267206002510524,0.0
7,29714,6126,35840,16,160,330,70,132.96766410000419,223.46786492129604,-1.0570891876897632,-105.70891876897635,1.0,-0.009992196056991816,0.021090327333658933,0.01648857071995735,0.17685478299856186,4210,0.14495327557660817,0.03741948537757788,0.7587017593182718,0.0
8,33910,7050,40960,18,180,380,80,147.4713217000026,229.94301270983593,-1.0444099861749345,-104.44099861749346,1.0,-0.009188652979792095,0.03152415331453085,0.011810845695436,0.14685546901077032,4196,0.1891232904321895,0.058395283099999556,0.6950599923294956,0.0
9,38140,7940,46080,20,205,430,90,161.73444649999874,235.81865722092974,-1.0376637660949901,-103.76637660949902,1.0,-0.010277964365668595,0.023461227603256703,0.011958051472902298,0.1503632228076458,4230,0.212771585062183,0.04610260138247372,0.7862094392460742,0.0
10,42175,9025,51200,22,233,470,100,175.70657940000092,240.03085225390132,-0.8955301762650181,-89.5530176265018,1.0,-0.010034870769595727,0.03854895830154419,0.010661836713552475,0.11886915471404791,4035,0.36733297088153366,0.08139572949276098,0.7882262181981079,0.0
11,45999,10321,56320,26,260,510,110,191.72081470000558,239.92700047710917,-0.8765911495971562,-87.65911495971562,1.0,-0.012641324271680788,0.02114381983410567,0.013256512582302094,0.14147014189511536,3824,0.26767957050046404,0.035987321791143195,0.8664690618600215,0.0
12,50238,11202,61440,28,280,560,120,209.68435030000546,239.5886957139247,-0.9093286860165479,-90.93286860165477,1.0,-0.012149451924487948,0.01840607574209571,0.019389579072594643,0.1705673624575138,4239,0.2733915530687943,0.03195236936844654,0.885743232986673,0.0
13,54816,11744,66560,30,301,610,130,229.90769759999966,238.42611870860682,-0.9825327913938967,-98.25327913938968,1.0,-0.00986737055471167,0.030431809015572072,0.011949939653277397,0.12542741909623145,4578,0.2973576094989536,0.0552165191447956,0.8184206393723968,0.0
14,58794,12886,71680,32,328,650,140,254.07275020000088,231.40616202925565,-1.0232887307396439,-102.32887307396439,1.0,-0.011892469407757743,0.027983457734808325,0.0106294434517622,0.12665465855970978,3978,0.29632059473169753,0.05106937957533933,0.8293432418966907,0.0
15,62738,14062,76800,35,353,690,150,273.4783005999998,229.4075978326452,-0.9093360259711364,-90.93360259711363,1.0,-0.009587664062564727,0.049680145969614384,0.010141036473214626,0.13427510354667901,3944,0.30496130487470274,0.0914556990371685,0.7128942768323678,0.0
16,66837,15083,81920,37,378,740,160,290.88566659999924,229.77068888000056,-1.0459948304802018,-104.59948304802018,1.0,-0.005339006981812417,0.02698899643495679,0.013541541993618011,0.1890234386920929,4099,0.21018127239330553,0.03666053025827553,0.8277497591184366,0.0
17,70924,16116,87040,40,400,780,170,310.0662516000011,228.73821202410323,-0.8836337640621338,-88.36337640621339,1.0,-0.00929621706600301,0.03241992914117873,0.010808154009282589,0.14990561455488205,4087,0.27115635489349543,0.052773590825959046,0.811800836156048,0.0
18,74984,17176,92160,42,420,820,180,327.41104250000353,229.02098666998745,-0.9584569556554458,-95.84569556554457,1.0,-0.010560969542711972,0.02483715652488172,0.011019213125109673,0.138569968752563,4060,0.21605180697875298,0.05031734850981209,0.7737345841469272,0.0
19,79374,17906,97280,44,441,870,190,347.3102163000003,228.53920292237578,-1.0796402393354527,-107.96402393354529,1.0,-0.010596493912744335,0.026924067102372648,0.011283938772976398,0.12516329154372216,4390,0.22355722922502916,0.04696081351866475,0.7899539884232866,0.0
20,83264,19136,102400,46,467,910,200,367.651145200005,226.47556273679976,-0.9486199919571192,-94.8619991957119,1.0,-0.009846651810221374,0.020173494005575776,0.010938042774796486,0.14788373636547475,3890,0.252004297164177,0.0329230254339775,0.8694135542342789,0.0
21,87248,20272,107520,49,498,950,210,385.1670914999995,226.51987131148798,-0.7224241763162443,-72.24241763162442,1.0,-0.009014161097002215,0.015266843582503497,0.011958940885961056,0.12205617800354958,3984,0.1583124205503294,0.02663305992686506,0.8374953628093745,0.0
22,91094,21546,112640,52,520,990,220,402.37854000000516,226.38881288251315,-0.6129440337209591,-61.2944033720959,1.0,-0.012320478272158653,0.02473511886782944,0.011641068384051323,0.15548035819083453,3846,0.3234490786570843,0.050635976775147064,0.846763635531197,0.0
23,95493,22267,117760,54,540,1040,230,420.17262610000034,227.27087408419803,-0.7650214777941617,-76.50214777941618,1.0,-0.009586154426215217,0.04518578726798296,0.012552013620734215,0.14382006734609604,4399,0.38993303681998825,0.10681946400559646,0.7523458655512416,0.0
24,99663,23217,122880,56,564,1090,240,438.5991209999993,227.23027755452378,-0.8524507030321022,-85.24507030321021,1.0,-0.00863217080477625,0.019262194223701953,0.017825398594141006,0.20914590366184713,4170,0.20043820760681977,0.03455724941783158,0.8287763802566661,0.0
25,103543,24457,128000,58,584,1130,250,456.1974878000037,226.96968477255862,-0.914742797462884,-91.47427974628839,1.0,-0.013841876504011452,0.014290714310482145,0.016752569004893303,0.15967328641563655,3880,0.21627134452744284,0.026617939608139064,0.8770514380923218,0.0
