time/fps,time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,train/clip_range,train/loss,train/clip_fraction,train/value_loss,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/std,train/entropy_loss,train/approx_kl,train/n_updates
141,36,133120,1,0.3442519340826338,254.62,0.2,0.01696898601949215,0.12778679982293398,0.0016402905923314393,-0.010028406267520041,0.9623141288757324,0.0003,0.05016591027379036,3.146994614601135,0.014045633,250
135,37,138240,1,0.34416551808615836,260.57,0.2,0.004075797274708748,0.13884764574468136,0.0018302931770449505,-0.014592679186171154,0.9193207025527954,0.0003,0.05022207275032997,3.145837527513504,0.012177066,260
131,39,143360,1,0.30018558514925164,266.53,0.2,0.016617752611637115,0.19055989558498065,0.0021627302184545746,-0.014369260457654794,0.8974803686141968,0.0003,0.050364285707473755,3.142483345667521,0.01918036,270
310,16,148480,1,0.2638096985698206,278.55,0.2,0.007659466005861759,0.18932254552841188,0.005343954106792808,-0.0047229934437200425,0.657089114189148,0.0003,0.050577692687511444,3.1343701124191283,0.017462812,280
148,34,153600,1,0.23794829050462885,280.13,0.2,0.00997387059032917,0.13834797739982604,0.003034433495486155,-0.009599828082718887,0.8537734150886536,0.0003,0.050625622272491455,3.129800891876221,0.014618667,290
151,33,158720,1,0.24033189894301685,271.07,0.2,0.0069245146587491035,0.16552841812372207,0.001874884686549194,-0.012498777476139367,0.9187058210372925,0.0003,0.050817906856536865,3.124637019634247,0.022838164,300
130,39,163840,1,0.24026138927666316,275.38,0.2,0.005014654248952866,0.17146275248378515,0.001678311242721975,-0.008604958048090338,0.8981810808181763,0.0003,0.05095406621694565,3.1185329377651216,0.012998027,310
249,20,168960,1,0.24580223736088086,270.29,0.2,-0.0014246355276554823,0.20186360646039248,0.0017542859219247474,-0.01045159250497818,0.9128613471984863,0.0003,0.050917841494083405,3.116632288694382,0.015271911,320
208,24,174080,1,0.24025505758719468,284.83,0.2,0.00703406473621726,0.14191142823547126,0.002352337760385126,-0.014214069361332803,0.9137898087501526,0.0003,0.05086849629878998,3.1175733327865602,0.017988052,330
212,24,179200,1,0.25459378762912455,265.01,0.2,0.014952722005546093,0.16493110057587426,0.002158120487971852,-0.01301082365680486,0.9009116291999817,0.0003,0.050506316125392914,3.125841665267944,0.014060645,340
198,25,184320,1,0.26606982052012484,244.78,0.2,0.0187404602766037,0.15596852103869122,0.0026925026865986484,-0.013938369943449895,0.8967363834381104,0.0003,0.05023257061839104,3.138920625050863,0.01328666,350
179,28,189440,1,0.3004584445473419,239.38,0.2,0.019690752029418945,0.20722191085418065,0.002260201327347507,-0.01331371947696122,0.885082483291626,0.0003,0.049900270998477936,3.1506218036015827,0.021496026,360
