rollout,live_transitions,padded_transitions,counted_transitions,worlds_completed,aircraft_completed,optimizer_steps,policy_epochs,wall_seconds,live_transitions_per_second,training_return_last100,native_return_last100,training_arrival_last100,policy_loss,value_loss,approx_kl,clip_fraction,rollout_live_samples,rollout_return_variance_live,rollout_value_mse_live,rollout_value_explained_variance_live,rollout_action_box_clip_fraction_live
1,1886,674,2560,0,9,40,10,33.466264999995474,56.35525804867245,-1.2318823376203278,-123.1882337620328,1.0,-0.010334285532007926,0.03838017403613776,0.013538743369281292,0.1540831470862031,1886,0.06670042162707399,0.11822935076872683,-0.31327030157410474,0.0
2,3567,1553,5120,1,19,80,20,45.18089930000133,78.94929174196174,-0.6645854917453099,-66.45854917453099,1.0,-0.017684223444666712,0.01637690921779722,0.015470029786229134,0.16895204763859512,1681,0.05968611377007432,0.036781928002015435,0.46251797102947756,0.0
3,5080,2600,7680,2,21,110,30,55.9663735999784,90.76878977918913,-0.6171602734738476,-61.71602734738475,1.0,-0.012189412581695555,0.01824249510342876,0.010733100585639477,0.13526009656488897,1513,0.062080410622488,0.03735494423970354,0.502152953398255,0.0
4,6282,3958,10240,2,26,140,40,64.7177331999992,97.06767665342268,-0.6822535610390474,-68.22535610390474,1.0,-0.013408838495767366,0.02040730418326954,0.014350098557770252,0.1431721097479264,1202,0.12351746743340607,0.05680814570776339,0.557783796796083,0.0
5,7466,5334,12800,3,30,170,50,73.55548189999536,101.50161221362988,-0.7259315225250709,-72.59315225250708,1.0,-0.015101620194036514,0.0146623354870826,0.014435776509344578,0.14941406200329463,1184,0.11050111228411154,0.034314151461192446,0.7280567225109875,0.0
6,8805,6555,15360,4,40,200,60,82.96696359998896,106.12657879649306,-0.5948019725152238,-59.4801972515224,1.0,-0.01361264668715497,0.009581855094681183,0.012554665096104145,0.14004257718722027,1339,0.06978364712253907,0.01703921347339316,0.7559535132072389,0.0
7,10606,7314,17920,4,49,240,70,94.70362359998398,111.99149089372114,-0.5742382327608825,-57.42382327608824,1.0,-0.01114534071239177,0.014102639746852219,0.015117860399186611,0.16189397908747197,1801,0.05249546269817442,0.02494215762313031,0.5479445129869094,0.0
8,12430,8050,20480,6,60,280,80,107.29876689999946,115.84476093359524,-0.5311355381448947,-53.11355381448947,1.0,-0.016092104918789117,0.014770071615930646,0.017267340794205666,0.14821506049484015,1824,0.12953886650402344,0.028699065379489037,0.7801413932393578,0.0
9,14411,8629,23040,7,70,320,90,120.28805509998347,119.80408186017783,-0.9306680192706596,-93.06680192706597,1.0,-0.006674388481769711,0.09328569704666734,0.01343919150531292,0.16538535780273378,1981,0.6350085380461505,0.2856754030051268,0.6567181769081385,0.0
10,16087,9513,25600,7,79,360,100,131.79865549999522,122.0573907903073,-0.8306846109030468,-83.06846109030471,1.0,-0.015963260091120902,0.01861744641792029,0.019989779219031334,0.19867048114538194,1676,0.05832410996991045,0.029415626730535174,0.5063142592221423,0.0
11,17884,10276,28160,8,89,400,110,144.56695300000138,123.70738698490678,-0.7964233168819307,-79.64233168819308,1.0,-0.009018008422572166,0.02836958705447614,0.01382596604526043,0.1794413011521101,1797,0.26816512449834806,0.05094385513564687,0.8129627437647293,0.0
12,19928,10792,30720,9,97,440,120,159.523789400002,124.92180680356726,-0.75287946471018,-75.287946471018,1.0,-0.0093138031741546,0.016962260473519564,0.02070360630750656,0.2072996124625206,2044,0.13335527185217755,0.033353948142234954,0.7534758346863497,0.0
13,21816,11464,33280,10,107,480,130,175.4824055999925,124.320155775212,-0.627676850786886,-62.7676850786886,1.0,-0.01594117284985259,0.014486339990980923,0.023883763700723648,0.18947975821793078,1888,0.17869132920148642,0.02802054966909031,0.8433424897502252,0.0
14,23454,12386,35840,11,110,520,140,189.59420259998296,123.70631421407242,-0.651583617569679,-65.15836175696789,1.0,-0.010620169471076224,0.06611030576750636,0.013322216458618641,0.14706361135467888,1638,0.2568653426266753,0.12174345764204648,0.6056156397392883,0.0
15,25226,13174,38400,12,120,560,150,204.17738889998873,123.54942991437869,-0.7836534434318994,-78.36534434318995,1.0,-0.012655028619337826,0.017443472566083074,0.021700996905565262,0.16701370514929295,1772,0.07437013817736844,0.022103734182067493,0.7069839734812684,0.0
16,26748,14212,40960,13,130,590,160,215.70579079998424,124.00223425064374,-0.676839343395952,-67.68393433959518,1.0,-0.016735861481477817,0.00824658175309499,0.020550288259983063,0.15274038848777613,1522,0.04998380384871767,0.014298726151670738,0.7445417189228734,0.0
17,28458,15062,43520,13,139,630,170,227.8003170999873,124.92519923714183,-0.7638811968561707,-76.38811968561707,1.0,-0.010950593301095069,0.030151015473529698,0.014470169320702553,0.18309873435646296,1710,0.2966468378369215,0.09167726740471473,0.726903544006484,0.0
18,30416,15664,46080,14,143,670,180,242.89978509998764,125.22036603482178,-0.7990656097290985,-79.90656097290984,1.0,-0.012151524162618443,0.055505275214090946,0.019305000081658363,0.1494129052385688,1958,0.6297498375570757,0.1427119560786409,0.7997563071147007,0.0
19,30975,17665,48640,14,149,681,186,248.2823361000046,124.75716350406704,-0.9187181625985247,-91.87181625985242,1.0,-0.006528277920248608,0.003414763807086274,0.04627629369497299,0.20785890519618988,559,0.023308397429954917,0.00526627408720539,0.8216780273049724,0.0
20,32679,18521,51200,15,155,704,192,260.3591576000035,125.51507809917555,-0.9511887475054825,-95.11887475054824,1.0,-0.00823377163518065,0.027673039119690657,0.03162924200296402,0.2683415487408638,1704,0.23200105135086194,0.03552780792426141,0.8488887378331416,0.0
21,34502,19258,53760,16,164,744,202,278.2831753999926,123.9816239354329,-0.8899357608993859,-88.99357608993856,1.0,-0.0135056283222184,0.013430030026938766,0.015250196680426598,0.16859109615907072,1823,0.11494282988929075,0.027337264758662813,0.7632466967652703,0.0
22,36266,20054,56320,17,173,784,212,292.4251260999881,124.01807082610154,-0.6701355308279111,-67.01355308279109,1.0,-0.0068390319967875255,0.040424661617726086,0.02220887318253517,0.21394514106214046,1764,0.4718070853252129,0.08553185717444649,0.8334370832873684,0.0
23,37428,21452,58880,18,180,814,222,301.9204125999822,123.96644426155041,-0.764146425641216,-76.4146425641216,1.0,-0.013687741752558697,0.037425875477492807,0.021060863509774208,0.16864621018369993,1162,0.6517251822323347,0.07758489214461728,0.9010518094751323,0.0
24,39541,21899,61440,19,190,840,228,316.9391816999996,124.75895150580573,-0.850001957068837,-85.00019570688367,1.0,-0.0059737857362186465,0.0469377848699137,0.0485726073384285,0.1958633824079125,2113,0.7679547128410636,0.07353799956701591,0.9049986112374925,0.0
25,41493,22507,64000,20,200,880,238,332.2637695999874,124.8797003957231,-0.8973851904275472,-89.7385190427547,1.0,-0.01364440399047453,0.015197304170578718,0.026241036131978035,0.20057842563837766,1952,0.14826869058786296,0.02208222434047747,0.8511382247996458,0.0
