rollout/ep_len_mean,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/iterations,train/loss,train/clip_fraction,train/std,train/policy_gradient_loss,train/entropy_loss,train/value_loss,train/clip_range,train/approx_kl,train/explained_variance,train/n_updates,train/learning_rate
206.46,168,71680,15,-0.7676606069485665,1,0.0005362685769796371,0.18044369146227837,0.010381268337368965,-0.014293685287702829,2.5205906867980956,0.010671352676581591,0.2,0.015209857,0.7133249044418335,258,0.0003
204.46,164,74240,15,-0.8377949694815133,1,0.010050732642412186,0.1586680722422898,0.010367464274168015,-0.01444186681183055,2.507872372865677,0.012323444616049528,0.2,0.013792286,0.8419700264930725,268,0.0003
203.71,196,76800,13,-0.7477575655574294,1,0.005042587406933308,0.18119263462722301,0.010392445139586926,-0.019635962042957544,2.5026225805282594,0.00989205283112824,0.2,0.017243873,0.7946661114692688,278,0.0003
195.04,165,79360,15,-0.5458251248653161,1,0.012514602392911911,0.195513659901917,0.010419192723929882,-0.012128513011460503,2.5064424435297648,0.010761954464639227,0.2,0.015826182,0.8382208347320557,288,0.0003
199.18,218,81920,11,-0.5806494980192819,1,-0.004351226147264242,0.18777064848691224,0.010433660820126534,-0.015858821786241605,2.496781361103058,0.014186916302423924,0.2,0.014115848,0.8915677070617676,298,0.0003
202.73,120,84480,21,-0.6498900250706743,1,0.007969838567078114,0.22454151908556622,0.010435206815600395,-0.014517615450313315,2.52145201365153,0.017336639668792488,0.2,0.022963017,0.7093483209609985,308,0.0003
209.7,182,87040,14,-0.7465572621277389,1,0.04700082913041115,0.2194919142127037,0.01044485718011856,-0.01072896886325907,2.490813889503479,0.03119887288659811,0.2,0.018291472,0.7964798212051392,318,0.0003
210.54,144,89600,17,-0.6841247118734806,1,0.020020045340061188,0.18989438650508722,0.010448145680129528,-0.014424918703540849,2.5127943118413287,0.007343827312191327,0.2,0.0253393,0.9431747198104858,328,0.0003
211.97,96,92160,26,-0.7162876237047812,1,0.00030672410503029823,0.15129942645629246,0.01044339220970869,-0.015628867580865822,2.5291624069213867,0.02382578020915389,0.2,0.013028789,0.8166397213935852,338,0.0003
219.2,111,94720,23,-0.6484114753445701,1,0.010133786126971245,0.18404498904943467,0.010427956469357014,-0.012993670934811234,2.49775541305542,0.02168599335476756,0.2,0.015115772,0.8583204746246338,348,0.0003
225.7,138,97280,18,-0.5866374860918143,1,0.005308086052536964,0.22665593829005956,0.010406028479337692,-0.009319963230518624,2.5000750362873077,0.005987845436902717,0.2,0.028210998,0.9052066802978516,358,0.0003
228.57,90,99840,28,-0.5872090925690228,1,0.0008954184595495462,0.2081674228111903,0.01041700504720211,-0.016112804769848783,2.5011822462081907,0.007867516530677677,0.2,0.020173771,0.746572732925415,368,0.0003
230.55,138,102400,18,-0.587813389984769,1,0.007434546947479248,0.1921115644276142,0.010449470952153206,-0.008839446943020447,2.481448049545288,0.009311989340931177,0.2,0.02182341,0.7861745357513428,378,0.0003
228.22,90,104960,28,-0.5730448301962975,1,0.015233514830470085,0.1550092729429404,0.010449941270053387,-0.008672112226486206,2.512809133529663,0.0072735292526582875,0.2,0.015148354,0.9285865426063538,388,0.0003
231.89,106,107520,23,-0.6263489666453623,1,-0.0024664090014994144,0.19873200673609973,0.010458387434482574,-0.012217652623075993,2.5085151314735414,0.014968267444055527,0.2,0.015525802,0.8089807629585266,398,0.0003
233.34,112,110080,22,-0.6188975214261607,1,0.008932202123105526,0.16119806049391627,0.010475180111825466,-0.016622053930768745,2.4861713111400605,0.018235124531202018,0.2,0.021329582,0.8449739217758179,408,0.0003
236.17,203,112640,12,-0.5839425973490945,1,0.005501828622072935,0.16545121613889932,0.010484998114407063,-0.011339555453741924,2.4951659619808195,0.007496924139559269,0.2,0.017276416,0.8194212317466736,418,0.0003
241.76,133,115200,19,-0.6053662969578881,1,-0.0024953715037554502,0.18746429781119028,0.010506329126656055,-0.013408516176665823,2.477317730585734,0.007870779279619456,0.2,0.014905094,0.9480178356170654,428,0.0003
242.11,80,117760,31,-0.5839101401706569,1,0.00962664932012558,0.17127017267048358,0.010533060878515244,-0.011150871735299005,2.491301292181015,0.012699147022794932,0.2,0.026572406,0.8584362864494324,438,0.0003
239.86,140,120320,18,-0.5661738463025157,1,0.02908337675035,0.21686099345485368,0.01054845005273819,-0.004748109511436067,2.470411525832282,0.015156929704567624,0.2,0.055195224,0.6510781049728394,446,0.0003
232.53,153,122880,16,-0.3957530212450382,1,-0.0015379127580672503,0.20723971004287403,0.010557462461292744,-0.018564975673022368,2.4988763332366943,0.008512094880764683,0.2,0.021260003,0.8745827078819275,456,0.0003
241.39,192,125440,13,-0.43420859846222043,1,0.01888667419552803,0.17237986391410232,0.010556094348430634,-0.01553527289070189,2.4606306314468385,0.01764235070440918,0.2,0.024581663,0.8838494420051575,466,0.0003
233.44,154,128000,16,-0.44734574924629394,1,0.022365637123584747,0.1890583999454975,0.010565135627985,-0.01445153950189706,2.4548530519008636,0.006607277283910662,0.2,0.022821607,0.8964444398880005,476,0.0003
233.22,175,130560,14,-0.4613216169054853,1,0.02265159599483013,0.1632294779177755,0.010583091527223587,-0.012220810487633571,2.4861720144748687,0.030775272101163865,0.2,0.015875813,0.8010490536689758,486,0.0003
229.73,163,133120,15,-0.48161904471050904,1,-0.0013950916472822428,0.20482248309999704,0.01059491652995348,-0.01599694180822553,2.448063862323761,0.011995473864953966,0.2,0.017686864,0.7775099277496338,496,0.0003
226.71,432,135680,5,-0.46454006701662254,1,0.010535270906984806,0.19347253888845445,0.010595211759209633,-0.015878426562994718,2.46392942070961,0.007187087589409202,0.2,0.019776292,0.8426762819290161,506,0.0003
228.27,129,138240,19,-0.5537125216268146,1,-0.0070811547338962555,0.20977272710297257,0.010597730055451393,-0.019832165383479806,2.516453194618225,0.00768458847887814,0.2,0.016653769,0.8654268980026245,516,0.0003
228.2,186,140800,13,-0.570255800389339,1,0.007977407425642014,0.19216447353363036,0.010608240962028503,-0.00723947340506129,2.4572168159484864,0.023043063171207905,0.2,0.021556564,0.8034327030181885,526,0.0003
225.42,167,143360,15,-0.49190727046974575,1,-0.012796897441148758,0.17039712369441987,0.010581132024526596,-0.01261080875992775,2.4532034635543822,0.005664764164248481,0.2,0.021683682,0.8345259428024292,536,0.0003
225.91,118,145920,21,-0.8926551698588137,1,0.08399620652198792,0.24482422173023224,0.01057724840939045,-0.008430672250688076,2.4627203583717345,0.07292587058618664,0.2,0.025085222,0.8366388082504272,541,0.0003
226.58,125,148480,20,-0.8481117360049819,1,0.004688573069870472,0.14954729126766325,0.010579011403024197,-0.017006895516533404,2.4635432243347166,0.04594799070619047,0.2,0.01708071,0.844074010848999,551,0.0003
227.68,513,151040,4,-0.8540776921559565,1,0.0165264829993248,0.20173613522201778,0.01058424822986126,-0.011229941679630429,2.4481486856937407,0.015396951790899038,0.2,0.020093396,0.6739283800125122,561,0.0003
230.5,149,153600,17,-0.9620832154951028,1,0.00179878412745893,0.277485378831625,0.010595869272947311,-0.018142782681082537,2.600880432128906,0.011020498676225543,0.2,0.029041452,0.8229702711105347,571,0.0003
231.73,142,156160,17,-1.013235028902949,1,0.018751509487628937,0.20102108530700208,0.010597548447549343,-0.016475867107510568,2.4900047898292543,0.0392403039848432,0.2,0.027256574,0.7421160936355591,581,0.0003
