time,agent,lat,lon,cas_mps,tas_mps,goal_distance_km,heading_error_deg,heading_action,speed_action,nearest_nm,outside,commanded_heading_turn_deg,static_projection_intervened,static_projection_infeasible
1310.0,KL002,53.06535233583356,3.302410832026435,162.99999999999994,165.5846750214427,213.91092373137315,-39.05108852311932,-0.7120532393455505,0.44420039653778076,inf,False,-32.042395770549774,False,False
1320.0,KL002,53.06295310138051,3.3267888595264368,162.99999999999994,165.5846750214427,212.7900187285708,-55.20949834624014,0.45781242847442627,0.6843109130859375,inf,False,20.601559281349182,False,False
1330.0,KL002,53.06015026359137,3.3510462555883223,162.99999999999994,165.5846750214427,211.64313866705064,-39.7164806494348,-0.6912282109260559,0.4673268795013428,inf,False,-25.0,True,False
1340.0,KL002,53.057751029138316,3.375421339511406,162.99999999999994,165.5846750214427,210.53688780223564,-55.88200545730123,0.4623364210128784,0.6877948045730591,inf,False,20.80513894557953,False,False
1350.0,KL002,53.054948191349176,3.3996758067678927,162.99999999999994,165.5846750214427,209.40451942509281,-40.396190139486606,-0.6785106062889099,0.49293291568756104,inf,False,-20.0,True,False
1360.0,KL002,53.052548956896125,3.424047948025716,162.99999999999994,165.5846750214427,208.3133930394614,-56.568962718128006,0.47601985931396484,0.6957173347473145,inf,False,21.420893669128418,False,False
1370.0,KL002,53.049746119106985,3.448299487383851,162.99999999999994,165.5846750214427,207.19601080677748,-41.09048656348995,-0.6754328608512878,0.5092449188232422,inf,False,-20.0,True,False
1380.0,KL002,53.04734688465393,3.4726686868876904,162.99999999999994,165.5846750214427,206.1204929735343,-57.27063698494703,0.5046658515930176,0.719367504119873,inf,False,22.70996332168579,False,False
1390.0,KL002,53.04454404686479,3.496917299254142,162.99999999999994,165.5846750214427,205.01858533234324,-41.799634045595326,-0.6665768027305603,0.5247352123260498,inf,False,-15.0,True,False
1400.0,KL002,53.04212343789146,3.52128194708706,162.99999999999994,165.5846750214427,203.95717880379144,-57.16367323634657,0.507648229598999,0.7325646877288818,inf,False,22.844170331954956,False,False
1410.0,KL002,53.039111439617805,3.5454580752359686,162.99999999999994,165.5846750214427,202.85343840920189,-41.695821457116864,-0.7121986746788025,0.5311844348907471,inf,False,-10.0,True,False
1420.0,KL002,53.03614586788437,3.5696922813919554,162.99999999999994,165.5846750214427,201.7600946938401,-52.05683015816808,0.46066951751708984,0.7025494575500488,inf,False,20.730128288269043,False,False
1430.0,KL002,53.031674610195196,3.5932316814374254,162.99999999999994,165.5846750214427,200.55159191895518,-36.5632679961283,-0.8238089680671692,0.596530556678772,inf,False,-15.0,True,False
1440.0,KL002,53.02757480979665,3.61695897887766,162.99999999999994,165.5846750214427,199.3797654322711,-51.905971911127324,0.42832112312316895,0.7305141687393188,inf,False,19.274450540542603,False,False
1450.0,KL002,53.02290063262678,3.6403844009227937,162.99999999999994,165.5846750214427,198.1687164084518,-36.41540882666388,-0.83221834897995,0.6234126091003418,inf,False,-15.0,True,False
1460.0,KL002,53.018596227360305,3.6640064354871336,162.99999999999994,165.5846750214427,196.99431738983085,-51.761336291363904,0.3208373785018921,0.7753500938415527,inf,False,14.437682032585144,False,False
1470.0,KL002,53.01375257006823,3.687338739357165,162.99999999999994,165.5846750214427,195.78322765190757,-37.660410905118795,-0.6570845246315002,0.3590933084487915,inf,False,-15.0,True,False
1480.0,KL002,53.00958782563268,3.7110248842042473,162.99999999999994,165.5846750214427,194.6348441023753,-53.01800590726518,0.6067554950714111,0.8414530754089355,inf,False,27.3039972782135,False,False
1490.0,KL002,53.00484953165994,3.734404904771932,162.99999999999994,165.5846750214427,193.44672225664388,-37.5424654751624,-0.46722447872161865,0.6403881311416626,inf,False,-10.0,True,False
1500.0,KL002,53.000152983438255,3.757850918366723,162.99999999999994,165.5846750214427,192.2678817677738,-47.89633108474763,0.025270938873291016,0.694002628326416,inf,False,1.1371922492980957,False,False
1510.0,KL002,52.99583103435917,3.781528751702933,162.99999999999994,165.5846750214427,191.1267488549988,-47.12722764364463,-0.0023899078369140625,0.6787059307098389,inf,False,-0.10754585266113281,False,False
1520.0,KL002,52.991535841313706,3.805217659581468,162.99999999999994,165.5846750214427,189.99587626088126,-47.607911130282474,0.02207016944885254,0.6924118995666504,inf,False,0.9931576251983643,False,False
1530.0,KL002,52.98699415095835,3.828776903611572,162.99999999999994,165.5846750214427,188.8521654889414,-46.9863538444674,0.004620790481567383,0.6777511835098267,inf,False,0.20793557167053223,False,False
1540.0,KL002,52.98240102221182,3.852306122061138,162.99999999999994,165.5846750214427,187.71211707139662,-47.15326279221219,0.021677017211914062,0.6798973083496094,inf,False,0.9754657745361328,False,False
1550.0,KL002,52.97756740474486,3.875699487135655,162.99999999999994,165.5846750214427,186.5597256247305,-46.5512012538469,0.01692366600036621,0.6592679023742676,inf,False,0.7615649700164795,False,False
1560.0,KL002,52.9725470034317,3.8989814228140154,162.99999999999994,165.5846750214427,185.39950018736965,-46.16290477953214,0.031111955642700195,0.6459102630615234,inf,False,1.4000380039215088,False,False
1570.0,KL002,52.96718556234477,3.9220499258926855,162.99999999999994,165.5846750214427,184.21843726796425,-45.13189885422659,0.021754741668701172,0.611793041229248,inf,False,0.9789633750915527,False,False
