time,lat,lon,cas_mps,goal_distance_km,route_clearance_km
0.0,52.085384521289306,5.120209098746589,150.0,160.54198698599805,6.0
10.0,52.07850693418877,5.100954713779177,150.3378007387052,159.04497977463552,6.0
20.0,52.06839529580317,5.085755870459362,151.217090128953,157.68907524146186,6.0
30.0,52.0558930008429,5.0759452547100405,152.499930061565,156.5968607790256,6.0
40.0,52.04204639771454,5.072387560869142,154.00463703482305,155.8695010604104,6.0
50.0,52.02778370569658,5.07184814769724,156.32810774681832,155.33627663532187,6.0
60.0,52.01331434271631,5.071100531309593,158.63683882012592,154.79695581495236,6.0
70.0,51.998641592012284,5.070159311944239,160.91371284781806,154.25325698038068,6.0
80.0,51.98378122141824,5.069010449232495,162.99999999999994,153.70542734437745,6.0
90.0,51.96891307175554,5.067660451053084,162.99999999999994,153.15995834614975,6.0
100.0,51.9540505164658,5.06615734624039,162.99999999999994,152.6204816022387,6.0
110.0,51.93919701569128,5.064435145844635,162.99999999999994,152.0827701017644,6.0
120.0,51.924351311911025,5.062544892039271,162.99999999999994,151.550194060844,6.0
130.0,51.90957321099558,5.059575883016753,162.99999999999994,150.96355686171898,6.0
140.0,51.89482414747507,5.056247101508339,162.99999999999994,150.3693754478815,6.0
150.0,51.88004964717725,5.053230115135283,162.99999999999994,149.81132198871168,6.0
160.0,51.865291691032006,5.050008638162134,162.99999999999994,149.25603734349255,6.0
170.0,51.85049616373893,5.047277286445186,162.99999999999994,148.7492287668458,6.0
180.0,51.83571976553251,5.044287745658353,162.99999999999994,148.24199828102914,6.0
190.0,51.82096449842829,5.041037319988816,162.99999999999994,147.73418362511228,6.0
200.0,51.806233787721375,5.037508470333725,162.99999999999994,147.22463582305195,6.0
210.0,51.791505529634755,5.033954098749429,162.99999999999994,146.7301574461863,6.0
220.0,51.776809981455735,5.030063064643492,162.99999999999994,146.2301636314608,6.0
230.0,51.76215276526944,5.025812377110989,162.99999999999994,145.72309256497493,6.0
240.0,51.747541686715245,5.0211668956005004,162.99999999999994,145.20655308714825,6.0
250.0,51.73298642708678,5.01608631787042,162.99999999999994,144.6777819847219,6.0
260.0,51.71849885892376,5.010525801387448,162.99999999999994,144.13367902143492,6.0
270.0,51.70411267429654,5.0043190377785285,162.99999999999994,143.56295203131305,6.0
280.0,51.68998843593017,4.996712368856548,162.99999999999994,142.91478632177393,6.0
290.0,51.67604286357501,4.988289332425971,162.99999999999994,142.22771008115473,6.0
300.0,51.66259521420745,4.977990704259765,162.99999999999994,141.43011381389417,6.0
310.0,51.6496172324312,4.966222299022643,162.99999999999994,140.5480579885259,6.0
320.0,51.636772015572234,4.95408254456094,162.99999999999994,139.6544989476288,6.0
330.0,51.62392676102928,4.94194633142177,162.99999999999994,138.7747210410479,6.0
340.0,51.611039825117075,4.929928753042425,162.99999999999994,137.91686753979013,6.0
350.0,51.59788520972035,4.918692055655714,162.99999999999994,137.12699317537988,6.0
360.0,51.58596622909972,4.904449226375584,162.99999999999994,136.14369494962475,6.0
370.0,51.57691167080641,4.885519230393391,162.99999999999994,134.8445991424765,6.0
380.0,51.56962999281488,4.86461938863922,162.99999999999994,133.41282374421436,6.0
390.0,51.56228883258328,4.843776839015187,162.99999999999994,131.9899447138905,6.0
400.0,51.55456630340597,4.823297455936602,162.99999999999994,130.59849759543417,6.0
410.0,51.54672146738486,4.8029421700314945,162.99999999999994,129.221886371404,6.0
420.0,51.53889476168269,4.782572350362758,162.99999999999994,127.85030597324797,6.0
430.0,51.53137421772913,4.76190998182174,162.99999999999994,126.46305538843264,6.0
440.0,51.52388814477279,4.741218697193485,162.99999999999994,125.07962712770433,6.0
450.0,51.51597874420286,4.720941864239241,162.99999999999994,123.73412065706255,6.0
460.0,51.50759849636217,4.701163169380902,162.99999999999994,122.43396789135177,6.0
470.0,51.49906056986162,4.6815628535180505,162.99999999999994,121.15571756552228,6.0
480.0,51.490409701835496,4.662094440184122,162.99999999999994,119.89641168890674,6.0
490.0,51.481645328190034,4.6427611377010765,162.99999999999994,118.65687942473849,6.0
500.0,51.47276301885321,4.623570855583311,162.99999999999994,117.43834431072031,6.0
510.0,51.46375750437536,4.604532908480153,162.99999999999994,116.24217652185763,6.0
520.0,51.45462293803889,4.585657811976426,162.99999999999994,115.0698799094599,6.0
530.0,51.445352831357816,4.566957475707417,162.99999999999994,113.92310973864817,6.0
540.0,51.435939922122536,4.548445512735351,162.99999999999994,112.80369976368793,6.0
550.0,51.42637598278676,4.530137675438764,162.99999999999994,111.71369962965024,6.0
560.0,51.41670218681505,4.511982758464667,162.99999999999994,110.6497021676413,6.0
570.0,51.40696853148335,4.493914142253431,162.99999999999994,109.60691142442987,6.0
580.0,51.397028311060716,4.476140775911858,162.99999999999994,108.60331842489094,6.0
590.0,51.386769729057406,4.458842288665534,162.99999999999994,107.65478672505884,6.0
600.0,51.37623209450878,4.4419839275596935,162.99999999999994,106.75951047201578,6.0
610.0,51.36576954162385,4.425009836872205,162.99999999999994,105.8722314273194,6.0
620.0,51.35494753181748,4.408628123410237,162.99999999999994,105.0526145145168,6.0
630.0,51.34358501259809,4.39321863850955,162.99999999999994,104.33298612727543,6.0
640.0,51.33147735538864,4.379349724089316,162.99999999999994,103.75974704634392,6.0
650.0,51.318257730863586,4.368475454514598,162.99999999999994,103.44414505818588,6.0
660.0,51.30573171415363,4.355731482165445,162.99999999999994,103.0064393047736,6.0
670.0,51.29585249269598,4.338010696520796,162.99999999999994,102.1717979831236,6.0
680.0,51.28936876484086,4.3166567368685,162.99999999999994,100.99467412426124,6.0
690.0,51.286182651779,4.2934172316914525,162.99999999999994,99.58441820711538,6.0
700.0,51.28343929530453,4.270015717241488,162.99999999999994,98.15406136550207,6.0
710.0,51.28062018974484,4.246638645192478,162.99999999999994,96.73506371302837,6.0
720.0,51.27772033020251,4.223288290154912,162.99999999999994,95.32827284851855,6.0
730.0,51.27473819003677,4.199965930681624,162.99999999999994,93.93437604146828,6.0
740.0,51.27167238442988,4.176672843533987,162.99999999999994,92.55408990526722,6.0
750.0,51.268521538877906,4.153410344786435,162.99999999999994,91.1881697647317,6.0
760.0,51.26528476417947,4.13017962124253,162.99999999999994,89.8373798777121,3.0
770.0,51.26302276772506,4.10665983138219,162.99999999999994,88.43462339893337,3.0
780.0,51.26083816839319,4.083120114646496,162.99999999999994,87.03560432393088,3.0
790.0,51.25751797891557,4.059927842104158,162.99999999999994,85.72030788059932,3.0
800.0,51.25405786473782,4.036785095100443,162.99999999999994,84.4263707438905,3.0
810.0,51.25059775056006,4.013644089645858,162.99999999999994,83.14494341916247,3.0
820.0,51.247137636382305,3.990504825393928,162.99999999999994,81.87661331069995,3.0
830.0,51.24367752220455,3.9673673019982707,162.99999999999994,80.62199859055895,3.0
840.0,51.239105012679794,3.944734475083727,162.99999999999994,79.4715126038723,3.0
850.0,51.23439571721435,3.9221710227625306,162.99999999999994,78.35028010764235,3.0
860.0,51.2296864217489,3.899609879738026,162.99999999999994,77.24788832151702,3.0
870.0,51.224977126283456,3.877051045385177,162.99999999999994,76.16515539276807,3.0
880.0,51.22026783081801,3.8544945190791755,162.99999999999994,75.10293163111639,3.0
890.0,51.215558535352564,3.831940300195433,162.99999999999994,74.06209955198234,3.0
900.0,51.21084923988712,3.8093883881095847,162.99999999999994,73.04357368503393,3.0
910.0,51.20613994442167,3.786838782197489,162.99999999999994,72.04830011124015,3.0
920.0,51.201430648956226,3.7642914818352256,162.99999999999994,71.0772556893398,3.0
930.0,51.19672135349078,3.7417464863990983,162.99999999999994,70.13144693078814,3.0
940.0,51.192012058025334,3.7192037952656323,162.99999999999994,69.21190848103375,3.0
950.0,51.18730276255989,3.6966634078115743,162.99999999999994,68.31970116472512,3.0
960.0,51.18259346709444,3.6741253234138957,162.99999999999994,67.45590955325959,2.0
970.0,51.177884171628996,3.651589541449788,162.99999999999994,66.6216390152721,2.0
980.0,51.17317487616355,3.6290560612966645,162.99999999999994,65.81801221455834,2.0
990.0,51.168465580698104,3.606524882332161,162.99999999999994,65.04616502563246,2.0
1000.0,51.162675550684675,3.584650814607352,162.99999999999994,64.42517098262674,2.0
1010.0,51.15783163675544,3.5622021443473986,162.99999999999994,63.73613572456806,2.0
1020.0,51.15204160674201,3.540333118168054,162.99999999999994,63.18801250223853,2.0
1030.0,51.147197692812775,3.5178896208911863,162.99999999999994,62.57196982192282,2.0
1040.0,51.141407662799345,3.496025633180925,162.99999999999994,62.10082496893042,2.0
1050.0,51.13548502662827,3.4742501127780887,162.99999999999994,61.68541889398824,2.0
1060.0,51.13064111269903,3.4518146633252234,162.99999999999994,61.187089914865815,2.0
1070.0,51.1248510826856,3.4299585141705413,162.99999999999994,60.83893615332126,2.0
1080.0,51.120007168756366,3.4075282296353557,162.99999999999994,60.423329818308275,2.0
1090.0,51.11421713874294,3.385677111094824,162.99999999999994,60.1608397372117,2.0
1100.0,51.1093732248137,3.363251988327522,162.99999999999994,59.83111787860407,2.0
1110.0,51.10358319480027,3.341405897333541,162.99999999999994,59.65687274820565,2.0
1120.0,51.09873928087104,3.3189859331868576,162.99999999999994,59.41558482104311,2.0
1130.0,51.09294925085761,3.2971448666742935,162.99999999999994,59.33147347419738,2.0
1140.0,51.08810533692837,3.274730058003491,162.99999999999994,59.1804533150337,2.0
1150.0,51.08231530691494,3.2528940129096697,162.99999999999994,59.187588088962485,2.0
1160.0,51.076392670743864,3.2311463161740654,162.99999999999994,59.25641862424666,2.0
1170.0,51.07154875681463,3.208739528097302,162.99999999999994,59.24243785661397,2.0
1180.0,51.0657587268012,3.1869112950396827,162.99999999999994,59.386599235355206,2.0
1190.0,51.060914812871964,3.164509654409314,162.99999999999994,59.46380381675081,2.0
1200.0,51.055124782858535,3.1426864349504835,162.99999999999994,59.69823075084867,2.0
1210.0,51.0502808689293,3.120289938630735,162.99999999999994,59.86557347694688,2.0
1220.0,51.04449083891587,3.0984717297167483,162.99999999999994,60.18849579326988,2.0
1230.0,51.039646924986634,3.0760803745743623,162.99999999999994,60.44415053828794,2.0
1240.0,51.03493762952119,3.0536141857295345,162.99999999999994,60.727808752027855,2.0
1250.0,51.03022833405574,3.0311502799027026,162.99999999999994,61.05457836162229,2.0
1260.0,51.025519038590296,3.0086886564781854,162.99999999999994,61.42377144109615,2.0
1270.0,51.02080974312485,2.9862293148405215,162.99999999999994,61.83462822582814,2.0
1280.0,51.016100447659404,2.9637722543744647,162.99999999999994,62.286324365682496,2.0
1290.0,51.01139115219396,2.9413174744649893,162.99999999999994,62.7779784510224,2.0
1300.0,51.008633170788094,2.918102157987378,162.99999999999994,63.09263276405704,1.0
1310.0,51.00557920108245,2.8949434154255256,162.99999999999994,63.48101018982783,1.0
1320.0,51.00126681343051,2.8722976408618686,162.99999999999994,64.0466368611513,1.0
1330.0,50.9968168942409,2.849716761973933,162.99999999999994,64.66408304848107,1.0
1340.0,50.99137717551376,2.828151345022486,159.5698558018131,65.41858684152464,1.0
1350.0,50.98697621591962,2.806522879384671,156.13972249447147,66.09015918296132,1.0
1360.0,50.984575585355635,2.7846507743729356,152.70960007794022,66.57538758735937,1.0
1370.0,50.9838879274387,2.7629498039915923,149.2794885521849,66.90310211690775,1.0
1380.0,50.98438474291216,2.741735860306021,145.84938791717107,67.12734155108751,1.0
1390.0,50.98600742173103,2.7211674386469378,142.41929817286444,67.25114274119993,1.0
1400.0,50.989967063432076,2.7010982394798346,145.84847265256278,67.14488723293799,1.0
1410.0,50.99772198810481,2.683441630768702,149.27763624449494,66.61892008462065,1.0
1420.0,51.008649211802904,2.669883639291888,152.70678894869562,65.70391628415527,1.0
1430.0,51.02186076936317,2.6617173305643025,156.13593076519956,64.45863981363568,1.0
1440.0,51.03629538684974,2.6597585669672563,159.56506169404076,62.96646250609387,1.0
1450.0,51.050814968223115,2.6643091490877717,162.99418173525407,61.33138300890858,1.0
1460.0,51.064550171650296,2.6734511005000017,162.99999999999994,59.682284467602315,1.0
1470.0,51.078232053801045,2.6828070442309304,162.99999999999994,58.034771970739094,1.0
1480.0,51.09241199195296,2.690012110320241,162.99999999999994,56.379679038118475,1.0
1490.0,51.106769030662065,2.6963076433689377,162.99999999999994,54.724886585026,1.0
1500.0,51.12112706236438,2.702599385053069,162.99999999999994,53.07018184084039,1.0
1510.0,51.135486985794,2.70888211458778,162.99999999999994,51.41558835288194,1.0
1520.0,51.149848782810636,2.715155911886462,162.99999999999994,49.76111745760302,1.0
1530.0,51.16421233236224,2.721421457211045,162.99999999999994,48.10678013256607,1.0
1540.0,51.1785774619932,2.727679735205161,162.99999999999994,46.4525878189536,1.0
1550.0,51.19294393850275,2.7339320914096636,162.99999999999994,44.7985522824222,1.0
1560.0,51.20731145760132,2.740180294438421,162.99999999999994,43.14468542878198,1.0
1570.0,51.22167963387717,2.74642659569205,162.99999999999994,41.49099909998303,1.0
1580.0,51.23604799131833,2.7526737845270977,162.99999999999994,39.837504863352734,1.0
1590.0,51.25041595462065,2.7589252367344126,162.99999999999994,38.18421381234826,1.0
1600.0,51.264782840115046,2.7651849622531874,162.99999999999994,36.5311363686851,1.0
1610.0,51.279147698174725,2.7714585177734614,162.99999999999994,34.87827825619206,1.0
1620.0,51.29350953727432,2.7777516757388487,162.99999999999994,33.225645912319024,1.0
1630.0,51.307784667193346,2.7845325819410167,162.99999999999994,31.57138847674409,1.0
1640.0,51.32205924469652,2.7913185730608214,162.99999999999994,29.917304696034808,1.0
1650.0,51.33605844188108,2.7990512088713007,162.0995900265428,28.27056903175653,1.0
1660.0,51.35028647331208,2.8056361959237157,162.1202105112707,26.62636724536594,1.0
1670.0,51.36422388016764,2.8132771051565646,161.25043878170874,24.988387741328093,1.0
1680.0,51.378403298599345,2.819752179642219,161.39327791648304,23.352407215159317,1.0
1690.0,51.39228032669164,2.8273627583971344,160.54880281585602,21.72169146058893,1.0
1700.0,51.40642660222849,2.8337480015249183,160.8707531386854,20.092137486946168,1.0
1710.0,51.42024654423972,2.841396287958899,160.03451911729653,18.466831358815323,1.0
