rollout,live_transitions,padded_transitions,counted_transitions,worlds_completed,aircraft_completed,optimizer_steps,policy_epochs,wall_seconds,live_transitions_per_second,training_return_last100,native_return_last100,training_arrival_last100,policy_loss,value_loss,approx_kl,clip_fraction,rollout_live_samples,rollout_return_variance_live,rollout_value_mse_live,rollout_value_explained_variance_live,rollout_action_box_clip_fraction_live
1,2026,534,2560,0,8,40,10,39.500622899999144,51.290330411474194,-0.24370271536701463,-24.37027153670146,1.0,-0.010324143664911389,0.03911780272610486,0.0104074040427804,0.0824246653355658,2026,0.09615925340569301,0.09013148050120212,0.07433123394629426,0.0
2,2391,2729,5120,0,9,50,20,46.079786800000875,51.888260906622826,-0.17538154234180467,-17.538154234180464,1.0,-0.0070451520654142286,0.029372416064143182,0.0123327961191535,0.10301369866356254,365,0.11990100119122284,0.052133590532455136,0.6165930380934048,0.0
3,4138,3542,7680,1,12,90,30,60.27384950000123,68.65332203478916,-0.5405922777478357,-54.05922777478357,0.9166666666666666,-0.0104498055017757,0.028061994165182114,0.010110411792993546,0.07906268537044525,1747,0.06834136839444366,0.07755627460659956,0.15163775471328533,0.0
4,5322,4918,10240,2,20,120,40,72.5006782000055,73.40620987459393,-0.789470588033862,-78.9470588033862,0.95,-0.012970943779995045,0.028666350152343513,0.011460539884865284,0.09397135376930237,1184,0.11284915750497533,0.054303508252508445,0.5761601042484512,0.0
5,7017,5783,12800,2,29,160,50,90.2479846999995,77.75242874758663,-0.7948233440116957,-79.48233440116957,0.9655172413793104,-0.012476960438652896,0.02130633913911879,0.008742373436689377,0.0955194820649922,1695,0.17048673253435317,0.04968174003945337,0.7387571476027104,0.0
6,9028,6332,15360,3,39,200,60,110.29155960000207,81.85576514415189,-0.7726617224540495,-77.26617224540495,0.9743589743589743,-0.013628729770425707,0.017680736538022757,0.010019674897193909,0.08342197784222663,2011,0.12559625867583538,0.0357112454010402,0.7254609797938301,0.0
7,11127,6793,17920,5,50,250,70,135.4587199000016,82.1431060932377,-0.610696250961428,-61.0696250961428,0.98,-0.010375758400186896,0.009832818806171418,0.007329363375902176,0.1064139099791646,2099,0.07385589016313321,0.015276282223124462,0.7982352261889947,0.0
8,13091,7389,20480,6,60,290,80,161.71103370000492,80.9530413631856,-0.531502154989306,-53.15021549893059,0.9833333333333333,-0.01274957275018096,0.009203874575905501,0.008859659545123577,0.07935848073102533,1964,0.06385618430041941,0.017487348653577633,0.7302256033879849,0.0
9,15004,8036,23040,6,68,330,90,186.81263640000543,80.3157660484661,-0.45449921218948175,-45.449921218948184,0.9852941176470589,-0.01472791687992867,0.0069091619167011235,0.011038610711693764,0.09764303871197626,1913,0.08053921510443897,0.012140314629764688,0.8571178928484998,0.0
10,16560,9040,25600,7,71,370,100,202.47150110000075,81.78928841852667,-0.41953714936404307,-41.95371493640431,0.9859154929577465,-0.011556269502034412,0.01934008828829974,0.011137381196022034,0.10841796975582838,1556,0.10691803018932464,0.050436067711548335,0.6227923122493824,0.0
11,18397,9763,28160,8,80,410,110,219.28721320000477,83.89454055043643,-0.4859703896531995,-48.59703896531995,0.9875,-0.014717267765445286,0.00836492758244276,0.010056648403406143,0.10475336126983166,1837,0.11009489462144618,0.016895311102129176,0.847063329918324,0.0
12,19659,11061,30720,9,90,440,120,232.36581230000593,84.60366783482932,-0.5193451584140122,-51.934515841401215,0.9888888888888889,-0.013154427994353075,0.019873356663932404,0.010378535836935043,0.08110283259302378,1262,0.2056640152529519,0.043106182317714584,0.7908309658641723,0.0
13,21751,11529,33280,10,100,490,130,250.1168730999998,86.96334529699516,-0.6278949425049192,-62.78949425049193,0.99,-0.010335607543820515,0.04087479468435049,0.01125347800552845,0.11293678998947143,2092,0.36254083039799373,0.12516862531990605,0.686382540758157,0.0
