rollout,live_transitions,padded_transitions,counted_transitions,worlds_completed,aircraft_completed,optimizer_steps,policy_epochs,wall_seconds,live_transitions_per_second,training_return_last100,native_return_last100,training_arrival_last100,policy_loss,value_loss,approx_kl,clip_fraction
13,54789,11771,66560,30,305,583,123,178.70156869996572,306.5949582792359,-102.40720855890608,-102.40720855890608,1.0,-0.008053217832930386,646.2361779785156,0.007998346351087093,0.0736855161190033
14,58794,12886,71680,33,334,623,133,192.58062809996773,305.29550443401973,-120.85638328853688,-120.85638328853688,1.0,-0.009290058416081593,618.7500366210937,0.009316730313003063,0.0918754814658314
15,62873,13927,76800,35,358,663,143,212.20347859995672,296.2863776541919,-122.87284635727825,-122.87284635727825,1.0,-0.009833097109367372,216.280712890625,0.010279105976223946,0.09232615329965484
16,66861,15059,81920,37,377,703,153,229.68916419998277,291.093401087856,-127.20716849486207,-127.20716849486207,1.0,-0.00753014293150045,265.18047256469725,0.010386206209659576,0.0953194297850132
17,70829,16211,87040,40,400,743,163,248.97955240000738,284.4771762068518,-85.51081192047786,-85.51081192047786,1.0,-0.011878264766710344,242.41266059875488,0.013387489132583141,0.1301130022853613
18,75054,17106,92160,42,422,793,173,268.0236654999899,280.0275112273727,-82.47090045590876,-82.47090045590876,1.0,-0.007251436691731215,227.8995684814453,0.012563054449856281,0.11761007152497768
19,79062,18218,97280,44,445,833,183,288.03206539998064,274.4902720820656,-66.2293373482542,-66.2293373482542,1.0,-0.008640712674241513,212.84853515625,0.013020835816860199,0.10850819717161357
20,82909,19491,102400,46,465,873,193,307.3107895999565,269.7887702150883,-74.28127515583506,-74.28127515583506,1.0,-0.005634665614343249,339.46619720458983,0.011234872043132782,0.10698097245767713
21,86866,20654,107520,48,491,913,203,326.6379908999661,265.93967150196863,-80.0505728415479,-80.0505728415479,1.0,-0.0071937190718017515,193.01406326293946,0.012076355516910553,0.10886536687612533
22,90993,21647,112640,51,517,963,213,343.7257738999906,264.72556587064383,-85.7094524519654,-85.7094524519654,1.0,-0.0026413339111604726,275.19758361816406,0.013039167039096355,0.16768838107585907
23,95060,22700,117760,53,539,1003,223,359.3398333999794,264.5406692059914,-93.19226699968853,-93.19226699968853,1.0,-0.005293310614069924,337.0427787780762,0.010903318412601948,0.1195571854710579
24,99167,23713,122880,56,561,1053,233,376.4227346999687,263.44583060064633,-107.12157453147911,-107.12157453147911,1.0,-0.00419417773373425,283.90447158813475,0.011461397632956505,0.11938210308551789
25,103226,24774,128000,58,581,1093,243,395.22007479995955,261.1861253562279,-87.60783282057997,-87.60783282057997,1.0,-0.007590164879729855,191.0873821258545,0.01145014539361,0.102654973953031
26,107204,25916,133120,60,606,1133,253,412.5282057999866,259.87071548745837,-88.08665711655071,-88.08665711655071,1.0,-0.0034004397617536596,289.58044013977053,0.009985032491385937,0.12681456366553903
27,111056,27184,138240,62,627,1173,263,432.49352989997715,256.7807199929302,-83.32241779223267,-83.32241779223267,1.0,-0.00708262620610185,225.57288627624513,0.009156007319688797,0.0954760123975575
28,115178,28182,143360,65,651,1199,269,450.96236989996396,255.4049022439493,-66.94122344182823,-66.94122344182823,1.0,0.005873583291691763,129.23341143572773,0.04331698268651962,0.16970764445485892
29,118871,29609,148480,67,672,1239,279,464.8968409000081,255.69328406249002,-53.813158299766144,-53.813158299766144,1.0,-0.00874972333549522,183.96568145751954,0.016510114073753357,0.11504433113150299
30,122779,30821,153600,69,692,1279,289,479.1941686999635,256.21972891092355,-57.57231641579807,-57.57231641579807,1.0,-0.008419168464752148,304.04680252075195,0.008497536182403564,0.07199777134228498
31,126342,32378,158720,71,710,1319,299,493.9152438999736,255.7969237847343,-47.09674546112471,-47.09674546112471,1.0,-0.00802418714374653,96.69826383590699,0.01247008703649044,0.11096146665513515
32,130159,33681,163840,72,729,1359,309,510.4704363999772,254.978527097335,-51.56522841867646,-51.56522841867646,1.0,0.002374402340501547,384.3780937194824,0.01089064497500658,0.17448235638439655
33,134287,34673,168960,74,752,1409,319,530.0223168999655,253.36102974951683,-70.0597132974738,-70.0597132974738,1.0,-0.0022356645436957478,241.04867240905762,0.016688521951436996,0.13720703125
34,138020,36060,174080,77,770,1414,321,546.8517819999834,252.3901439897003,-99.5227074327786,-99.5227074327786,1.0,0.010430412211765846,596.658925374349,0.04998127743601799,0.25595762332280475
35,142105,37095,179200,78,786,1454,331,570.5812200999935,249.0530620252386,-96.06991518099902,-96.06991518099902,1.0,-0.0075698597735026855,174.34973831176757,0.013079308904707432,0.11197612173855305
36,146194,38126,184320,80,805,1494,341,587.8198421999696,248.7054527673914,-96.95996046507663,-96.95996046507663,1.0,-0.005631681432714686,284.08056983947756,0.008202817291021347,0.09076022589579225
37,149918,39522,189440,82,826,1534,351,602.8133307999815,248.69722074833155,-109.77053697855392,-109.77053697855392,1.0,-0.004908320098911645,275.9231636047363,0.00776582770049572,0.07651651788619347
38,153391,41169,194560,84,841,1574,361,616.1943792999955,248.93281268526678,-98.32842833892913,-98.32842833892913,1.0,-0.004652777883165982,724.5428359985351,0.005173335783183575,0.03195946905761957
39,157125,42555,199680,86,861,1614,371,630.2444152999669,249.30804015965114,-115.37360073162681,-115.37360073162681,1.0,-0.007945260751876048,154.33167781829835,0.013423196040093899,0.09289093459956348
40,161004,43796,204800,88,880,1654,381,644.2711141000036,249.9010066979489,-105.3184412663908,-105.3184412663908,1.0,-0.00620835001609521,401.838419342041,0.010307969525456429,0.10111236814409494
41,164527,45393,209920,90,900,1694,391,658.8639960999717,249.71314409937153,-110.18547141306053,-110.18547141306053,1.0,-0.009528070231317543,325.43481903076173,0.00822396855801344,0.08917455584742129
42,168028,47012,215040,92,920,1734,401,675.9837333000032,248.56811151316384,-124.13010058377034,-124.13010058377034,1.0,-0.00492112007632386,248.767236328125,0.00999310240149498,0.08661261443048715
43,171756,48404,220160,94,940,1774,411,694.2737650999916,247.38944294584303,-120.28867353936226,-120.28867353936226,1.0,-0.006497353839222342,240.9192569732666,0.00931148324161768,0.11175150040071458
44,175475,49805,225280,96,960,1814,421,711.9794595999992,246.46076180144928,-95.82041792838281,-95.82041792838281,1.0,-0.005097115435455634,160.0482089996338,0.011859660968184471,0.12052305666729808
45,179268,51132,230400,97,979,1854,431,728.9670512999874,245.9205799223797,-102.61158763082884,-102.61158763082884,1.0,-0.006343002183712088,282.07794227600095,0.010129429399967194,0.09318525976268574
46,182667,52853,235520,98,998,1894,441,742.7199170999811,245.9433169817773,-116.50986983144999,-116.50986983144999,1.0,-0.005203684096341021,467.7318603515625,0.009469673037528992,0.10952783077955246
47,186777,53863,240640,100,1009,1944,451,762.0461014999892,245.0993445571779,-97.49380881524672,-97.49380881524672,1.0,-0.005622736806981265,735.1919319152832,0.012543240562081337,0.12658761233091353
48,190580,55180,245760,102,1030,1984,461,776.5730495000025,245.41155545213056,-107.29558820933124,-107.29558820933124,1.0,-0.004715128979296423,240.04310111999513,0.009069861844182014,0.11623825747519731
49,194077,56803,250880,104,1045,2024,471,789.9667386999936,245.67743234276196,-107.5899458226793,-107.5899458226793,1.0,-0.010167387139517814,216.25927047729493,0.009570027701556683,0.10943336393684149
50,197767,58233,256000,106,1068,2064,481,805.4617905999767,245.5324415236212,-118.87694436028241,-118.87694436028241,1.0,-0.00700638210400939,245.04132575988768,0.009218457154929638,0.10350693352520465
51,201645,59475,261120,108,1085,2104,491,827.2907905000029,243.74138128399642,-121.51964164858244,-121.51964164858244,1.0,-0.007766124865156598,395.887451171875,0.008528485894203186,0.10638285353779793
52,205123,61117,266240,110,1104,2144,501,843.2723035999807,243.2464568376282,-120.75803616852104,-120.75803616852104,1.0,-0.01067183432460297,154.31086463928222,0.013522441498935223,0.13226083773188294
53,207976,63384,271360,112,1120,2174,511,857.7842628000071,242.45723431800673,-100.41512176662356,-100.41512176662356,1.0,-0.0050900453662810225,136.69944330851237,0.009352586232125759,0.12274569769700368
54,210953,65527,276480,114,1140,2204,521,871.389958099986,242.0879401226639,-109.19249966057882,-109.19249966057882,1.0,-0.00392514936599279,266.76420338948566,0.008303713984787464,0.12742500777045887
55,214751,66849,281600,114,1156,2244,531,886.3908899999806,242.27573006758305,-100.89323076256431,-100.89323076256431,1.0,-0.005675299024733249,205.55194282531738,0.009397213347256184,0.08540671300143003
56,218583,68137,286720,116,1170,2284,541,902.4275246000034,242.21668116438033,-93.63671254164639,-93.63671254164639,1.0,-0.005351595583488233,341.8475902557373,0.00794617272913456,0.06925755552947521
57,222340,69500,291840,119,1195,2324,551,922.0128878999967,241.14630382923175,-86.07534088102139,-86.07534088102139,1.0,-0.004071362370450515,168.61271266937257,0.010969577357172966,0.07509095560526476
58,225789,71171,296960,120,1214,2364,561,936.0959711999749,241.202832772117,-71.22800536370782,-71.22800536370782,1.0,-0.010445535945473238,172.32416191101075,0.014640405774116516,0.13880702694877983
59,229590,72490,302080,122,1233,2404,571,952.202327099978,241.11472264433337,-72.48051983393607,-72.48051983393607,1.0,-0.00601018857996678,211.13846282958986,0.009564883075654507,0.07542294268496334
60,233480,73720,307200,124,1247,2444,581,968.2234189999872,241.14269022861043,-85.00820948779094,-85.00820948779094,1.0,-0.006441841750347521,499.9163070678711,0.008565407246351242,0.09068540818989276
61,237026,75294,312320,126,1264,2484,591,984.1605508999783,240.84078536093378,-97.15761095600928,-97.15761095600928,1.0,-0.005343798647118092,365.0251098632813,0.00795788038522005,0.07814240952720866
62,240701,76739,317440,128,1282,2524,601,999.7876282999641,240.75212893891,-94.84217348053245,-94.84217348053245,1.0,-0.006764822677359917,720.3677047729492,0.00805211253464222,0.08000427540391683
63,244648,77912,322560,130,1301,2564,611,1014.2730000999873,241.20527705645574,-127.87700184206659,-127.87700184206659,1.0,-0.0046471968926198315,623.6483291625976,0.006750485859811306,0.05823579786811024
64,247153,80527,327680,132,1320,2594,621,1025.9440002999618,240.90301217974695,-153.5717447294601,-153.5717447294601,1.0,-0.005199665329807128,283.4753158569336,0.007989519275724888,0.05493972525000572
65,250888,81912,332800,133,1339,2634,631,1042.4120970999938,240.68024603510858,-162.3741503097439,-162.3741503097439,1.0,-0.006941174135135952,233.47959671020507,0.009561860002577305,0.08208674383349716
66,254908,83012,337920,135,1356,2674,641,1057.6782476999797,241.00713100068126,-141.68293518372715,-141.68293518372715,1.0,-0.007637358685315121,289.44126052856444,0.01349790021777153,0.13431463465094567
67,257777,85263,343040,137,1378,2704,651,1072.2371638999903,240.41043220550355,-122.86800476052241,-122.86800476052241,1.0,-0.00195074530556667,100.65512886047364,0.011761773377656937,0.10190467306723197
68,261354,86806,348160,139,1398,2744,661,1087.1981100999983,240.3922501079046,-125.04460308618225,-125.04460308618225,1.0,-0.004301201627822593,536.491062927246,0.0070375921204686165,0.08600948518142104
69,265390,87890,353280,140,1416,2784,671,1101.930746899976,240.84090651487185,-111.43456169835484,-111.43456169835484,1.0,-0.008248508766700979,179.52838058471679,0.00963054969906807,0.09415744212456048
70,269007,89393,358400,142,1436,2824,681,1121.1110273000086,239.94679692684346,-88.70275716465225,-88.70275716465225,1.0,-0.009343430851004086,97.68780460357667,0.014665650203824043,0.1408408741815947
71,272759,90761,363520,144,1455,2864,691,1141.0261685999576,239.04710295529512,-102.5926325406731,-102.5926325406731,1.0,-0.002400220319395885,501.3480743408203,0.0075788781978189945,0.13281077705323696
72,275956,92684,368640,146,1468,2904,701,1157.550503699982,238.39650980059807,-101.17219854064325,-101.17219854064325,1.0,-0.007339766828226857,178.54985580444335,0.016517160460352898,0.13859726581722498
73,279390,94370,373760,148,1486,2944,711,1171.4177908999845,238.50585347978063,-113.3853149141554,-113.3853149141554,1.0,-0.005821164593362483,191.87871322631835,0.017801709473133087,0.1420905183069408
74,283063,95817,378880,150,1502,2984,721,1185.0725658999872,238.85710305430254,-103.27454015768147,-103.27454015768147,1.0,-0.00352943492034683,385.66367225646974,0.011844711378216743,0.1542925678193569
75,286392,97608,384000,152,1520,3019,730,1199.3211814999813,238.79508209953553,-96.18011525682272,-96.18011525682272,1.0,-0.004737891406572696,127.59643851386176,0.030752427875995636,0.12861344942616093
76,290641,98479,389120,153,1540,3069,740,1214.8495459000114,239.24032484588943,-111.70863708386143,-111.70863708386143,1.0,-0.0067635180431534535,276.5962258911133,0.00973085593432188,0.09215584196150303
77,293240,101000,394240,156,1560,3099,750,1227.5498323999927,238.8823592005907,-102.00217582648565,-102.00217582648565,1.0,-0.004718538633702944,106.59858525594076,0.009730706922709942,0.09167588284860055
78,297379,101981,399360,156,1575,3149,760,1243.369502799993,239.17186269272366,-114.53057498862444,-114.53057498862444,1.0,-0.0016685648474958725,271.24059463500976,0.008207732811570168,0.11791151933372021
79,301151,103329,404480,158,1593,3189,770,1260.2158845000085,238.96778615791044,-104.5447360461316,-104.5447360461316,1.0,-0.00011322077116346919,171.3556802749634,0.0151231549680233,0.15892438646405935
80,304658,104942,409600,160,1606,3229,780,1276.723026999971,238.62497468686053,-108.63055579876129,-108.63055579876129,1.0,-0.00361847240710631,642.6663414001465,0.00900930818170309,0.11729452908039092
81,307512,107208,414720,162,1621,3259,790,1293.1149537999881,237.8071640857107,-119.89135156958805,-119.89135156958805,1.0,-0.008081169261519488,147.138916015625,0.01636878214776516,0.08541803956031799
82,311604,108236,419840,163,1640,3299,800,1312.2209776999662,237.46305332366586,-112.34772886508239,-112.34772886508239,1.0,-0.006072134128771722,150.42864170074463,0.0102324103936553,0.08472522259689867
83,315193,109767,424960,165,1657,3339,810,1328.4503478999832,237.26366626969363,-105.48114974147553,-105.48114974147553,1.0,-0.0062695203658222455,199.05437812805175,0.01289801299571991,0.12747309263795614
84,318817,111263,430080,167,1671,3379,820,1342.711497399956,237.44266777886492,-110.32296199231685,-110.32296199231685,1.0,-0.006229619844816625,312.7775485992432,0.010178575292229652,0.10775517979636788
85,321996,113204,435200,168,1689,3411,829,1355.5139440000057,237.54532472739996,-110.4838222289369,-110.4838222289369,1.0,0.0018826936174071197,185.92875879461116,0.0710773915052414,0.18164698576385324
86,325938,114382,440320,169,1704,3414,830,1370.0131588999648,237.90866378371717,-118.41086379427514,-118.41086379427514,1.0,0.012571913888677955,467.0418167114258,0.01978345215320587,0.23354098945856094
87,329516,115924,445440,171,1716,3454,840,1386.474931899982,237.6645927153126,-117.27821807610616,-117.27821807610616,1.0,-0.0047451302991248666,289.20064849853514,0.00899293553084135,0.10408814949914813
88,332111,118449,450560,173,1730,3484,850,1402.068847699964,236.8721054924046,-118.05155075623287,-118.05155075623287,1.0,-0.006312209685953955,168.54249420166016,0.00723215052857995,0.07566835933054487
89,335839,119841,455680,173,1747,3524,860,1418.2339932000032,236.80083936095522,-155.66656645957065,-155.66656645957065,1.0,-0.004035481793107465,988.3081665039062,0.005583882797509432,0.05709020090289414
90,340291,120509,460800,175,1759,3574,870,1437.7719988999888,236.67939023736028,-168.15310962821434,-168.15310962821434,1.0,-0.00626933011575602,366.4319583129883,0.01284889318048954,0.09357531597837805
91,343811,122109,465920,177,1771,3614,880,1454.6370034999563,236.355186326738,-165.09940129233183,-165.09940129233183,1.0,-0.006365336675662548,316.48821754455565,0.016333751380443573,0.1705252505838871
92,346869,124171,471040,179,1790,3644,890,1468.5754343000008,236.19420010612922,-168.74337392563314,-168.74337392563314,1.0,-0.0011745297544014952,341.9768361409505,0.0037365418393164873,0.0710270989065369
93,350349,125811,476160,179,1805,3684,900,1481.334204899962,236.50908676861334,-164.62684762084874,-164.62684762084874,1.0,-0.007018173608230427,272.7624843597412,0.009682124480605125,0.06427408878225833
94,354248,127032,481280,181,1820,3724,910,1496.4548084000126,236.72482323656453,-158.75319174650068,-158.75319174650068,1.0,-0.003644781139155384,167.23180809020997,0.016279062256217003,0.083078928332543
95,357731,128669,486400,183,1830,3764,920,1510.3434669999988,236.8540718162356,-138.81865866138602,-138.81865866138602,1.0,-0.0027049726544646547,141.35930881500244,0.009293459355831146,0.15306886564940214
96,361250,130270,491520,185,1850,3804,930,1526.079494000005,236.71768175924313,-110.16810295207365,-110.16810295207365,1.0,-0.007169555526343174,219.04715995788575,0.013013651594519615,0.1080955283716321
97,364963,131677,496640,185,1865,3844,940,1540.4021824999945,236.92708576125463,-98.36928702100154,-98.36928702100154,1.0,-0.006846500779647613,219.26681022644044,0.017927734181284904,0.11651289444416761
98,369155,132605,501760,187,1879,3848,941,1558.2475661999779,236.90394774704527,-113.11176720091964,-113.11176720091964,1.0,0.010917224921286106,1048.5992431640625,0.02255898155272007,0.196875
99,372119,134761,506880,189,1890,3878,951,1573.8699392999988,236.43567407196636,-113.6878153461597,-113.6878153461597,1.0,-0.0033877155161462723,428.04022216796875,0.007375405635684729,0.07834931096682946
100,375855,136145,512000,191,1910,3918,961,1592.2357692999649,236.0548652698882,-127.65233479032356,-127.65233479032356,1.0,-0.0033083633161368198,380.841157913208,0.008515313267707825,0.054155979631468655
101,380096,137024,517120,191,1922,3968,971,1610.4303235000116,236.02138785732896,-129.75794048212336,-129.75794048212336,1.0,-0.008337822011089884,238.15043685913085,0.012360232882201672,0.10822009682655334
102,383470,138770,522240,193,1932,4008,981,1622.1574905999587,236.39504932296848,-150.34150214642528,-150.34150214642528,1.0,-0.005677830394779449,213.28678436279296,0.023747840896248817,0.12828344907611608
103,386007,141353,527360,195,1950,4012,983,1632.8112532999949,236.40638146011068,-158.59525168324888,-158.59525168324888,1.0,0.012353683821856976,323.2403198242188,0.04548287019133568,0.2714528203010559
104,389915,142565,532480,195,1966,4052,993,1646.7058708000113,236.78484841410653,-152.21672769200796,-152.21672769200796,1.0,-0.007677445026638452,150.9502643585205,0.017895719036459923,0.1435371657833457
105,394010,143590,537600,197,1974,4092,1003,1662.3500964999548,237.0198677339871,-148.62812710078302,-148.62812710078302,1.0,-0.0009698848389234627,297.17687339782714,0.010466573759913445,0.1407848011702299
106,397534,145186,542720,199,1990,4132,1013,1678.5869415999623,236.8265772525827,-135.72240181786802,-135.72240181786802,1.0,-0.00626892991567729,159.45505313873292,0.017540179193019867,0.14456020090729
107,400149,147691,547840,199,2008,4162,1023,1693.941323899955,236.22364857286698,-121.54431462590003,-121.54431462590003,1.0,0.0022802568040788175,142.41820958455403,0.011609557084739208,0.1794790397087733
108,404655,148305,552960,201,2020,4212,1033,1713.3702240999555,236.17487587224056,-127.1635191994838,-127.1635191994838,1.0,-0.0061491040565306325,289.6524411010742,0.011713879182934761,0.10004839948378504
109,407506,150574,558080,203,2030,4242,1043,1730.5573849999928,235.47673341095344,-118.89458291586911,-118.89458291586911,1.0,-0.006792480001846949,203.10249557495118,0.008462022058665752,0.09802328211565813
110,410566,152634,563200,204,2048,4272,1053,1752.7152123000124,234.24569896967574,-131.51562359881288,-131.51562359881288,1.0,-0.001908556976801871,637.36748046875,0.004610269796103239,0.09371680452798804
111,415018,153302,568320,205,2059,4322,1063,1779.8081419999944,233.18131331483778,-130.17754964478593,-130.17754964478593,1.0,-0.004196518361568451,518.6552770996094,0.008219575509428978,0.06251382559072226
112,418611,154829,573440,207,2071,4362,1073,1826.5368911999976,229.18288812933918,-136.98054549605965,-136.98054549605965,1.0,-0.006194973870879039,214.6749408721924,0.009791507385671139,0.09160671709105372
113,421721,156839,578560,208,2088,4378,1078,1858.7556394999847,226.88350799755756,-134.69446610727732,-134.69446610727732,1.0,-0.0027817370753516167,348.34039575913374,0.04600676894187927,0.22455495486364646
114,425912,157768,583680,209,2101,4423,1088,1888.6596387999598,225.51019318156304,-142.19162428657572,-142.19162428657572,1.0,-0.003009034466231242,251.81188500445822,0.05764850229024887,0.14860778407234213
115,429450,159350,588800,211,2114,4463,1098,1908.9292371000047,224.96905157805074,-138.21816296268125,-138.21816296268125,1.0,-0.0034900100028607993,287.5334980010986,0.010821114294230938,0.12123970994725823
116,432070,161850,593920,212,2129,4493,1108,1925.504710899957,224.39311498648885,-129.1646618175407,-129.1646618175407,1.0,-0.00873634962675472,131.50419336954752,0.015847783535718918,0.11452938336879015
117,436200,162840,599040,213,2142,4543,1118,1945.4003880000091,224.22119512808382,-138.22206768472438,-138.22206768472438,1.0,-0.0007273442670702934,431.9261572265625,0.013234175741672516,0.12110753741115332
118,439822,164338,604160,215,2155,4583,1128,1968.308133899991,223.45180229913495,-126.85739941674721,-126.85739941674721,1.0,-0.0038081491083175934,150.42152767181398,0.01647845283150673,0.12264151284471154
119,443077,166203,609280,216,2169,4623,1138,1989.2609901999822,222.73447384873168,-122.11559186352378,-122.11559186352378,1.0,-0.0006058070517610759,384.8720775604248,0.014435548335313797,0.12133001955226064
