rollout,live_transitions,padded_transitions,counted_transitions,worlds_completed,aircraft_completed,optimizer_steps,policy_epochs,wall_seconds,live_transitions_per_second,training_return_last100,native_return_last100,training_arrival_last100,policy_loss,value_loss,approx_kl,clip_fraction,rollout_live_samples,rollout_return_variance_live,rollout_value_mse_live,rollout_value_explained_variance_live,rollout_action_box_clip_fraction_live
1,2018,542,2560,0,9,1,1,50.74544590000005,39.76711533832434,-1.421761706560062,-142.1761706560062,1.0,0.022633670130744576,0.12200970575213432,0.031221903860569,0.27734375,2018,0.2207612290011329,0.1313453452727537,0.40566169394145246,0.0
2,3771,1349,5120,1,16,2,2,66.89605389999997,56.371038053113054,-0.9696684888498788,-96.96684888498788,1.0,0.01881868578493595,0.10592975467443466,0.0332380086183548,0.2939453125,1753,0.1858891070004207,0.09679607184597118,0.517626859450466,0.0
3,5681,1999,7680,2,27,4,3,85.16729169999962,66.70401144151946,-1.3962906461234714,-139.62906461234712,1.0,0.0302043625464042,0.30593576033910114,0.03465702757239342,0.3346354166666667,1910,0.41924448194978015,0.36945030205865637,0.20234159925956152,0.0
4,7613,2627,10240,4,40,44,13,104.36247490000096,72.94767594669155,-1.4023826927179441,-140.2382692717944,1.0,-0.010553585388697684,0.03832862339913845,0.020731806755065918,0.1546746764332056,1932,0.2541685384492814,0.08851629800031112,0.6608474837911886,0.0
5,9686,3114,12800,4,44,94,23,123.93622719999985,78.15309711154426,-1.271408120877572,-127.14081208775718,1.0,0.001685787788592279,0.04779923202469945,0.019352110102772713,0.25612499937415123,2073,0.19037782817017163,0.19695157295605056,0.05653363263985922,0.0
6,10811,4549,15360,4,49,124,33,134.4659869999996,80.39951396779644,-1.909139780034111,-190.9139780034111,1.0,-0.004968119928768526,0.05214027057712277,0.012462521903216839,0.16640818373610575,1125,0.3359048119724515,0.20586318150400743,0.4927092870037688,0.0
7,12849,5071,17920,6,60,164,43,152.64188470000227,84.17741975115831,-1.9217849997804044,-192.17849997804043,1.0,-0.011717721936292946,0.06123878932558,0.013362260535359383,0.15701607726514338,2038,0.632390977452261,0.13112920032003042,0.8093343176761466,0.0
8,14622,5858,20480,6,68,204,53,168.94403420000162,86.54937162616814,-1.8221460285717748,-182.2146028571775,1.0,-0.012488381960429252,0.036693849693983795,0.013904028572142124,0.16388531792908906,1773,0.28183231042720275,0.0671777383037928,0.7622733613123567,0.0
9,16305,6735,23040,7,76,244,63,183.55262550000043,88.83011046878194,-1.6223970786041644,-162.23970786041644,1.0,-0.014488904242170975,0.02119572807569057,0.01389640849083662,0.16015226393938065,1683,0.12128424758070264,0.03903563859930031,0.7366688786237275,0.0
10,17321,8279,25600,8,80,264,73,192.6315609000012,89.91776798710399,-1.5424718190044673,-154.24718190044672,1.0,-0.009489805059274659,0.01391012528911233,0.012890882790088654,0.1340603303280659,1016,0.18029913055719293,0.022761301602585268,0.8741734209936366,0.0
11,19276,8884,28160,9,90,304,83,207.95336990000214,92.69385732613608,-1.5035611865446636,-150.35611865446637,1.0,-0.014091974614711945,0.05229056114330888,0.018171651288866997,0.19139110017567873,1955,0.37451635009058165,0.0982268792343931,0.7586773421145686,0.0
12,21180,9540,30720,10,100,344,93,221.8797341999998,95.4571181381919,-1.502149090750519,-150.21490907505193,1.0,-0.01342523686180357,0.022551902336999774,0.020070306956768036,0.17412109393626451,1904,0.26465775823455023,0.04748550437812695,0.8207476849460947,0.0
13,22813,10467,33280,11,110,384,103,234.42209709999952,97.3159112652612,-1.3892393399709606,-138.92393399709607,1.0,-0.013656819776952035,0.019273887504823506,0.021994268521666527,0.19441949795000255,1633,0.2837871133252897,0.03889550442782725,0.8638165003884178,0.0
14,24430,11410,35840,11,119,424,113,250.4882288000008,97.52953309237469,-1.4820415052075235,-148.20415052075236,1.0,-0.00844215858669486,0.044885070575401184,0.015850018709897995,0.18614848535507916,1617,0.7064539773232059,0.13004049206665672,0.8268554272335276,0.0
15,26486,11914,38400,13,130,474,123,271.3322088999994,97.614655139455,-1.257831128753176,-125.7831128753176,1.0,-0.001026907917112112,0.021263648588210345,0.02276773750782013,0.2169140625,2056,0.21099563931510903,0.03548320782639044,0.836388337806224,0.0
16,28484,12476,40960,14,140,514,133,285.6081489999997,99.73104794009232,-1.1831338009071914,-118.31338009071915,1.0,-0.014269578372477554,0.015876777470111847,0.019644053652882576,0.19827558561228215,1998,0.15400648108678597,0.025429231324491545,0.8402122605582365,0.0
17,30191,13329,43520,14,148,554,143,296.5250402999991,101.81602190983698,-1.0470919763191642,-104.70919763191642,1.0,-0.010990356979891657,0.01746204763185233,0.01782110333442688,0.20161132719367741,1707,0.20706343930424018,0.028023933936211984,0.8648773586941848,0.0
18,32200,13880,46080,15,153,594,153,308.98014460000195,104.21381620390308,-0.8370867898185242,-83.70867898185243,1.0,-0.0143237344615045,0.04122038530185819,0.012746416963636875,0.18083232920616865,2009,0.2947354676479541,0.14055090755252553,0.5837400513455571,0.0
19,33682,14958,48640,16,160,624,163,318.22456520000196,105.84349444811431,-0.9089989265312827,-90.89989265312825,1.0,-0.009190249474098284,0.028094656579196454,0.013881981372833252,0.17621252971390883,1482,0.16772336679547334,0.05791974145489425,0.6659840287926575,0.0
20,35835,15365,51200,17,170,670,173,335.64394470000116,106.76492326423273,-0.8731036198884425,-87.31036198884425,1.0,-0.008620264251379574,0.03246386630579512,0.04561125114560127,0.2340951918604526,2153,0.1581461683318236,0.04960762712440481,0.6989127028774313,0.0
21,37460,16300,53760,18,180,710,183,345.0328174999995,108.569382679084,-1.0096711873764004,-100.96711873764008,1.0,-0.010176017970661633,0.03264562322292477,0.01754237711429596,0.1874467826448381,1625,0.3626251899917499,0.09788726098586953,0.7340127331516719,0.0
22,39098,17222,56320,19,190,747,193,359.22346240000115,108.84032946729894,-1.0276730272006576,-102.76730272006576,1.0,-0.020306428557408874,0.0670368063606714,0.04439341649413109,0.199518069232765,1638,0.5778830737352437,0.15794163913903594,0.740808143831512,0.0
23,41147,17733,58880,20,200,756,195,374.7814876000011,109.78930753355566,-0.9140183600076521,-91.40183600076517,1.0,0.03065142584964633,0.11245466994587332,0.02545473538339138,0.2818359375,2049,0.298837160973259,0.05993051267451694,0.7994609366646759,0.0
24,43066,18374,61440,21,210,796,205,394.0448550000001,109.29212614640024,-0.9363302386655517,-93.63302386655513,1.0,-0.0060208531298485465,0.048461271170526746,0.01707232929766178,0.21316536329686642,1919,0.2781000779713661,0.05686159888806238,0.8438307258105182,0.0
25,45131,18869,64000,22,220,817,210,413.5785082000002,109.12317517760218,-0.7168983361809981,-71.68983361809981,1.0,-0.00628945619312369,0.02847802359610796,0.04959821701049805,0.15819790282032706,2065,0.23814779885430876,0.03931594998520526,0.8510366726492901,0.0
26,47084,19476,66560,23,230,857,220,435.0293994999993,108.23176560967136,-0.7708282443986384,-77.08282443986383,1.0,-0.013359620035043918,0.022757222945801913,0.01433646958321333,0.1811747092753649,1953,0.3103218684825233,0.041114333800353633,0.8678033995433803,0.0
27,48425,20695,69120,24,240,887,230,447.70852840000225,108.16188865791496,-0.8175054503363158,-81.75054503363157,1.0,-0.02163472487591207,0.026764198144276937,0.023385003209114075,0.19850732771058877,1341,0.3378087950886329,0.053751014403783194,0.8906784494885928,0.0
28,50448,21232,71680,24,247,927,240,459.3060953000022,109.83525042716705,-0.8113607037698798,-81.136070376988,1.0,-0.010316737403627485,0.020255538914352656,0.02249351143836975,0.23556351885199547,2023,0.11937193944178785,0.033586980671585345,0.7186588574238898,0.0
29,52342,21898,74240,25,254,967,250,472.47510350000084,110.78255682100699,-0.8265394681104552,-82.65394681104553,1.0,-0.013955511199310423,0.04054998839274049,0.013911222107708454,0.1738993212580681,1894,0.41767025635799404,0.11566738404806767,0.7364330377174014,0.0
30,54115,22685,76800,26,268,1007,260,484.46136359999946,111.70137407424014,-0.7089803046008832,-70.89803046008834,1.0,-0.01321911116829142,0.021060137613676488,0.023808909580111504,0.19507144959643483,1773,0.16936928158327189,0.0333919725242453,0.8142503701410665,0.0
31,55973,23387,79360,27,279,1047,270,495.6650292000013,112.92505362006251,-0.6459153660895032,-64.5915366089503,1.0,-0.014077251430717298,0.015043437504209578,0.0166676864027977,0.18416512999683618,1858,0.14999159705218393,0.027389647745079484,0.8331460230172413,0.0
32,57717,24203,81920,29,290,1087,280,511.7468430000008,112.78428150459526,-0.4295028129912872,-42.95028129912872,1.0,-0.011677687842166051,0.017613466642796994,0.018746884539723396,0.2066594049334526,1744,0.16046674685445395,0.03223206601354348,0.8222703984557296,0.0
33,59682,24798,84480,30,300,1127,290,522.8785233000017,114.14123422651544,-0.42417540614277877,-42.417540614277875,1.0,-0.01077839756544563,0.014185786922462284,0.014006810262799263,0.19460363909602166,1965,0.22914716711890737,0.020248625228867775,0.9163413566243425,0.0
34,61499,25541,87040,31,310,1167,300,533.7571618000002,115.21906290232371,-0.5286852559111765,-52.86852559111766,1.0,-0.006473536206613062,0.04079835503362119,0.022853977978229523,0.2009183509275317,1817,0.4532395706287097,0.08381018758162086,0.8195464108760725,0.0
35,63408,26192,89600,32,320,1207,310,544.8949692999995,116.36738008695,-0.5432909559402072,-54.32909559402073,1.0,-0.015641030442202462,0.00970865662675351,0.015595773234963417,0.1957012925762683,1909,0.14732741654020556,0.015914232425400857,0.8921800147292658,0.0
36,64959,27201,92160,33,330,1214,312,554.0536847000003,117.24315132959167,-0.495871770304525,-49.587177030452494,1.0,0.009075156995095313,0.015617272001691163,0.02817908301949501,0.2297363318502903,1551,0.09822479760978793,0.017419619788490517,0.8226581093683308,0.0
37,67048,27672,94720,34,340,1264,322,565.8420221000015,118.49243672494613,-0.4945576467007165,-49.45576467007165,1.0,-0.012036907318979502,0.013220649864524602,0.0183886531740427,0.20851467162370682,2089,0.1546827281317425,0.01945829318742714,0.8775907505352296,0.0
38,69145,28135,97280,35,350,1299,330,578.0497991000011,119.61772170435111,-0.4210788387638008,-42.107883876380086,1.0,-0.006838337405093221,0.022215376297632854,0.045626163482666016,0.20061384017268816,2097,0.5899232211075759,0.04690253318495456,0.9280466912305753,0.0
39,71431,28409,99840,36,365,1338,338,592.9572520000002,120.46568240639374,-0.4653776546833002,-46.53776546833001,1.0,-0.011675215481955093,0.033642277121543884,0.028013920411467552,0.20441628005355597,2286,0.37425174143809037,0.05077919235957833,0.864945591560121,0.0
40,73214,29186,102400,37,372,1378,348,605.6340474000026,120.88818373786772,-0.46717278417879754,-46.717278417879754,1.0,-0.009694971225690097,0.018287674267776312,0.026980573311448097,0.23496074080467225,1783,0.14733352291655247,0.025861839978343848,0.8245244081701779,0.0
41,74257,30703,104960,38,380,1382,350,613.1475180000016,121.1078864711311,-0.4951594645095092,-49.51594645095092,1.0,-0.0022764256224036216,0.0067806138657033445,0.04302924871444702,0.2163240134716034,1043,0.11961015744687277,0.006780847330253345,0.9438486697622858,0.0
42,76156,31364,107520,39,390,1422,360,625.4004065000008,121.77158698408985,-0.524965687688476,-52.496568768847595,1.0,-0.013014711406867718,0.013649848010390996,0.018276577815413475,0.21318480409681798,1899,0.21432489546171066,0.024987191826835214,0.8864756655565519,0.0
43,78222,31858,110080,40,400,1472,370,638.0039285000021,122.60426073536277,-0.602027768407179,-60.20277684071792,1.0,-0.013043783344328404,0.023874538382515312,0.019930973649024963,0.23784722328186036,2066,0.19254664609443706,0.08255392360933454,0.5735495830128283,0.0
44,80415,32225,112640,41,410,1488,374,652.4710283999993,123.24685158388571,-0.4428523586415634,-44.28523586415634,1.0,-0.0008383033084957039,0.009520936592975083,0.05157891660928726,0.1984596857253243,2193,0.05029110084214964,0.011637633690274807,0.7934987805077427,0.0
45,81831,33369,115200,42,420,1518,384,662.4502047000024,123.52777524924767,-0.41008545177026656,-41.008545177026654,1.0,-0.014639967570352989,0.005606550762119393,0.019459709525108337,0.19274819167330862,1416,0.16377385782984694,0.009655578735205932,0.9412956154184483,0.0
