episode,agent,waypoint_reached,flight_time,intrusion_events,intrusion_time,restricted_area_events,time_in_restricted_area,sector_exit_events,time_outside_sector,total_reward
0,KL009,1,864.0,0,0.0,0,0.0,0,0.0,37.38438049016081
0,KL008,1,1011.0,0,0.0,0,0.0,0,0.0,37.37857910993946
0,KL0010,1,1013.0,0,0.0,0,0.0,0,0.0,37.41716377502798
0,KL004,1,1027.0,0,0.0,0,0.0,0,0.0,37.36658988193585
0,KL006,1,1086.0,0,0.0,0,0.0,0,0.0,37.37659063055537
0,KL003,1,1159.0,0,0.0,0,0.0,0,0.0,37.38452582298587
0,KL005,1,1335.0,0,0.0,0,0.0,0,0.0,37.333617028815176
0,KL007,1,2485.0,0,0.0,0,0.0,0,0.0,37.154834416953975
0,KL002,1,2687.0,0,0.0,0,0.0,0,0.0,37.09671035049371
0,KL001,1,2757.0,0,0.0,0,0.0,0,0.0,37.06693737473492
1,KL006,1,693.0,0,0.0,0,0.0,0,0.0,37.40982348149974
1,KL004,1,742.0,0,0.0,0,0.0,0,0.0,37.41716380446519
1,KL005,1,971.0,0,0.0,0,0.0,0,0.0,37.396482432798294
1,KL009,1,1211.0,0,0.0,0,0.0,0,0.0,37.314222662175226
1,KL008,1,1234.0,0,0.0,0,0.0,0,0.0,37.38225295682896
1,KL003,1,1343.0,0,0.0,0,0.0,0,0.0,37.330060195164066
1,KL007,1,1468.0,0,0.0,0,0.0,0,0.0,37.303771909398236
1,KL001,1,1544.0,0,0.0,0,0.0,0,0.0,37.30237789532321
1,KL0010,1,1769.0,0,0.0,0,0.0,0,0.0,37.2944600677058
1,KL002,1,2081.0,0,0.0,0,0.0,0,0.0,37.18497848200763
2,KL004,1,636.0,0,0.0,0,0.0,0,0.0,37.4123317159609
2,KL006,1,644.0,0,0.0,0,0.0,0,0.0,37.40891090666485
2,KL007,1,775.0,0,0.0,0,0.0,0,0.0,37.41716379127128
2,KL005,1,823.0,0,0.0,0,0.0,0,0.0,37.39366183126471
2,KL0010,1,858.0,0,0.0,0,0.0,0,0.0,37.41716375005499
2,KL003,1,876.0,0,0.0,0,0.0,0,0.0,37.374432206843196
2,KL009,1,968.0,0,0.0,0,0.0,0,0.0,37.37809288150799
