case,episode,agent,decision,critic_value,discounted_realized_return,future_intrusion_delay_seconds,advantage_lambda_0.95,advantage_lambda_0.99,advantage_lambda_1.0
std005,0,KL001,32,-0.5251105427742004,-0.6033629728242104,615,0.1748916690261763,0.1993313612847207,-0.07825243005001044
std005,0,KL001,33,-0.5190083980560303,-0.6054727929365255,610,0.1763859593890947,0.1940323076729519,-0.08646439488049565
std005,0,KL001,34,-0.5136597752571106,-0.6075899745502362,605,0.17878012697850043,0.18944373490531727,-0.09393019929312611
std005,0,KL001,35,-0.5082945227622986,-0.6097145307643589,600,0.18131140098872162,0.18479474912471627,-0.1014200080020607
std005,0,KL001,36,-0.5046688318252563,-0.6118465103889915,595,0.18583616274456094,0.18185849249870178,-0.10717767856373554
std005,0,KL001,37,-0.4972592294216156,-0.613985938509183,590,0.18664608801993648,0.1750729056107038,-0.1167267090875677
std005,0,KL001,38,-0.4957360625267029,-0.6161328338548164,585,0.19372523422711507,0.17416690949967606,-0.12039677132811377
std005,0,KL001,39,-0.4865746796131134,-0.6182872114859953,580,0.19316850853696885,0.16553861679322704,-0.1317125318728821
std005,0,KL001,40,-0.4776288568973541,-0.62044909176072,575,0.19284117062639536,0.15704284012792666,-0.14282023486336615
std005,0,KL001,41,-0.4507463872432709,-0.6226185232345829,570,0.17364773463572244,0.13034503888662158,-0.17187213599131224
std005,0,KL001,42,-0.4411778450012207,-0.6247954933965906,565,0.17169772881480158,0.12086709514259775,-0.18361764839537
std005,0,KL001,43,-0.49201661348342896,-0.6269800608737898,560,0.23325986432335905,0.1723112513959966,-0.13496344739036098
std005,0,KL001,44,-0.47659608721733093,-0.6291730170910723,555,0.22835426261659883,0.15734786564876604,-0.15257692987374158
std005,0,KL001,45,-0.46652060747146606,-0.6313736349023763,550,0.22885564012900012,0.14763401160126088,-0.16485302743091038
std005,0,KL001,46,-0.4679032862186432,-0.633581925278679,545,0.2414836745498045,0.14939725339675541,-0.16567863906003596
std005,0,KL001,47,-0.43448111414909363,-0.6357979280498057,540,0.21818115835214816,0.11602326280666649,-0.20131681390071224
std005,0,KL001,48,-0.42218640446662903,-0.638021649996628,535,0.21592899861792494,0.10365324845207019,-0.21583524552999922
std005,0,KL001,49,-0.4029090702533722,-0.6402531192302888,530,0.2062452581675037,0.0841049064068583,-0.23734404897691688
std005,0,KL001,50,-0.39291471242904663,-0.6424924915750079,525,0.20585869507221496,0.0737348056261263,-0.24957777914596146
std005,0,KL001,51,-0.38083043694496155,-0.6447396659455159,520,0.20328735496554173,0.06114764325399962,-0.2639092290005546
std005,0,KL001,52,-0.36753103137016296,-0.6469946814041871,515,0.1993367164030248,0.047204186709533164,-0.2794636500340244
std005,0,KL001,53,-0.3521009385585785,-0.6492575659199392,510,0.1929698343618285,0.030965430751271547,-0.29715662736136095
std005,0,KL001,54,-0.2511749863624573,-0.6515283423202597,505,0.09630567715818365,-0.07179963185341515,-0.4003533559578025
std005,0,KL001,55,-0.24615401029586792,-0.6538068734540977,500,0.09552246956023329,-0.07873531746234204,-0.4076528631582299
std005,0,KL001,56,-0.23709909617900848,-0.656093353187069,495,0.09046745622308415,-0.08982248666766923,-0.41899425700806053
std005,0,KL001,57,-0.2275836020708084,-0.6583877840891372,490,0.08467638411488047,-0.10149401153894658,-0.4308041820183289
std005,0,KL001,58,-0.2068158984184265,-0.660690202761266,485,0.06674987802929219,-0.1246568774622512,-0.45387430434283943
std005,0,KL001,59,-0.23671050369739532,-0.6630006724129792,480,0.10121911369713975,-0.09688812283925805,-0.4262901687155838
std005,0,KL001,60,-0.2282049059867859,-0.6653192258210148,475,0.09709813758005509,-0.10763447158823297,-0.43711431983422866
std005,0,KL001,61,-0.2271338552236557,-0.6676458410207642,470,0.1006023432464446,-0.11098759380242938,-0.4405119857971082
std005,0,KL001,62,-0.266664981842041,-0.6699805737441129,465,0.1470470254094126,-0.07337032742413616,-0.4033155919020716
std005,0,KL001,63,-0.2587612569332123,-0.6723231724307396,460,0.14603057119208013,-0.08329353598400713,-0.4135619154975271
std005,0,KL001,64,-0.1775657683610916,-0.6746736733427244,455,0.06783711769695344,-0.16735590197353917,-0.4971079049816325
std005,0,KL001,65,-0.23290351033210754,-0.6770326136979394,450,0.12925826677968122,-0.11436538091406762,-0.44412910336583156
std005,0,KL001,66,-0.2193717360496521,-0.6793996476108425,445,0.12144049758612924,-0.13041290383277576,-0.46002791156119
std005,0,KL001,67,-0.20531003177165985,-0.6817749186220771,440,0.11267457944663745,-0.1471666523922663,-0.4764648868504169
std005,0,KL001,68,-0.18870986998081207,-0.6841585251179525,435,0.10079475464473413,-0.16666327002440864,-0.49544865513714004
std005,0,KL001,69,-0.1911662369966507,-0.686550525363793,430,0.10836654495784898,-0.16711809778055164,-0.4953842883671419
std005,0,KL001,70,-0.18857599794864655,-0.6889509559108024,425,0.11104344831544409,-0.1726854546051296,-0.5003749579621555
std005,0,KL001,71,-0.18226931989192963,-0.6913597856567258,420,0.1099686383337,-0.1820735511791261,-0.509090465764796
std005,0,KL001,72,-0.17462287843227386,-0.693777031045137,415,0.10744630378220613,-0.1929206544234297,-0.5191541526128629
std005,0,KL001,73,-0.16590091586112976,-0.6962027265383303,410,0.10367800625820457,-0.20497501742027077,-0.5303018106772004
std005,0,KL001,74,-0.1568697839975357,-0.6986368930022647,405,0.09940423547068779,-0.21747519938015622,-0.5417671090047289
std005,0,KL001,75,-0.08863095194101334,-0.7010795788697463,400,0.0325991902417649,-0.2899196716473794,-0.6124486269287328
std005,0,KL001,76,-0.06764889508485794,-0.7035307406006642,395,0.01202743903559534,-0.3153765907449068,-0.6358818455158062
std005,0,KL001,77,-0.11454028636217117,-0.7059905115985746,390,0.0618201901589499,-0.2725474703412589,-0.5914502252364033
std005,0,KL001,78,-0.05001617223024368,-0.7084586727343786,385,-0.003034925931179787,-0.34184079349795793,-0.6584425005041349
std005,0,KL001,79,-0.10136259347200394,-0.7109356462124626,380,0.050664121482533964,-0.2948101495125397,-0.6095730527404587
std005,0,KL001,80,-0.10179027169942856,-0.7134210340996874,375,0.053599712817736005,-0.2987525294851159,-0.6116307624002589
std005,0,KL001,81,-0.08907843381166458,-0.7159150631216841,370,0.04286805959073927,-0.3160223685384987,-0.6268366293100196
std005,0,KL001,82,-0.0788675919175148,-0.7184177863871745,365,0.034211559709381466,-0.3309564786141604,-0.6395501944696599
std005,0,KL001,83,-0.04370491951704025,-0.7209291856953438,360,-0.001159799691048017,-0.37126193001858254,-0.6772242661783039
std005,0,KL001,84,-0.03520282357931137,-0.723449270567137,355,-0.010329694786237978,-0.38506271813898,-0.688246446987826
std005,0,KL001,85,-0.023235537111759186,-0.7259780708547131,350,-0.02363212748990054,-0.4025217379882117,-0.7027425337429543
std005,0,KL001,86,-0.014115371741354465,-0.7285156482539494,345,-0.034642555317142214,-0.41730058372816614,-0.7144002765125953
std005,0,KL001,87,-0.006620832718908787,-0.731062091186198,340,-0.04452823844703024,-0.43060666507540146,-0.7244412584672896
std005,0,KL001,88,0.0018068470526486635,-0.7336173852779588,335,-0.05592521835024505,-0.4450102139583501,-0.7354242323306077
std005,0,KL001,89,0.008469334803521633,-0.7361815382652088,330,-0.06607479451608497,-0.4577972853178902,-0.7446508730687307
std005,0,KL001,90,0.016644231975078583,-0.7387546011642943,325,-0.07836335161760213,-0.47226280612728133,-0.7553988331393731
std005,0,KL001,91,0.021155498921871185,-0.7413366094471077,320,-0.08745732019566169,-0.4831959994853293,-0.7624921083689791
std005,0,KL001,92,0.03171222656965256,-0.7439275787467229,315,-0.1034103730941014,-0.5003687967008739,-0.7756398053163758
std005,0,KL001,93,0.033514998853206635,-0.7465276428801402,310,-0.11100829064534057,-0.5088961095162432,-0.7800426417333471
std005,0,KL001,94,0.038536928594112396,-0.7491367291032064,305,-0.12241596633906182,-0.5207849413899712,-0.7876736576973191
std005,0,KL001,95,0.04128553718328476,-0.7517549228630372,300,-0.13205459223779048,-0.5305218470885391,-0.7930404600463223
std005,0,KL001,96,0.04405822604894638,-0.7543822323697987,295,-0.14225121264246268,-0.5404061031830029,-0.7984404584187454
std005,0,KL001,97,0.04393114894628525,-0.7570186989381704,290,-0.14995944183232446,-0.5474862637580356,-0.800949847884456
std005,0,KL001,98,0.04278441518545151,-0.7596643520973736,285,-0.15702888881218421,-0.5536334409416006,-0.8024487672828254
std005,0,KL001,99,0.07098650187253952,-0.7623192185960428,280,-0.19539415047764766,-0.5895137413153673,-0.8333057204685826
std005,0,KL001,100,0.03833150118589401,-0.7649833952604967,275,-0.17175603658263294,-0.5643118461534522,-0.8033148964463912
std005,0,KL001,101,0.01087018009275198,-0.7676567473189099,270,-0.1523739307832307,-0.5441277442371858,-0.7785269274116623
std005,0,KL001,102,-0.01700536161661148,-0.7703395329643283,265,-0.1315655603003763,-0.5233471805191718,-0.7533341713477173
std005,0,KL001,103,-0.024397186934947968,-0.7730315598905524,260,-0.1312497171867768,-0.5230722847972195,-0.7486343729556049
std005,0,KL001,104,0.0027884163428097963,-0.7757328929440366,255,-0.16734050871854367,-0.5577463684505823,-0.7785213092868468
std005,0,KL001,105,-0.025840826332569122,-0.7784437727254861,250,-0.14661127624713005,-0.5364186487166943,-0.7526029463929175
std005,0,KL001,106,-0.03208710998296738,-0.781163995071544,245,-0.14838101372862295,-0.5375102309255003,-0.7490768850885771
std005,0,KL001,107,-0.001304724020883441,-0.783893628754767,240,-0.18925088074038357,-0.576041384756147,-0.7825889047338841
std005,0,KL001,108,-0.033750273287296295,-0.786632910470599,235,-0.1657533649275802,-0.5511226499049118,-0.7528826371833034
std005,0,KL001,109,-0.0382913276553154,-0.789381646327574,230,-0.17042514095769243,-0.5541650626057517,-0.7510903186722593
std005,0,KL001,110,-0.04227078706026077,-0.7921398972240001,225,-0.17596780905819315,-0.5578321964050972,-0.74986911016374
std005,0,KL001,111,0.02458544820547104,-0.7949077222233664,220,-0.2564011100083242,-0.6331145501137709,-0.819493170428838
std005,0,KL001,112,0.05951050668954849,-0.7976848088055607,215,-0.30750559293623136,-0.6769329984326327,-0.8571953154951097
std005,0,KL001,113,0.028001733124256134,-0.8004716938993455,210,-0.29142918032708265,-0.6541207205187597,-0.8284734270236022
std005,0,KL001,114,0.06201422959566116,-0.8032681014012002,205,-0.34353306095955183,-0.6972916502284762,-0.8652823309968619
std005,0,KL001,115,0.030560337007045746,-0.8060743980082594,200,-0.32953408271622353,-0.6748034894130401,-0.8366347350153056
std005,0,KL001,116,0.06407558172941208,-0.8088903053485733,195,-0.3832510249297661,-0.7177450736928755,-0.8729658870779858
std005,0,KL001,117,0.029232345521450043,-0.811716160697844,190,-0.36791347229897897,-0.6921048845555102,-0.8409485062192945
std005,0,KL001,118,0.024657927453517914,-0.8145517247926375,185,-0.3837023317087225,-0.6968126440747422,-0.8392096522461558
std005,0,KL001,119,0.029243968427181244,-0.8173970818384434,180,-0.4100397257892148,-0.7108536530901021,-0.8466410502656252
std005,0,KL001,120,0.023417197167873383,-0.8202524390489897,175,-0.42688269859325717,-0.7145519919439481,-0.8436696362168636
std005,0,KL001,121,-0.06848245114088058,-0.8231177927465424,170,-0.354092716677772,-0.6313790904617692,-0.7546353416056623
std005,0,KL001,122,-0.07342132180929184,-0.8259931485941685,165,-0.3690797841679878,-0.6352360755602171,-0.7525718267848771
std005,0,KL001,123,-0.32376962900161743,-0.8288785179939909,160,-0.1266033481025777,-0.3912747686533582,-0.5051088889923738
std005,0,KL001,124,-0.3723123073577881,-0.8317752270287627,155,-0.08382229960970877,-0.34871712264636406,-0.4594629196709749
std005,0,KL001,125,-0.3955189883708954,-0.8346820627123869,150,-0.06548031382654355,-0.3313426769307006,-0.4391630743414918
std005,0,KL001,126,-0.41632184386253357,-0.8375989950787569,145,-0.04872115203620267,-0.3162413904649415,-0.4212771512162237
std005,0,KL001,127,-0.44715753197669983,-0.8405260644817935,140,-0.02053387890966573,-0.290873486079619,-0.393368532505094
std005,0,KL001,128,-0.4288731515407562,-0.8434633516002374,135,-0.04257812817242797,-0.31488488400286485,-0.4145902000594816
std005,0,KL001,129,-0.4932691752910614,-0.8464107890347319,130,0.021235684959277523,-0.25564338764968825,-0.35314161374367087
std005,0,KL001,130,-0.4845312833786011,-0.8493685784702075,125,0.011422877238149144,-0.26969440222877816,-0.3648372950916068
std005,0,KL001,131,-0.4822569787502289,-0.8523366059611542,120,0.007893549504082902,-0.2773771475647927,-0.3700796272109257
std005,0,KL001,132,-0.48064398765563965,-0.855314901926099,115,0.004870096124193499,-0.2844885121189503,-0.37467091427045973
std005,0,KL001,133,-0.4820186197757721,-0.8583034947089105,110,0.004827323846757131,-0.2886732271841336,-0.37628487493313867
std005,0,KL001,134,-0.3758515417575836,-0.8613024126409804,105,-0.1084245735126625,-0.401547729881028,-0.48545087088339695
std005,0,KL001,135,-0.39859017729759216,-0.8643116691180354,100,-0.09197282444020308,-0.38537815555450494,-0.4657214918204434
std005,0,KL001,136,-0.4078075587749481,-0.8673313499119649,95,-0.08891115428187445,-0.3827262128972205,-0.4595237911370171
std005,0,KL001,137,-0.4183541238307953,-0.8703614785581858,90,-0.08431176694172537,-0.37872797564109906,-0.45200735472739084
std005,0,KL001,138,-0.4205588698387146,-0.8734020798118133,85,-0.0882729511177194,-0.38313846184245925,-0.452843209973099
std005,0,KL001,139,-0.2743016183376312,-0.8764531946988834,80,-0.24874099925873192,-0.5375783830623235,-0.6021515763612526
std005,0,KL001,140,-0.28519219160079956,-0.8795150878472237,75,-0.2522884756072524,-0.5348721754611452,-0.5943228962464246
std005,0,KL001,141,-0.2916661202907562,-0.8825875431154088,70,-0.2607248360398574,-0.5366286876101638,-0.5909214228246532
std005,0,KL001,142,-0.30054011940956116,-0.8856706034035738,65,-0.26713364867336764,-0.5360075957972119,-0.5851304839940132
std005,0,KL001,143,-0.3085663914680481,-0.8887642975998393,60,-0.2748282998880836,-0.5362655585044914,-0.5801979061317918
std005,0,KL001,144,-0.3170625865459442,-0.8918686613973049,55,-0.28249107949787405,-0.5360806046854366,-0.5748060748513613
std005,0,KL001,145,-0.32572510838508606,-0.894983725797905,50,-0.29044149395003954,-0.5357550124566646,-0.5692586174128195
std005,0,KL001,146,-0.3343927562236786,-0.8981095245282957,45,-0.29886603725782335,-0.5354502773918016,-0.5637167683046178
std005,0,KL001,147,-0.3425998389720917,-0.9012460893279042,40,-0.3082816261130853,-0.5356370912373252,-0.5586462503558132
std005,0,KL001,148,-0.35041165351867676,-0.9043934554192893,35,-0.318673641113965,-0.5362545698129757,-0.5539818019006133
std005,0,KL001,149,-0.35837432742118835,-0.9075516561274626,30,-0.32952074064966114,-0.5367555399778103,-0.5491773287062749
std005,0,KL001,150,-0.3670826256275177,-0.9107207235648147,25,-0.34022303683995364,-0.5365381678692634,-0.5436380979372977
std005,0,KL001,151,-0.374221533536911,-0.9139006903278669,20,-0.3532119760958896,-0.537933687113482,-0.5396791567909566
std005,0,KL001,152,-0.3816860616207123,-0.9170915916838364,15,-0.36661580246487907,-0.539044388557107,-0.5354055300631246
std005,0,KL001,153,-0.3829849064350128,-0.9202934595346373,10,-0.3872920274754921,-0.5464244053491059,-0.537308553099625
std005,0,KL001,154,-0.22461247444152832,-0.923506317887557,5,-0.5772123108364733,-0.7151935712040325,-0.6988938434460292
std005,0,KL001,155,-0.22138455510139465,-0.9267298261868905,0,-0.6139341000862615,-0.7289920295409933,-0.7053452710854964
std005,0,KL001,156,-0.22742542624473572,-0.8920039604422754,0,-0.6029969263291659,-0.6952607528464925,-0.6645785341975401
std005,0,KL001,157,-0.22868885099887848,-0.8476661333684707,0,-0.5865051653369444,-0.6563303073503779,-0.6189772823695927
std005,0,KL001,158,-0.22727526724338531,-0.803172717178624,0,-0.5719069034341462,-0.6195771223298562,-0.5758974499352392
std005,0,KL001,159,-0.22790439426898956,-0.7585232245542255,0,-0.5543308440529453,-0.5802540868190964,-0.5306188302852364
std005,0,KL001,160,-0.22576864063739777,-0.7137171073458841,0,-0.5386774334530642,-0.543189528763345,-0.4879484667084867
std005,0,KL001,161,-0.2232726663351059,-0.668753822063247,0,-0.5225135419039277,-0.505975524683725,-0.44548115572814145
std005,0,KL001,162,-0.22039580345153809,-0.6236328228974615,0,-0.5058308515118412,-0.4686296428322051,-0.40323701944592377
std005,0,KL001,163,-0.21773138642311096,-0.5783535717746395,0,-0.48797419158968863,-0.43054942330156676,-0.36062218535152896
std005,0,KL001,164,-0.24554400146007538,-0.5329156053921242,0,-0.43702086480686575,-0.3611554044776331,-0.2873716039320492
std005,0,KL001,165,-0.2990916669368744,-0.4873202948537081,0,-0.3562128679050822,-0.2649201510091168,-0.18822862791683392
std005,0,KL001,166,-0.3350284695625305,-0.4415671073653251,0,-0.2895910052127143,-0.1853523938442001,-0.10653863780279482
std005,0,KL001,167,-0.5646188259124756,-0.39565551466121923,0,-0.01550571419437212,0.09078122262162111,0.16896331125125608
std005,0,KL001,168,-0.6058347225189209,-0.34958499260534076,0,0.07487828263820664,0.17958960574054866,0.25624972991357997
std005,0,KL001,169,-0.644233763217926,-0.3033550209446319,0,0.16723348654702008,0.2666161809131218,0.34087874227329407
std005,0,KL001,170,-0.8426684141159058,-0.2569650826445613,0,0.43310490917887556,0.5163440117268452,0.5857033314713445
std005,0,KL001,171,-0.5414720177650452,-0.23888482095761324,110,0.15732011119019124,0.2353382407713358,0.302587196807432
std005,0,KL001,172,-0.5157738327980042,-0.23972147918370418,105,0.13713293303950713,0.21067451827842304,0.27605235361430014
std005,0,KL001,173,-0.453795462846756,-0.24056117700536228,100,0.07771381513516437,0.14911856766526976,0.2132342858413939
std005,0,KL001,174,-0.4258778393268585,-0.24140358081078805,95,0.05103048004253496,0.12134736766053358,0.1844742585160706
std005,0,KL001,175,-0.41594162583351135,-0.24224918925596847,90,0.04187484481516799,0.11145895351891219,0.17369243657754307
std005,0,KL001,176,-0.40451040863990784,-0.24309785400498118,85,0.030666426439668038,0.09996062639216172,0.16141255463492682
std005,0,KL001,177,-0.39179322123527527,-0.243949075755797,80,0.017515698615797354,0.08704737795193686,0.14784414547947847
std005,0,KL001,178,-0.38305792212486267,-0.24480273318819215,75,0.007863265190169534,0.07802566047825475,0.1382551889366707
std005,0,KL001,179,-0.3465534746646881,-0.24565859365161663,70,-0.03153042661451118,0.04086295201103486,0.10089488101307165
std005,0,KL001,180,-0.2871152460575104,-0.2465190579982925,65,-0.09715063854347936,-0.019844523903691805,0.04059618805921801
std005,0,KL001,181,-0.21609286963939667,-0.24738098658879906,60,-0.17843955362900016,-0.09286929183155498,-0.031288116949402284
std005,0,KL001,182,-0.3228081166744232,-0.24824584098360758,55,-0.0769523630737304,0.012894277671336517,0.07456227569081576
std005,0,KL001,183,-0.3449387848377228,-0.24911387044962316,50,-0.05917957467245868,0.034283683077558594,0.09582491438809977
std005,0,KL001,184,-0.36331865191459656,-0.24998495708147053,45,-0.04443567726552018,0.05209781571858589,0.11333369483312612
std005,0,KL001,185,-0.3323744833469391,-0.2508590821686346,40,-0.08084921851923588,0.020267642408750168,0.08151540117830453
std005,0,KL001,186,-0.2990635335445404,-0.2517363261649321,35,-0.12169084174184133,-0.014277928376320408,0.04732720737960837
std005,0,KL001,187,-0.36686065793037415,-0.25261670889666216,30,-0.05828031523386496,0.05295248829342657,0.11424394903371199
std005,0,KL001,188,-0.38436415791511536,-0.2535001818400246,25,-0.04448923423991381,0.07005834799070203,0.1308639760750908
std005,0,KL001,189,-0.383191853761673,-0.2543868316322617,20,-0.04964482576928678,0.06847105602430709,0.12880502212941125
std005,0,KL001,190,-0.3763364255428314,-0.2552766276375058,15,-0.06106873281727557,0.061125692738995846,0.1210597979053256
std005,0,KL001,191,-0.36702850461006165,-0.2561695962936101,10,-0.07569237665921752,0.05122707896963246,0.11085890831645158
std005,0,KL001,192,-0.35482773184776306,-0.2570657666778259,5,-0.09415047527759936,0.0383042423799171,0.09776196516993717
std005,0,KL001,193,-0.3418256342411041,-0.25796515933639685,0,-0.11444671734238288,0.024438814420204437,0.08386047490470727
std005,0,KL001,194,-0.32565733790397644,-0.21141721037106495,0,-0.08922303826193514,0.0551618864278159,0.11424012753291146
std005,0,KL001,195,-0.31157076358795166,-0.1647062156173504,0,-0.06032789976239819,0.08846395014257705,0.1468645479706012
std005,0,KL001,196,-0.3054927885532379,-0.11783158778487826,0,-0.021323368883267257,0.1303595767860754,0.18766120076835954
std005,0,KL001,197,-0.299944132566452,-0.07079273653426937,0,0.02045746708792278,0.17338282896258694,0.22915139603218254
std005,0,KL001,198,-0.2946549952030182,-0.02358908268800254,0,0.06488502027391918,0.2172746924629923,0.27106591251501555
std005,0,KL001,199,-0.289167195558548,0.023779952127597898,0,0.11162510128681358,0.2615832887724191,0.3129471476861458
std005,0,KL001,200,-0.2843092381954193,0.07131494526034017,0,0.16168079166717264,0.3071518764581685,0.3556241834557594
std005,0,KL001,201,-0.2737848460674286,0.11901648415000801,0,0.20860884897039733,0.34763554311858225,0.3928013302174366
std005,0,KL001,202,-0.26401785016059875,0.16688513373799777,0,0.2590159322479537,0.38947368336690746,0.4309029838985965
std005,0,KL001,203,-0.2497665137052536,0.2149215096630604,0,0.30757760002628903,0.4273874387251246,0.464688023368314
std005,0,KL001,204,-0.22304372489452362,0.26312619834646295,0,0.3457989705548126,0.45327135974327254,0.48616992324098657
std005,0,KL001,205,-0.19345811009407043,0.3114997622461742,0,0.3832579925680778,0.4767111515500345,0.5049578723402446
std005,0,KL001,206,-0.2251492291688919,0.3600427881533899,,0.4874376103915705,0.562471037054418,0.5851920173222818
std005,0,KL001,207,0.04192536324262619,0.36130474334248724,,0.2329289102955574,0.29957453623782737,0.319379380099861
std005,0,KL001,208,0.050176315009593964,0.3625714328004504,,0.23751762729268963,0.2954756388146721,0.3123951177908564
std005,0,KL001,209,0.0586373433470726,0.3638425747623799,,0.24217409247248933,0.29113784906558304,0.30520523141530725
std005,0,KL001,210,0.0670495256781578,0.3651181778269181,,0.24717543890503185,0.2868201828371786,0.2980686521487602
std005,0,KL001,211,0.07530305534601212,0.36639825725489444,,0.2526564956296241,0.2826336571854243,0.2910952019088823
std005,0,KL001,212,0.2052711695432663,0.3676828286328385,,0.13035607647215602,0.15547521930191655,0.16241165908957217
std005,0,KL001,213,0.22349023818969727,0.3689717326024654,,0.11927747009848332,0.13991995048073105,0.14548149441276811
std005,0,KL001,214,0.22483466565608978,0.3702648296229268,,0.1254045546642894,0.14126175120853154,0.14543016396683695
std005,0,KL001,215,0.2284269481897354,0.3715624523660327,,0.1295155051172759,0.14035604675022978,0.14313550417629722
std005,0,KL001,216,0.23168353736400604,0.3728646227589554,,0.13422459481183427,0.1397897872783263,0.14118108539494933
std005,0,KL001,217,0.23455406725406647,0.3741713569653161,,0.13961728971124965,0.13961728971124965,0.13961728971124965
std005,0,KL002,0,-0.1999112218618393,0.2049877854579464,,0.06643123962560953,0.20740339568611832,0.4048990073197857
std005,0,KL002,1,-0.21187140047550201,0.2057060386807433,,0.08202501076341569,0.22160590856059778,0.4175774391562453
std005,0,KL002,2,-0.22250996530056,0.2064268528226157,,0.09706178226832263,0.23462489848532703,0.42893681812317563
std005,0,KL002,3,-0.22584743797779083,0.20715024919351038,,0.10522088363917757,0.24040903473919867,0.43299768717130116
std005,0,KL002,4,-0.22715172171592712,0.20787621385079838,,0.11168703096309601,0.24420656355037,0.4350279355667255
std005,0,KL002,5,-0.2243807315826416,0.20860474455619013,,0.11422280132554183,0.2439348596328453,0.4329854761388317
std005,0,KL002,6,-0.2199123352766037,0.2093358403222997,,0.11512487531281379,0.24195471749158287,0.4292481755989034
std005,0,KL002,7,-0.21158364415168762,0.21006949581089238,,0.11203076390766858,0.23606409065418799,0.42165313996257997
std005,0,KL002,8,-0.20165038108825684,0.2108057189471883,,0.10710408441408135,0.22850180855143318,0.4124561000354451
