case,episode,agent,scenario_sha256,decision,start_seconds,terminal,heading_action,speed_action,critic_value,native_reward,reward_goal,reward_intrusion,reward_restricted,reward_outside,reward_drift,intrusion_seconds,intrusion_events,predicted_threats,earliest_predicted_entry_seconds
std020,0,KL002,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,1,5,0,-0.12483256310224533,-0.291387677192688,-0.5160826444625854,-0.00020404049229039088,0.0,-0.0,-0.0,-0.0,-0.00020404049229039088,0.0,0.0,0,
std020,0,KL003,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,1,5,0,-0.2898213267326355,-0.21155312657356262,-0.7394970059394836,-0.00031123426653359947,0.0,-0.0,-0.0,-0.0,-0.00031123426653359947,0.0,0.0,0,
std020,0,KL004,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,1,5,0,-0.2919020354747772,-0.14617550373077393,-0.6597034931182861,-0.0003128874735184906,0.0,-0.0,-0.0,-0.0,-0.0003128874735184906,0.0,0.0,0,
std020,0,KL005,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,1,5,0,-0.2310035228729248,-0.03183220699429512,-0.8704780340194702,-0.0003158728099684958,0.0,-0.0,-0.0,-0.0,-0.0003158728099684958,0.0,0.0,0,
std020,0,KL006,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,1,5,0,-0.05645886808633804,-0.2121509611606598,-0.6532846689224243,-0.00031546215143442926,0.0,-0.0,-0.0,-0.0,-0.00031546215143442926,0.0,0.0,0,
std020,0,KL007,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,1,5,0,-0.20260000228881836,-0.16423818469047546,-0.752295732498169,-0.00031412384323702884,0.0,-0.0,-0.0,-0.0,-0.00031412384323702884,0.0,0.0,0,
std020,0,KL008,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,1,5,0,-0.02465706132352352,-0.41884660720825195,-0.9675160646438599,-9.123277235880321e-05,0.0,-0.0,-0.0,-0.0,-9.123277235880321e-05,0.0,0.0,0,
std020,0,KL009,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,1,5,0,-0.23735462129116058,0.07319040596485138,-0.8555719256401062,-0.0003133771047830204,0.0,-0.0,-0.0,-0.0,-0.0003133771047830204,0.0,0.0,0,
std020,0,KL0010,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,1,5,0,-0.34820613265037537,-0.3243218958377838,-0.8926680684089661,-0.00031854042900849493,0.0,-0.0,-0.0,-0.0,-0.00031854042900849493,0.0,0.0,0,
std020,0,KL001,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,2,10,0,-0.46023356914520264,-0.2500963807106018,-0.5649307370185852,-0.0004701850263818092,0.0,-0.0,-0.0,-0.0,-0.0004701850263818092,0.0,0.0,0,
std020,0,KL002,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,2,10,0,-0.2734370827674866,-0.36319518089294434,-0.593982458114624,-0.00036439175413736696,0.0,-0.0,-0.0,-0.0,-0.00036439175413736696,0.0,0.0,0,
std020,0,KL003,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,2,10,0,-0.2579645812511444,-0.22542864084243774,-0.6628125309944153,-0.0004714894045777279,0.0,-0.0,-0.0,-0.0,-0.0004714894045777279,0.0,0.0,0,
std020,0,KL004,6684926c7289bd8432a31af5074bd32b85fff20f3961f66edf76fb6119b4b60b,2,10,0,-0.26719388365745544,-0.14298021793365479,-0.7583500742912292,-0.00047167007954290106,0.0,-0.0,-0.0,-0.0,-0.00047167007954290106,0.0,0.0,0,
