time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/iterations,time/time_elapsed,train/explained_variance,train/value_loss,train/clip_range,train/loss,train/std,train/approx_kl,train/clip_fraction,train/learning_rate,train/n_updates,train/policy_gradient_loss,train/entropy_loss
182,-0.8864969083905854,211.82,102400,1,14,0.8311960697174072,0.016393138701096176,0.2,-0.00475942250341177,0.010083342902362347,0.022467934,0.23155758902430534,0.0003,361,-0.014305322989821434,2.6269015669822693
393,-1.1149565129625807,216.94,104960,1,6,0.8135299682617188,0.05465500421822071,0.2,0.040358152240514755,0.010112418793141842,0.017523129,0.18237102776765823,0.0003,371,-0.015531906562391668,2.6088570404052733
234,-1.122831858430742,219.59,107520,1,10,0.6836695075035095,0.01019649903755635,0.2,-0.007948053069412708,0.010114508680999279,0.023151267,0.16962827034294606,0.0003,381,-0.012011953920591623,2.604165244102478
222,-1.0108096343128332,211.54,110080,1,11,0.800859808921814,0.0282258884049952,0.2,0.02852657251060009,0.010103482753038406,0.021236055,0.1660712208598852,0.0003,391,-0.011322031420422717,2.613767719268799
319,-0.8646264738634205,213.16,112640,1,8,0.7596516609191895,0.014378230411397375,0.2,0.046642009168863297,0.010104801505804062,0.058982592,0.228487319920374,0.0003,401,-0.006502270521393612,2.608439326286316
196,-0.8980780659525489,216.11,115200,1,13,0.8390663862228394,0.011838698526844382,0.2,-0.0019849773962050676,0.010103005915880203,0.021907253,0.19051935523748398,0.0003,411,-0.01864173309295438,2.598547434806824
218,-0.8910263654534518,220.78,117760,1,11,0.8926706314086914,0.010373153947293759,0.2,0.04894225671887398,0.010123681277036667,0.031281125,0.2484147721529007,0.0003,421,-0.003847742211073637,2.6095588207244873
300,-0.8951707429699759,221.51,120320,1,8,0.8703247308731079,0.01703506496269256,0.2,0.0031726364977657795,0.010147959925234318,0.02090004,0.19243398637045175,0.0003,431,-0.010237256043001252,2.5779465794563294
212,-0.9041914722862151,228.04,122880,1,12,0.8804358243942261,0.006721464319465061,0.2,-0.0067718420177698135,0.010153353214263916,0.01649773,0.20303725053866703,0.0003,441,-0.013919371847684185,2.565332372983297
217,-0.8986201731678818,228.77,125440,1,11,0.7485686540603638,0.0157071843277663,0.2,0.028638513758778572,0.010164239443838596,0.019248234,0.19792928248643876,0.0003,451,-0.009684936059056782,2.5926140666007997
256,-0.9151079183033671,233.79,128000,1,9,0.8314509391784668,0.04569685141797419,0.2,0.040096085518598557,0.010181194171309471,0.046911944,0.22367974287933773,0.0003,457,0.001168614589712686,2.5800118622956454
422,-0.7038784026306046,238.93,130560,1,6,0.778236448764801,0.008493743964936584,0.2,0.011101757176220417,0.010191068053245544,0.021238165,0.1989964608103037,0.0003,467,-0.01133560603193473,2.5776205182075502
190,-0.6836716531091065,241.4,133120,1,13,0.8274796605110168,0.005471724784001708,0.2,0.0038265292532742023,0.010190949775278568,0.016840672,0.1779023440554738,0.0003,477,-0.01641624208423309,2.5544983744621277
244,-0.8759282942329023,250.58,135680,1,10,0.7813045978546143,0.021893838778711282,0.2,0.04221862927079201,0.010191699489951134,0.046358936,0.19611948613937086,0.0003,481,0.0005570328716063299,2.5573127819941592
286,-0.9035970528144418,258.67,138240,1,8,0.5108277797698975,0.04906929412391037,0.2,0.033756136894226074,0.010212181136012077,0.017456898,0.19274560073390604,0.0003,491,-0.009668799681821837,2.5545917451381683
311,-1.060337515562055,260.73,140800,1,8,0.8773242235183716,0.07370323489109674,0.2,0.03477010875940323,0.010227158665657043,0.02000593,0.21053538645307224,0.0003,501,-0.01216217119169111,2.554623500506083
249,-1.0643058993656789,263.5,143360,1,10,0.8500003218650818,0.04100537120054166,0.2,0.018682273104786873,0.010228539817035198,0.024455337,0.18198065807422,0.0003,511,-0.015410898618089657,2.5602123101552325
248,-0.8324980999130063,256.54,145920,1,10,0.7692689895629883,0.030403205193579197,0.2,0.008774741552770138,0.01022355817258358,0.018715726,0.18792378567159176,0.0003,521,-0.016515627759508787,2.559169626235962
282,-0.9016912194504424,257.14,148480,1,9,0.9234180450439453,0.008041508996393531,0.2,0.0017563172150403261,0.010218857787549496,0.019819196,0.19487021155655385,0.0003,531,-0.009642105677630752,2.5509257853031158
307,-0.8698741263333275,261.21,151040,1,8,0.5217781066894531,0.04607005057235559,0.2,0.013729061931371689,0.010190481320023537,0.02007258,0.1755364586909612,0.0003,541,-0.01540615725486229,2.56117529074351
