waypoint_reached,flight_time,intrusion_events,intrusion_time,restricted_area_events,time_in_restricted_area,sector_exit_events,time_outside_sector,total_reward
1.0,788.0,2.0,83.0,0.0,0.0,0.0,0.0,-41.08776371534891
1.0,843.0,2.0,80.0,0.0,0.0,0.0,0.0,-38.25146235844739
1.0,984.0,0.0,0.0,0.0,0.0,0.0,0.0,37.33455668052982
1.0,984.0,3.0,603.0,0.0,0.0,0.0,0.0,-532.9266279226395
1.0,1012.0,1.0,484.0,0.0,0.0,0.0,0.0,-420.4366209488815
1.0,1023.0,2.0,116.0,0.0,0.0,0.0,0.0,-72.36845963029198
1.0,1073.0,0.0,0.0,0.0,0.0,0.0,0.0,37.323389352385746
1.0,1114.0,1.0,62.0,0.0,0.0,0.0,0.0,-21.29956199852922
1.0,1436.0,2.0,122.0,0.0,0.0,0.0,0.0,-78.16239487333019
1.0,1565.0,1.0,60.0,0.0,0.0,0.0,0.0,-19.514531565915654
1.0,662.0,1.0,60.0,0.0,0.0,0.0,0.0,-19.33514220375026
1.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,37.40494420599518
1.0,773.0,1.0,41.0,0.0,0.0,0.0,0.0,-1.4001662759838425
1.0,785.0,1.0,68.0,0.0,0.0,0.0,0.0,-26.903043537577283
1.0,825.0,1.0,68.0,0.0,0.0,0.0,0.0,-26.90430106718633
1.0,936.0,0.0,0.0,0.0,0.0,0.0,0.0,37.35792398879668
1.0,944.0,1.0,50.0,0.0,0.0,0.0,0.0,-9.882442350929104
1.0,1089.0,1.0,60.0,0.0,0.0,0.0,0.0,-19.3427955258761
1.0,1762.0,3.0,157.0,0.0,0.0,0.0,0.0,-111.34604885227031
1.0,2020.0,1.0,66.0,0.0,0.0,0.0,0.0,-25.286630486191676
1.0,656.0,0.0,0.0,0.0,0.0,0.0,0.0,37.40457053690958
1.0,731.0,0.0,0.0,0.0,0.0,0.0,0.0,37.40659196055309
1.0,1021.0,1.0,34.0,0.0,0.0,0.0,0.0,5.172738105035435
1.0,1330.0,2.0,102.0,0.0,0.0,0.0,0.0,-59.25666484221528
1.0,1343.0,0.0,0.0,0.0,0.0,0.0,0.0,37.249832727870974
1.0,1500.0,1.0,65.0,0.0,0.0,0.0,0.0,-24.23951656599774
1.0,1634.0,2.0,102.0,0.0,0.0,0.0,0.0,-59.23879482036107
1.0,1749.0,1.0,73.0,0.0,0.0,0.0,0.0,-31.923239530569447
1.0,1895.0,2.0,116.0,0.0,0.0,0.0,0.0,-72.57880392663348
1.0,1975.0,3.0,172.0,0.0,0.0,0.0,0.0,-125.55906194440134
1.0,697.0,4.0,188.0,0.0,0.0,0.0,0.0,-140.38571211058732
1.0,737.0,5.0,260.0,0.0,0.0,0.0,0.0,-208.47621295615846
1.0,751.0,0.0,0.0,0.0,0.0,0.0,0.0,37.40591295896376
1.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,37.402207083632845
1.0,858.0,2.0,302.0,0.0,0.0,0.0,0.0,-248.24147211939305
1.0,859.0,2.0,99.0,0.0,0.0,0.0,0.0,-56.24561637116394
1.0,925.0,3.0,374.0,0.0,0.0,0.0,0.0,-316.2915660983632
1.0,944.0,2.0,97.0,0.0,0.0,0.0,0.0,-54.351463014339664
1.0,996.0,0.0,0.0,0.0,0.0,0.0,0.0,37.40120758214916
1.0,1030.0,2.0,70.0,0.0,0.0,0.0,0.0,-28.84001083084697
1.0,825.0,1.0,58.0,0.0,0.0,0.0,0.0,-17.463899881810114
1.0,914.0,1.0,58.0,0.0,0.0,0.0,0.0,-17.449742378759517
1.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,37.398925093155555
1.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,37.32047551179995
