time/total_timesteps,time/fps,rollout/ep_len_mean,time/episodes,time/time_elapsed,rollout/ep_rew_mean,train/learning_rate,train/ent_coef,train/held_actor_updates,train/ent_coef_loss,train/n_updates,train/critic_loss,train/actor_updates,train/actor_loss
2210,279,172.25,392,3,0.05705884827618907,,,,,,,,
2210,279,172.25,396,3,0.05705884827618907,,,,,,,,
2220,281,172.25,400,3,0.05705884827618907,,,,,,,,
2220,281,172.25,404,3,0.05705884827618907,,,,,,,,
2230,283,172.25,408,3,0.05705884827618907,,,,,,,,
2230,283,172.25,412,3,0.05705884827618907,,,,,,,,
2240,284,172.25,416,3,0.05705884827618907,,,,,,,,
2240,284,172.25,420,3,0.05705884827618907,,,,,,,,
2250,286,172.25,424,3,0.05705884827618907,,,,,,,,
2250,286,172.25,428,3,0.05705884827618907,,,,,,,,
2260,286,172.25,432,3,0.05705884827618907,,,,,,,,
2260,286,172.25,436,3,0.05705884827618907,,,,,,,,
2270,288,172.25,440,3,0.05705884827618907,,,,,,,,
2270,288,172.25,444,3,0.05705884827618907,,,,,,,,
2280,289,172.25,448,3,0.05705884827618907,,,,,,,,
2280,289,172.25,452,3,0.05705884827618907,,,,,,,,
2290,291,172.25,456,3,0.05705884827618907,,,,,,,,
2290,291,172.25,460,3,0.05705884827618907,,,,,,,,
2300,293,172.25,464,3,0.05705884827618907,,,,,,,,
2300,293,172.25,468,3,0.05705884827618907,,,,,,,,
2310,294,172.25,472,3,0.05705884827618907,,,,,,,,
2310,294,172.25,476,3,0.05705884827618907,,,,,,,,
2320,296,172.25,480,3,0.05705884827618907,,,,,,,,
2320,296,172.25,484,3,0.05705884827618907,,,,,,,,
2330,297,172.25,488,3,0.05705884827618907,,,,,,,,
2330,297,172.25,492,3,0.05705884827618907,,,,,,,,
2340,299,172.25,496,3,0.05705884827618907,,,,,,,,
2340,299,172.25,500,3,0.05705884827618907,,,,,,,,
2350,300,172.25,504,3,0.05705884827618907,,,,,,,,
2350,300,172.25,508,3,0.05705884827618907,,,,,,,,
2360,302,179.33333333333334,512,3,0.08824433214263706,,,,,,,,
2360,302,179.33333333333334,516,3,0.08824433214263706,,,,,,,,
2370,304,179.33333333333334,520,3,0.08824433214263706,,,,,,,,
2370,304,179.33333333333334,524,3,0.08824433214263706,,,,,,,,
2370,304,179.33333333333334,528,3,0.08824433214263706,,,,,,,,
2380,306,179.33333333333334,532,3,0.08824433214263706,,,,,,,,
2380,306,179.33333333333334,536,3,0.08824433214263706,,,,,,,,
2390,307,179.33333333333334,540,3,0.08824433214263706,,,,,,,,
2390,307,179.33333333333334,544,3,0.08824433214263706,,,,,,,,
2400,309,179.33333333333334,548,3,0.08824433214263706,,,,,,,,
2400,309,179.33333333333334,552,3,0.08824433214263706,,,,,,,,
2410,311,179.33333333333334,556,3,0.08824433214263706,,,,,,,,
2410,311,179.33333333333334,560,3,0.08824433214263706,,,,,,,,
2410,311,179.33333333333334,564,3,0.08824433214263706,,,,,,,,
2420,312,179.33333333333334,568,3,0.08824433214263706,,,,,,,,
2420,312,179.33333333333334,572,3,0.08824433214263706,,,,,,,,
2430,314,179.33333333333334,576,3,0.08824433214263706,,,,,,,,
2430,314,179.33333333333334,580,3,0.08824433214263706,,,,,,,,
2440,316,179.33333333333334,584,3,0.08824433214263706,,,,,,,,
2440,316,179.33333333333334,588,3,0.08824433214263706,,,,,,,,
2450,317,179.33333333333334,592,3,0.08824433214263706,,,,,,,,
2450,317,179.33333333333334,596,3,0.08824433214263706,,,,,,,,
2450,317,179.33333333333334,600,3,0.08824433214263706,,,,,,,,
2460,319,179.33333333333334,604,3,0.08824433214263706,,,,,,,,
2460,319,179.33333333333334,608,3,0.08824433214263706,,,,,,,,
2470,321,179.33333333333334,612,3,0.08824433214263706,,,,,,,,
2470,321,179.33333333333334,616,3,0.08824433214263706,,,,,,,,
2480,322,179.33333333333334,620,3,0.08824433214263706,,,,,,,,
2480,322,179.33333333333334,624,3,0.08824433214263706,,,,,,,,
2490,324,179.33333333333334,628,3,0.08824433214263706,,,,,,,,
2490,324,179.33333333333334,632,3,0.08824433214263706,,,,,,,,
2490,324,179.33333333333334,636,3,0.08824433214263706,,,,,,,,
2500,325,179.33333333333334,640,3,0.08824433214263706,,,,,,,,
2500,325,179.33333333333334,644,3,0.08824433214263706,,,,,,,,
2510,327,179.33333333333334,648,3,0.08824433214263706,,,,,,,,
2510,327,179.33333333333334,652,3,0.08824433214263706,,,,,,,,
2520,329,179.33333333333334,656,3,0.08824433214263706,,,,,,,,
2520,329,179.33333333333334,660,3,0.08824433214263706,,,,,,,,
2530,330,179.33333333333334,664,3,0.08824433214263706,,,,,,,,
2530,330,179.33333333333334,668,3,0.08824433214263706,,,,,,,,
2530,330,179.33333333333334,672,3,0.08824433214263706,,,,,,,,
2540,332,179.33333333333334,676,3,0.08824433214263706,,,,,,,,
2540,332,179.33333333333334,680,3,0.08824433214263706,,,,,,,,
2550,333,179.33333333333334,684,3,0.08824433214263706,,,,,,,,
2550,333,179.33333333333334,688,3,0.08824433214263706,,,,,,,,
2560,335,179.33333333333334,692,3,0.08824433214263706,,,,,,,,
2560,335,179.33333333333334,696,3,0.08824433214263706,,,,,,,,
2570,833,179.33333333333334,700,0,0.08824433214263706,,,,,,,,
2570,833,179.33333333333334,704,0,0.08824433214263706,,,,,,,,
2570,833,179.33333333333334,708,0,0.08824433214263706,,,,,,,,
2580,768,179.33333333333334,712,0,0.08824433214263706,,,,,,,,
2580,768,179.33333333333334,716,0,0.08824433214263706,,,,,,,,
2590,810,179.33333333333334,720,0,0.08824433214263706,,,,,,,,
2590,789,179.33333333333334,724,0,0.08824433214263706,,,,,,,,
2600,53,187.4,728,0,0.06557649591294626,,,,,,,,
2600,53,187.4,732,0,0.06557649591294626,,,,,,,,
2600,53,187.4,736,0,0.06557649591294626,,,,,,,,
3990,172,182.72727272727272,740,0,0.055795278939655905,,,,,,,,
4030,166,182.72727272727272,744,1,0.055795278939655905,,,,,,,,
4070,165,182.72727272727272,748,1,0.055795278939655905,,,,,,,,
4110,169,182.72727272727272,752,1,0.055795278939655905,,,,,,,,
4150,174,182.72727272727272,756,1,0.055795278939655905,,,,,,,,
4190,176,182.72727272727272,760,1,0.055795278939655905,,,,,,,,
4230,179,181.08333333333334,764,2,0.08229218813731015,,,,,,,,
4240,181,179.76923076923077,768,2,0.09091540907684453,,,,,,,,
4260,184,179.76923076923077,772,2,0.09091540907684453,,,,,,,,
4270,185,179.76923076923077,776,2,0.09091540907684453,,,,,,,,
4280,185,179.76923076923077,780,2,0.09091540907684453,,,,,,,,
4300,187,179.76923076923077,784,2,0.09091540907684453,,,,,,,,
4310,187,179.76923076923077,788,2,0.09091540907684453,,,,,,,,
4320,188,179.76923076923077,792,2,0.09091540907684453,,,,,,,,
4340,189,179.76923076923077,796,2,0.09091540907684453,,,,,,,,
4350,189,179.76923076923077,800,2,0.09091540907684453,,,,,,,,
4360,189,179.76923076923077,804,2,0.09091540907684453,,,,,,,,
4380,189,179.76923076923077,808,2,0.09091540907684453,,,,,,,,
4390,189,179.76923076923077,812,2,0.09091540907684453,,,,,,,,
4400,190,179.76923076923077,816,2,0.09091540907684453,,,,,,,,
4420,192,179.76923076923077,820,3,0.09091540907684453,,,,,,,,
4430,193,179.76923076923077,824,3,0.09091540907684453,,,,,,,,
4440,194,179.76923076923077,828,3,0.09091540907684453,,,,,,,,
4460,195,179.76923076923077,832,3,0.09091540907684453,,,,,,,,
4470,194,179.76923076923077,836,3,0.09091540907684453,,,,,,,,
4480,194,179.76923076923077,840,3,0.09091540907684453,,,,,,,,
4500,195,179.76923076923077,844,3,0.09091540907684453,,,,,,,,
4510,195,179.76923076923077,848,3,0.09091540907684453,,,,,,,,
4520,196,179.76923076923077,852,3,0.09091540907684453,,,,,,,,
4540,197,179.76923076923077,856,3,0.09091540907684453,,,,,,,,
4550,198,179.76923076923077,860,3,0.09091540907684453,,,,,,,,
4560,198,179.76923076923077,864,3,0.09091540907684453,,,,,,,,
4570,198,181.0,868,3,-0.0009935308955343336,,,,,,,,
4580,199,181.0,872,3,-0.0009935308955343336,,,,,,,,
4590,200,181.0,876,3,-0.0009935308955343336,,,,,,,,
4600,201,181.0,880,3,-0.0009935308955343336,,,,,,,,
4610,202,181.0,884,3,-0.0009935308955343336,,,,,,,,
4620,203,181.0,888,3,-0.0009935308955343336,,,,,,,,
4630,202,181.0,892,3,-0.0009935308955343336,,,,,,,,
4640,203,181.0,896,3,-0.0009935308955343336,,,,,,,,
4650,204,181.0,900,3,-0.0009935308955343336,,,,,,,,
4660,205,181.0,904,3,-0.0009935308955343336,,,,,,,,
4670,205,181.0,908,4,-0.0009935308955343336,,,,,,,,
4680,206,181.0,912,4,-0.0009935308955343336,,,,,,,,
4690,207,181.0,916,4,-0.0009935308955343336,,,,,,,,
4700,208,181.0,920,4,-0.0009935308955343336,,,,,,,,
4710,208,181.0,924,4,-0.0009935308955343336,,,,,,,,
4720,209,181.0,928,4,-0.0009935308955343336,,,,,,,,
4730,210,181.0,932,4,-0.0009935308955343336,,,,,,,,
4740,210,181.0,936,4,-0.0009935308955343336,,,,,,,,
4750,211,181.0,940,4,-0.0009935308955343336,,,,,,,,
4760,212,181.0,944,4,-0.0009935308955343336,,,,,,,,
4770,212,181.0,948,4,-0.0009935308955343336,,,,,,,,
4780,213,181.0,952,4,-0.0009935308955343336,,,,,,,,
4790,213,181.0,956,4,-0.0009935308955343336,,,,,,,,
4800,214,181.0,960,4,-0.0009935308955343336,,,,,,,,
4810,215,181.0,964,4,-0.0009935308955343336,,,,,,,,
4820,215,181.0,968,4,-0.0009935308955343336,,,,,,,,
4830,216,181.0,972,4,-0.0009935308955343336,,,,,,,,
4840,217,181.0,976,4,-0.0009935308955343336,,,,,,,,
4850,218,181.0,980,4,-0.0009935308955343336,,,,,,,,
4860,218,181.0,984,4,-0.0009935308955343336,,,,,,,,
4870,219,181.0,988,4,-0.0009935308955343336,,,,,,,,
4880,220,181.0,992,4,-0.0009935308955343336,,,,,,,,
4890,220,181.0,996,4,-0.0009935308955343336,,,,,,,,
4900,221,181.0,1000,4,-0.0009935308955343336,,,,,,,,
4910,222,181.0,1004,4,-0.0009935308955343336,,,,,,,,
4920,222,181.0,1008,4,-0.0009935308955343336,,,,,,,,
4930,222,181.0,1012,4,-0.0009935308955343336,,,,,,,,
4940,223,181.0,1016,4,-0.0009935308955343336,,,,,,,,
4950,223,181.0,1020,4,-0.0009935308955343336,,,,,,,,
4960,224,181.0,1024,4,-0.0009935308955343336,,,,,,,,
4970,224,181.0,1028,5,-0.0009935308955343336,,,,,,,,
4980,225,181.0,1032,5,-0.0009935308955343336,,,,,,,,
4990,225,181.0,1036,5,-0.0009935308955343336,,,,,,,,
5000,225,181.0,1040,5,-0.0009935308955343336,,,,,,,,
5010,225,181.0,1044,5,-0.0009935308955343336,,,,,,,,
5020,224,181.0,1048,5,-0.0009935308955343336,0.0003,0.009999999776482582,0,5.511298656463623,1,0.04152747616171837,1,0.6245925426483154
5030,223,181.0,1052,5,-0.0009935308955343336,0.0003,0.010002998635172844,0,5.103137493133545,2,0.04946320503950119,2,0.5591244697570801
5040,222,181.0,1056,5,-0.0009935308955343336,0.0003,0.010005990043282509,0,5.3901190757751465,3,0.027954615652561188,3,0.5210523009300232
5050,221,181.0,1060,5,-0.0009935308955343336,0.0003,0.010008987039327621,0,5.596593856811523,4,0.026360899209976196,4,0.4108073115348816
5060,220,181.0,1064,5,-0.0009935308955343336,0.0003,0.010011994279921055,0,4.87890625,5,0.029771042987704277,5,0.31316283345222473
5070,220,181.0,1068,5,-0.0009935308955343336,0.0003,0.010014982894062996,0,5.149970054626465,6,0.019233891740441322,6,0.28506341576576233
5080,219,181.0,1072,5,-0.0009935308955343336,0.0003,0.010017973370850086,0,4.630586624145508,7,0.015327876433730125,7,0.3756471276283264
5090,219,181.0,1076,5,-0.0009935308955343336,0.0003,0.010020945221185684,0,4.290885925292969,8,0.0123909842222929,8,0.46313703060150146
5100,218,181.0,1080,5,-0.0009935308955343336,0.0003,0.010023893788456917,0,4.680073261260986,9,0.014949517324566841,9,0.48966512084007263
5110,217,181.0,1084,5,-0.0009935308955343336,0.0003,0.010026838630437851,0,4.2584710121154785,10,0.013776138424873352,10,0.48569542169570923
5120,216,181.0,1088,5,-0.0009935308955343336,0.0003,0.010029764845967293,0,4.094852924346924,11,0.010464739054441452,11,0.44414588809013367
5130,277,181.0,1092,0,-0.0009935308955343336,0.0003,0.010032668709754944,0,4.020627498626709,12,0.010413158684968948,12,0.4498802423477173
5140,202,181.0,1096,0,-0.0009935308955343336,0.0003,0.010035553015768528,0,4.106751918792725,13,0.006453313399106264,13,0.4306943714618683
5150,173,181.0,1100,0,-0.0009935308955343336,0.0003,0.010038425214588642,0,3.8504183292388916,14,0.00700860470533371,14,0.41563814878463745
5160,169,181.0,1104,0,-0.0009935308955343336,0.0003,0.01004127785563469,0,3.397933006286621,15,0.006477100308984518,15,0.34765660762786865
5170,161,181.0,1108,0,-0.0009935308955343336,0.0003,0.010044089518487453,0,3.428044080734253,16,0.007888390682637691,16,0.31518563628196716
5180,157,181.0,1112,0,-0.0009935308955343336,0.0003,0.010046872310340405,0,3.1492972373962402,17,0.009404380805790424,17,0.2977294921875
5190,152,181.0,1116,0,-0.0009935308955343336,0.0003,0.010049613192677498,0,2.878710985183716,18,0.0049900151789188385,18,0.3190804719924927
5200,153,181.0,1120,0,-0.0009935308955343336,0.0003,0.010052301920950413,0,2.512462615966797,19,0.005403609946370125,19,0.3489055335521698
5210,152,181.0,1124,0,-0.0009935308955343336,0.0003,0.010054929181933403,0,2.93977952003479,20,0.005740232765674591,20,0.3827419877052307
5220,148,186.4,1128,0,-0.018335741489886415,0.0003,0.010057522915303707,0,2.939988374710083,21,0.0056565604172647,21,0.3934710621833801
5230,150,186.4,1132,0,-0.018335741489886415,0.0003,0.010060093365609646,0,2.1633524894714355,22,0.004699567332863808,22,0.3899785280227661
5240,153,186.4,1136,0,-0.018335741489886415,0.0003,0.010062593035399914,0,2.363506317138672,23,0.0038020042702555656,23,0.3923952579498291
5250,156,186.4,1140,0,-0.018335741489886415,0.0003,0.010065045207738876,0,1.988288402557373,24,0.004957304336130619,24,0.38056352734565735
5250,156,186.4,1144,0,-0.018335741489886415,,,,,,,,
5260,156,186.4,1148,0,-0.018335741489886415,0.0003,0.010067431256175041,0,1.151534080505371,25,0.0028993485029786825,25,0.3770647943019867
5270,158,186.4,1152,0,-0.018335741489886415,0.0003,0.010069692507386208,0,1.5904972553253174,26,0.0024035328533500433,26,0.3408380448818207
5280,157,186.4,1156,1,-0.018335741489886415,0.0003,0.010071882046759129,0,1.45748770236969,27,0.0023593129590153694,27,0.33062103390693665
5290,157,186.4,1160,1,-0.018335741489886415,0.0003,0.010073990561068058,0,0.6294256448745728,28,0.0022746166214346886,28,0.3115163743495941
5290,157,186.4,1164,1,-0.018335741489886415,,,,,,,,
5300,159,186.4,1168,1,-0.018335741489886415,0.0003,0.010075964964926243,0,0.0032380223274230957,29,0.006026647984981537,29,0.28855955600738525
5310,159,186.4,1172,1,-0.018335741489886415,0.0003,0.010077767074108124,0,0.5802521705627441,30,0.0037171943113207817,30,0.30633261799812317
5320,159,186.4,1176,1,-0.018335741489886415,0.0003,0.010079458355903625,0,-0.13538214564323425,31,0.0037938356399536133,31,0.32063227891921997
5330,159,186.4,1180,1,-0.018335741489886415,0.0003,0.010080987587571144,0,-0.9783676862716675,32,0.0028052686247974634,32,0.33808425068855286
5330,159,186.4,1184,1,-0.018335741489886415,,,,,,,,
5340,159,186.4,1188,1,-0.018335741489886415,0.0003,0.010082290507853031,0,-1.5476852655410767,33,0.003921255003660917,33,0.34285926818847656
5350,160,186.4,1192,1,-0.018335741489886415,0.0003,0.0100833335891366,0,-1.7560819387435913,34,0.002213671337813139,34,0.35237738490104675
5360,160,186.4,1196,1,-0.018335741489886415,0.0003,0.0100841224193573,0,-2.2435245513916016,35,0.001562978490255773,35,0.34531018137931824
5370,159,186.4,1200,1,-0.018335741489886415,0.0003,0.010084631852805614,0,-3.4112939834594727,36,0.004286401905119419,36,0.3343242406845093
5370,159,186.4,1204,1,-0.018335741489886415,,,,,,,,
5380,160,186.4,1208,1,-0.018335741489886415,0.0003,0.010084780864417553,0,-3.7825124263763428,37,0.0016701621934771538,37,0.32401931285858154
5390,159,186.4,1212,1,-0.018335741489886415,0.0003,0.010084569454193115,0,-4.276661396026611,38,0.002248848555609584,38,0.31171727180480957
5400,158,186.4,1216,1,-0.018335741489886415,0.0003,0.010083996690809727,0,-4.96879243850708,39,0.003313365625217557,39,0.2931753993034363
5410,159,186.4,1220,1,-0.018335741489886415,0.0003,0.010083054192364216,0,-5.481540679931641,40,0.0011542905122041702,40,0.28623485565185547
5410,159,186.4,1224,1,-0.018335741489886415,,,,,,,,
5420,159,186.4,1228,1,-0.018335741489886415,0.0003,0.010081746615469456,0,-6.120572090148926,41,0.0025815856643021107,41,0.28708937764167786
5430,159,186.4,1232,1,-0.018335741489886415,0.0003,0.010080083273351192,0,-7.018352031707764,42,0.001613702392205596,42,0.2963879704475403
5440,159,186.4,1236,2,-0.018335741489886415,0.0003,0.010078065097332,0,-7.211246490478516,43,0.002499309601262212,43,0.3103264272212982
5450,159,186.4,1240,2,-0.018335741489886415,0.0003,0.010075739584863186,0,-8.108993530273438,44,0.0010510585270822048,44,0.31622371077537537
5450,159,186.4,1244,2,-0.018335741489886415,,,,,,,,
5460,159,186.4,1248,2,-0.018335741489886415,0.0003,0.010073111392557621,0,-8.3736572265625,45,0.0009660855866968632,45,0.3184296488761902
5470,159,186.4,1252,2,-0.018335741489886415,0.0003,0.010070220567286015,0,-9.369149208068848,46,0.0014073780039325356,46,0.3123050034046173
5480,159,186.4,1256,2,-0.018335741489886415,0.0003,0.010067075490951538,0,-8.80550479888916,47,0.005470708943903446,47,0.31903377175331116
5490,160,186.4,1260,2,-0.018335741489886415,0.0003,0.010063745081424713,0,-9.788033485412598,48,0.0039061675779521465,48,0.30013909935951233
5490,160,186.4,1264,2,-0.018335741489886415,,,,,,,,
5500,160,186.4,1268,2,-0.018335741489886415,0.0003,0.010060228407382965,0,-11.136154174804688,49,0.0019058582838624716,49,0.2896382212638855
5510,160,186.4,1272,2,-0.018335741489886415,0.0003,0.010056520812213421,0,-10.977571487426758,50,0.0009891605004668236,50,0.29089945554733276
5520,160,186.4,1276,2,-0.018335741489886415,0.0003,0.010052661411464214,0,-11.190356254577637,51,0.00376293808221817,51,0.2774229645729065
5530,160,186.4,1280,2,-0.018335741489886415,0.0003,0.010048678144812584,0,-12.161993026733398,52,0.00758028868585825,52,0.26897647976875305
5530,160,186.4,1284,2,-0.018335741489886415,,,,,,,,
5540,161,186.4,1288,2,-0.018335741489886415,0.0003,0.010044568218290806,0,-11.730234146118164,53,0.0026054945774376392,53,0.2744315564632416
5550,160,186.4,1292,2,-0.018335741489886415,0.0003,0.010040373541414738,0,-12.291797637939453,54,0.0010862150229513645,54,0.3006889820098877
5560,160,186.4,1296,2,-0.018335741489886415,0.0003,0.01003609411418438,0,-12.821346282958984,55,0.0009113912819884717,55,0.29069754481315613
5570,160,186.4,1300,2,-0.018335741489886415,0.0003,0.01003173552453518,0,-13.18175220489502,56,0.0021437881514430046,56,0.29991063475608826
5570,160,186.4,1304,2,-0.018335741489886415,,,,,,,,
5580,161,186.4,1308,2,-0.018335741489886415,0.0003,0.010027311742305756,0,-13.215110778808594,57,0.0025844862684607506,57,0.3011556565761566
5590,161,186.4,1312,2,-0.018335741489886415,0.0003,0.010022837668657303,0,-13.645547866821289,58,0.0010975566692650318,58,0.2909635007381439
5600,160,186.4,1316,2,-0.018335741489886415,0.0003,0.010018312372267246,0,-13.536872863769531,59,0.00572484964504838,59,0.28257817029953003
5610,160,186.4,1320,3,-0.018335741489886415,0.0003,0.010013756342232227,0,-14.040040969848633,60,0.00414743646979332,60,0.2706703543663025
5610,160,186.4,1324,3,-0.018335741489886415,,,,,,,,
5620,160,186.4,1328,3,-0.018335741489886415,0.0003,0.010009163990616798,0,-14.081694602966309,61,0.0019229874014854431,61,0.2654161751270294
5630,161,193.6875,1332,3,-0.6589157208076624,0.0003,0.010004549287259579,0,-14.89617919921875,62,0.0011812921147793531,62,0.27159383893013
5640,161,193.6875,1336,3,-0.6589157208076624,0.0003,0.009999903850257397,0,-14.410697937011719,63,0.004559106193482876,63,0.27363717555999756
5640,161,193.6875,1340,3,-0.6589157208076624,,,,,,,,
5650,161,193.6875,1344,3,-0.6589157208076624,0.0003,0.009995246306061745,0,-14.915437698364258,64,0.0017066006548702717,64,0.2813689708709717
5660,162,193.6875,1348,3,-0.6589157208076624,0.0003,0.00999057199805975,0,-14.6329345703125,65,0.0024412483908236027,65,0.28830569982528687
5660,162,193.6875,1352,3,-0.6589157208076624,,,,,,,,
5670,162,193.6875,1356,3,-0.6589157208076624,0.0003,0.009985899552702904,0,-14.986066818237305,66,0.001892952946946025,66,0.2939702868461609
5680,163,193.6875,1360,3,-0.6589157208076624,0.0003,0.009981219656765461,0,-15.10312557220459,67,0.003064459189772606,67,0.28416216373443604
