completion_index,native_return,unscaled_learning_return,learning_return,shaping_return
0,37.409822095418704,37.409822095418704,0.37409822095418704,0.0
1,37.408535558968964,37.408535558968964,0.37408535558968964,0.0
2,37.35930565076834,37.35930565076834,0.37359305650768343,0.0
3,-75.21090557550012,-75.21090557550012,-0.7521090557550012,0.0
4,37.305854903116405,37.305854903116405,0.37305854903116403,0.0
5,37.36069609062934,37.36069609062934,0.3736069609062934,0.0
6,-16.606442204876117,-16.606442204876117,-0.16606442204876118,0.0
7,-21.36600024542887,-21.36600024542887,-0.21366000245428873,0.0
8,37.02641099965472,37.02641099965472,0.37026410999654724,0.0
9,-110.2973106663229,-110.29731066632291,-1.1029731066632291,-1.4210854715202004e-14
10,-318.19831395778255,-318.19831395778255,-3.1819831395778255,0.0
11,-21.246012250380943,-21.246012250380943,-0.21246012250380944,0.0
12,-75.18467119695345,-75.18467119695345,-0.7518467119695345,0.0
13,-22.17432007840101,-22.17432007840101,-0.2217432007840101,0.0
14,37.40486976869124,37.40486976869124,0.3740486976869124,0.0
15,-377.88249272768417,-377.88249272768417,-3.7788249272768417,0.0
16,-24.165251539783497,-24.165251539783497,-0.24165251539783497,0.0
17,-24.225802552195915,-24.225802552195915,-0.24225802552195916,0.0
18,-81.91297150118618,-81.91297150118618,-0.8191297150118618,0.0
19,-139.84544970814756,-139.84544970814756,-1.3984544970814756,0.0
20,-13.659670136292249,-13.659670136292249,-0.13659670136292248,0.0
21,37.407025538675036,37.407025538675036,0.37407025538675037,0.0
22,-162.13637418510808,-162.13637418510808,-1.621363741851081,0.0
23,-146.05928385757917,-146.05928385757917,-1.4605928385757918,0.0
24,-60.960274662619156,-60.96027466261916,-0.6096027466261916,-7.105427357601002e-15
25,-163.13861785617354,-163.13861785617354,-1.6313861785617354,0.0
26,-235.1298804457617,-235.12988044576167,-2.351298804457617,2.842170943040401e-14
27,-364.7002375805543,-364.7002375805543,-3.647002375805543,0.0
28,-47.86089864496148,-47.86089864496148,-0.4786089864496148,0.0
29,-180.31566838542895,-180.31566838542895,-1.8031566838542896,0.0
30,-76.07794853058971,-76.07794853058971,-0.7607794853058971,0.0
31,-78.01391327561414,-78.01391327561414,-0.7801391327561414,0.0
32,-22.172904596456696,-22.172904596456696,-0.22172904596456697,0.0
33,-109.19747951373647,-109.19747951373645,-1.0919747951373646,1.4210854715202004e-14
34,-14.637684171338776,-14.637684171338776,-0.14637684171338777,0.0
35,-111.07496656416579,-111.07496656416579,-1.110749665641658,0.0
36,-14.611916203887198,-14.611916203887198,-0.14611916203887199,0.0
37,-16.513877749853613,-16.513877749853613,-0.16513877749853614,0.0
38,-75.26434518847077,-75.26434518847077,-0.7526434518847077,0.0
39,-29.929088833513816,-29.929088833513816,-0.29929088833513817,0.0
40,37.4012996311863,37.4012996311863,0.37401299631186297,0.0
41,19.43351821443034,19.43351821443034,0.1943351821443034,0.0
42,37.39517001854177,37.39517001854177,0.3739517001854177,0.0
43,-21.228853424250516,-21.228853424250516,-0.21228853424250516,0.0
44,-27.845736804050638,-27.84573680405064,-0.2784573680405064,-3.552713678800501e-15
45,-81.7563978592703,-81.7563978592703,-0.8175639785927029,0.0
46,37.3656405484801,37.3656405484801,0.373656405484801,0.0
47,-34.467934232569,-34.467934232569,-0.34467934232569003,0.0
48,-21.24056811314275,-21.24056811314275,-0.2124056811314275,0.0
49,-79.92274603306251,-79.92274603306251,-0.7992274603306251,0.0
50,-20.284649308716773,-20.284649308716773,-0.20284649308716773,0.0
51,37.401235643159566,37.401235643159566,0.3740123564315957,0.0
52,-20.306393123151942,-20.306393123151942,-0.20306393123151942,0.0
53,37.40122403823086,37.40122403823086,0.37401224038230857,0.0
54,37.39352003524194,37.39352003524194,0.37393520035241945,0.0
55,37.29516780151801,37.29516780151801,0.37295167801518014,0.0
56,-76.19541526667393,-76.19541526667393,-0.7619541526667394,0.0
57,-21.292245196586734,-21.292245196586734,-0.21292245196586734,0.0
58,37.226569099379624,37.226569099379624,0.37226569099379625,0.0
59,-17.538282832699466,-17.538282832699466,-0.17538282832699467,0.0
60,19.43637248278752,19.43637248278752,0.1943637248278752,0.0
61,8.087365292197418,8.087365292197418,0.08087365292197418,0.0
62,-16.503359745114615,-16.503359745114615,-0.16503359745114615,0.0
63,37.4046492788407,37.4046492788407,0.374046492788407,0.0
64,37.4020250826692,37.4020250826692,0.374020250826692,0.0
65,-63.79137986214276,-63.79137986214276,-0.6379137986214276,0.0
66,37.39466290821661,37.39466290821661,0.3739466290821661,0.0
67,37.331569500723745,37.331569500723745,0.37331569500723744,0.0
68,37.20526152772048,37.20526152772048,0.3720526152772048,0.0
69,37.11791796138094,37.11791796138094,0.3711791796138094,0.0
70,37.40579521143644,37.40579521143644,0.37405795211436443,0.0
71,37.40042247462748,37.40042247462748,0.3740042247462748,0.0
72,-60.078852582737035,-60.07885258273704,-0.6007885258273704,-7.105427357601002e-15
73,-110.1795773010806,-110.17957730108061,-1.1017957730108061,-1.4210854715202004e-14
74,-72.42131399510711,-72.42131399510711,-0.7242131399510712,0.0
75,-61.98033028741339,-61.98033028741339,-0.6198033028741339,0.0
76,-114.08075572198285,-114.08075572198285,-1.1408075572198286,0.0
77,-64.86661417611768,-64.86661417611768,-0.6486661417611768,0.0
78,-39.420945974213595,-39.420945974213595,-0.39420945974213595,0.0
79,-43.141679049653554,-43.141679049653554,-0.43141679049653553,0.0
80,-15.592309016844887,-15.592309016844888,-0.15592309016844888,-1.7763568394002505e-15
81,-68.53199262075336,-68.53199262075336,-0.6853199262075336,0.0
82,14.659801662390581,14.659801662390581,0.1465980166239058,0.0
83,-305.02454792955314,-305.02454792955314,-3.0502454792955316,0.0
84,-327.76109595304894,-327.76109595304894,-3.2776109595304894,0.0
85,6.156121993973585,6.156121993973585,0.06156121993973585,0.0
