time,agent,route_target_index,route_target_distance_km,in_route_domain,lat,lon,cas_mps,tas_mps,goal_distance_km,heading_error_deg,heading_action,speed_action,nearest_agent,nearest_nm,outside,commanded_heading_turn_deg,commanded_speed_action,traffic_projection_intervened,static_projection_intervened,static_projection_infeasible,nominal_static_violation,nominal_traffic_conflict,no_static_feasible_candidate,no_jointly_feasible_candidate,predicted_minimum_separation_km,predicted_risk_seconds,reference_heading_turn_deg,nominal_heading_adjustment_deg,nominal_speed_action
120.0,KL001,1,3.3031121133633214,True,52.8243599088122,3.8847134526263276,162.99999999999994,165.5846750214427,94.5280709413191,-5.883368917917494,-0.07757961750030518,0.31581592559814453,AC8,4.747197645725502,False,0.0,0.31581592559814453,True,False,False,False,True,False,True,6.415164466263963,177.50377403402592,-27.253477871418,-1.1636951565742493,0.31581592559814453
130.0,KL001,1,1.9603054233791781,True,52.82281145533504,3.9092233688626443,162.99999999999994,165.5846750214427,92.87947666343844,-5.988283305798632,-0.1390836238861084,0.26824164390563965,AC8,4.555683103739104,False,0.0,0.26824164390563965,True,False,False,False,True,False,True,6.289630587235499,179.75980369611344,-45.0,0.0,0.26824164390563965
140.0,KL001,1,92.63410940028864,True,52.821263001857886,3.933732411721324,162.99999999999994,165.5846750214427,91.23120522217093,-6.0969890178193396,-0.05854552984237671,0.407870888710022,AC8,4.372222946819365,False,0.0,0.407870888710022,True,True,False,True,True,False,True,6.2025993255095155,181.6108101495435,6.096988990902901,-0.8781830593943596,0.407870888710022
150.0,KL001,1,90.95808684065702,True,52.81971454838073,3.958240581282509,162.99999999999994,165.5846750214427,89.5832744268783,-6.209694521986563,-0.007057905197143555,0.2766733169555664,AC8,4.1979312563234865,False,20.0,0.2766733169555664,True,False,False,False,True,False,True,7.663792789258998,157.8922872290886,6.209694743156433,-0.10586880147457123,0.2766733169555664
160.0,KL001,1,89.28118108225219,True,52.81595479242529,3.9820026269277946,162.99999999999994,165.5846750214427,87.93485921897461,9.660429317796968,0.025469183921813965,0.38396167755126953,AC8,4.123301651403544,False,0.0,0.38396167755126953,True,False,False,False,True,False,True,7.591077058385349,160.31822871267576,-9.660429060459137,0.3820377588272095,0.38396167755126953
170.0,KL001,1,87.62334247114012,True,52.81042658023043,4.004879500888617,162.99999999999994,165.5846750214427,86.3054086817216,9.845248727342891,-0.008214473724365234,0.4829216003417969,AC8,4.116349143491959,False,0.0,0.4829216003417969,True,False,False,False,True,False,True,7.5792353567359045,149.21277375544318,-9.845248684287071,-0.12321732938289642,0.4829216003417969
180.0,KL001,1,85.96661012429398,True,52.804898368035566,4.027753465971522,162.99999999999994,165.5846750214427,84.67689108747841,10.037179195726566,-0.008294343948364258,0.486391544342041,AC8,4.109420074877414,False,0.0,0.486391544342041,True,False,False,False,True,False,True,7.567532074756187,137.52650458278632,-10.03717951476574,-0.12441493570804596,0.486391544342041
190.0,KL001,1,84.31103811210075,True,52.799370155840705,4.0506245231290565,162.99999999999994,165.5846750214427,83.04936128220545,10.23663460240266,-0.00856637954711914,0.4899623394012451,AC8,4.102520018067383,False,5.000000000000002,0.4899623394012451,True,False,False,False,True,False,True,7.646690717760836,122.90205315984474,-10.236634612083435,-0.12849591672420502,0.4899623394012451
200.0,KL001,1,82.68659823698151,True,52.79278709006674,4.0727101174623215,162.99999999999994,165.5846750214427,81.45251729912209,15.53238459821182,0.13705122470855713,0.4815366268157959,AC8,4.128525149560272,False,-5.000000000000002,0.4815366268157959,True,False,False,False,True,False,True,7.6127922682627265,113.57560155274987,-15.532384067773819,2.055768370628357,0.4815366268157959
210.0,KL001,1,81.03753250553265,True,52.78712732868997,4.095481663895178,162.99999999999994,165.5846750214427,79.83111512931427,10.761167189241093,-0.009575724601745605,0.4977133274078369,AC8,4.1255073279783545,False,5.000000000000002,0.4977133274078369,True,False,False,False,True,False,True,7.688173656640242,110.56884991104225,-10.761167407035828,-0.14363564550876617,0.4977133274078369
220.0,KL001,1,79.4174676496348,True,52.780544262916,4.117561044111131,162.99999999999994,165.5846750214427,78.2382932274403,16.079764925799907,0.14777922630310059,0.41807663440704346,AC8,4.151373755880733,False,-5.000000000000002,0.41807663440704346,True,False,False,False,True,False,True,7.648308845434891,112.50235622288335,-16.079765260219574,2.2166888415813446,0.41807663440704346
230.0,KL001,1,77.77197858286836,True,52.77488450153923,4.140326184863527,162.99999999999994,165.5846750214427,76.62012257495046,11.329715168629207,0.02947866916656494,0.43445539474487305,AC8,4.1480094193623875,False,5.000000000000002,0.43445539474487305,True,False,False,False,True,False,True,7.728792681975592,110.22315662652198,-11.329715251922607,0.44218026101589203,0.43445539474487305
240.0,KL001,1,76.15678162246616,True,52.76830143576527,4.162399355465592,162.99999999999994,165.5846750214427,75.03182257128475,16.673987979156266,0.15601325035095215,0.42644715309143066,AC8,4.173724534250837,False,-5.000000000000002,0.0,True,False,False,False,True,False,True,7.6830031013496205,124.7924486477063,-16.673988550901413,2.340199202299118,0.42644715309143066
250.0,KL001,1,74.51531969579426,True,52.76264169303926,4.1851580235851555,162.99948246847995,165.58415040001668,73.41734015055394,11.947932867387408,-0.0027036070823669434,0.442795991897583,AC8,4.170013668775709,False,5.000000000000002,0.442795991897583,True,False,False,False,True,False,True,7.583172786452807,131.33837844554702,-11.947932243347168,-0.040553659200668335,0.442795991897583
260.0,KL001,1,72.90556882040528,True,52.75605862726529,4.207224989081841,162.99999999999994,165.5846750214427,71.83414839776653,17.321188440446008,0.1500765085220337,0.43428468704223633,AC8,4.1955655315688505,False,-5.000000000000002,0.43428468704223633,True,False,False,False,True,False,True,6.206643326074929,151.78713735492934,-17.321188151836395,2.2511471807956696,0.43428468704223633
270.0,KL001,1,71.26865216631263,True,52.75039886588852,4.229977332403586,162.99999999999994,165.5846750214427,70.22388003169058,12.622463662409018,-0.009935736656188965,0.4683420658111572,AC8,4.191515766880863,False,5.000000000000002,0.4683420658111572,True,False,False,False,True,False,True,7.22047432998664,157.86011652804842,-12.622463554143906,-0.14903560280799866,0.4683420658111572
280.0,KL001,1,69.66502999578316,True,52.743815800114554,4.252038097280137,162.99999999999994,165.5846750214427,68.64648881149927,18.02859404442637,0.14215147495269775,0.4521526098251343,AC8,4.216893044845642,False,-5.000000000000002,0.4521526098251343,True,False,False,False,True,False,True,6.31090575554643,176.85666761592125,-18.028593957424164,2.1322716772556305,0.4521526098251343
290.0,KL001,1,68.03329517645203,True,52.738156038737785,4.274784048832954,162.99999999999994,165.5846750214427,67.04107997966537,13.361152411420278,-0.006812930107116699,0.46655917167663574,AC8,4.212504910260154,False,5.000000000000002,0.46655917167663574,True,False,False,False,True,False,True,7.032975531543167,169.79998131930327,-13.361151963472366,-0.10219350457191467,0.46655917167663574
300.0,KL001,1,66.43661309822085,True,52.73157297296382,4.296838617579716,162.99999999999994,165.5846750214427,65.47031219415399,18.804764899038446,0.15206634998321533,0.2790259122848511,AC8,4.2376968827072865,False,-5.000000000000002,0.2790259122848511,True,False,False,False,True,False,True,6.416816604404028,178.19247712426443,-18.80476489663124,2.280994802713394,0.2790259122848511
310.0,KL001,1,64.81081975924923,True,52.72591321158705,4.319578181991804,162.99999999999994,165.5846750214427,63.87053339655194,14.173324979176414,0.01937258243560791,0.2658156156539917,AC8,4.232973620139943,False,5.000000000000002,-1.0,True,False,False,False,True,False,True,6.84166971971698,173.31594684901827,-14.173324853181839,0.29058918356895447,0.2658156156539917
320.0,KL001,1,63.25040127212838,True,52.719447094479385,4.341232411138855,159.5698558018131,162.1073281443386,62.3352701175592,19.651070698762965,0.11286306381225586,0.3101499080657959,AC8,4.243862208177804,False,-5.000000000000002,1.0,True,False,False,False,True,False,True,6.521473670301917,176.55022013674736,-19.65107023715973,1.692945957183838,0.3101499080657959
330.0,KL001,1,61.636202047760186,True,52.71380871519156,4.363898994606315,162.9989758278047,165.5836368186249,60.7467122622011,15.059149510217367,0.01600635051727295,0.2714575529098511,AC8,4.23630117460083,False,5.000000000000002,-1.0,True,False,False,False,True,False,True,6.659833372483344,161.80771849666291,-15.059149861335754,0.24009525775909424,0.2714575529098511
340.0,KL001,1,60.08459925291175,True,52.70734263820969,4.385547075585149,159.56883163286997,162.10628981872554,59.21998619045237,20.584959559899517,-0.07771152257919312,-0.024834394454956055,AC7,3.6487413071747765,False,-5.000000000000002,1.0,True,False,False,False,True,False,True,6.627661882951326,150.89513393805885,-20.584959089756012,-1.1656732857227325,-0.024834394454956055
