rollout,live_transitions,padded_transitions,counted_transitions,worlds_completed,aircraft_completed,optimizer_steps,policy_epochs,wall_seconds,live_transitions_per_second,training_return_last100,native_return_last100,training_arrival_last100,policy_loss,value_loss,approx_kl,clip_fraction,rollout_live_samples,rollout_return_variance_live,rollout_value_mse_live,rollout_value_explained_variance_live,rollout_action_box_clip_fraction_live
1,2185,375,2560,1,10,50,10,31.698757199999818,68.93014720463592,0.1790703390467025,17.907033904670254,1.0,-0.016097508571110666,0.06284946590662002,0.012152285315096378,0.13301265984773636,2185,0.06459334235364321,0.10663881900360422,-0.4910561319222,0.43157894736842106
2,3532,1588,5120,1,19,80,20,41.05576260000089,86.02933611078323,0.10292859968399035,10.292859968399034,1.0,-0.015628303711613018,0.04174861032515764,0.013237841427326202,0.10477134939283132,1347,0.07353260237125388,0.06341381493549307,0.2934363815737421,0.5196733481811433
3,5441,2239,7680,2,24,120,30,54.41457380000065,99.99159453124183,-0.03858984817036948,-3.85898481703695,1.0,-0.01065271814877633,0.05117053929716349,0.010736459866166115,0.10226821675896644,1909,0.13154165999761777,0.0786094742183307,0.40268335458882254,0.4939759036144578
4,6546,3694,10240,3,30,150,40,64.72435229999974,101.13658564954116,-0.10260324494643526,-10.260324494643527,1.0,-0.012904110671176265,0.07021964229643345,0.006811616476625204,0.08577514166633288,1105,0.285708471904281,0.1199943566072225,0.6763009206662727,0.38280542986425337
5,8157,4643,12800,4,40,190,50,78.13883409999835,104.39111478885212,-0.4846514904889506,-48.46514904889507,1.0,-0.017358474925276823,0.054099271446466445,0.011382253840565681,0.12696419302374123,1611,0.23041986156174513,0.06815707459844252,0.7274918792756759,0.40037243947858475
6,9893,5467,15360,5,50,230,60,92.47733449999942,106.97756432415407,-0.4851309713219172,-48.51309713219172,1.0,-0.013397911242282134,0.05563241355121136,0.007762390188872814,0.06660156266298145,1736,0.1920461087186534,0.07287235804429285,0.6534760234057786,0.3173963133640553
7,11461,6459,17920,5,59,270,70,111.9478825000042,102.37799718989388,-0.44236386924466997,-44.236386924467,1.0,-0.0150880609289743,0.02861491485964507,0.01236024685204029,0.09560546875,1568,0.14037328568614293,0.03575662481201862,0.7643915629891261,0.44706632653061223
8,13673,6807,20480,6,64,320,80,132.1951459999982,103.43042398848885,-0.45313771796841523,-45.31377179684152,1.0,-0.013523192815482617,0.08649234600365162,0.014764482155442238,0.11307164661586284,2212,0.31486459709236697,0.13747709386212095,0.6172242805010468,0.32007233273056057
9,14746,8294,23040,7,70,350,90,143.35796570000093,102.86139265437347,-0.6616533459572662,-66.16533459572662,1.0,-0.01289014471306776,0.014462975909312566,0.009174843318760395,0.09485012808193763,1073,0.14781852023581504,0.0188108291205204,0.8734364582741783,0.4790307548928239
10,16824,8776,25600,8,80,400,100,426.8378436999992,39.4154366776922,-0.6027713155219396,-60.27713155219398,1.0,-0.014985564909875394,0.03703733239322901,0.010709516704082489,0.10957031339406967,2078,0.16006486493505648,0.04694668988897433,0.7145844248909234,0.44273339749759383
