time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/std,train/learning_rate,train/clip_range,train/value_loss,train/entropy_loss,train/loss,train/n_updates,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean
17,481280,292,1,0.9407809972763062,-0.006583645809441805,0.06640625,0.651709258556366,0.0003,0.2,31.456110420227052,-1.9812091493606567,8.752525329589844,930,0.0066020973,-491.25792601012114,600.0
16,486400,311,1,0.8543217182159424,-0.0017705109459348024,0.00666015625,0.6520174741744995,0.0003,0.2,233.6763995361328,-1.9800235795974732,73.57152557373047,940,0.0016770071,-482.8263961958001,595.72
17,491520,296,1,0.5647401809692383,-0.0020528289827052505,0.009825199760962277,0.652525782585144,0.0003,0.2,422.42823822021484,-1.9815780401229859,124.23857879638672,950,0.0021793568,-482.8263961958001,595.72
17,496640,293,1,0.7513428926467896,-0.0054993973267846745,0.05870442700572312,0.6498594284057617,0.0003,0.2,30.173805160522463,-1.9793407249450683,8.274812698364258,960,0.007091243,-499.0246695440312,595.72
19,501760,269,1,0.8249782919883728,-0.003922117826296017,0.02493640627479181,0.6510255336761475,0.0003,0.2,225.1141943359375,-1.9749292993545533,73.14949035644531,970,0.0058794273,-499.0246695440312,595.72
19,506880,262,1,0.6603290438652039,-0.000982741250190884,0.00525390625,0.6518772840499878,0.0003,0.2,615.9725201416015,-1.9801253771781921,204.2631072998047,980,0.0026014675,-495.25514778988224,595.72
23,512000,215,1,0.9195178151130676,-0.002963176523335278,0.01302734375,0.6535464525222778,0.0003,0.2,126.63634414672852,-1.9828512954711914,39.16188049316406,990,0.002853195,-488.3799748191992,591.23
20,517120,254,1,0.7504780292510986,-0.002120593109539186,0.016189616927877067,0.6549477577209473,0.0003,0.2,231.53660888671874,-1.9881640219688415,76.99808502197266,1000,0.0025696673,-484.30472581915456,591.23
18,522240,276,1,0.7233047485351562,-0.002705324315247708,0.026084458539262414,0.6560914516448975,0.0003,0.2,221.7042108154297,-1.9917240238189697,72.78409576416016,1010,0.0048106355,-484.30472581915456,591.23
19,527360,267,1,0.822131872177124,-0.0021917078737169506,0.0154296875,0.6580354571342468,0.0003,0.2,151.4569320678711,-1.9954610395431518,40.00761032104492,1020,0.0025989146,-484.30472581915456,591.23
17,532480,288,1,0.7173141241073608,-0.0003489561099559069,0.0009765625,0.6586918830871582,0.0003,0.2,400.10357971191405,-2.0009317874908445,123.57527923583984,1030,0.0012354326,-444.5813959004995,591.23
18,537600,270,1,0.8838236331939697,-0.0037142123421654103,0.02109375,0.6605008840560913,0.0003,0.2,105.77664192199707,-2.003257083892822,37.85846710205078,1040,0.0037440683,-444.5813959004995,591.23
18,542720,270,1,0.5415009260177612,-0.0010534228174947202,0.0015625,0.660774827003479,0.0003,0.2,452.3931494140625,-2.0071334552764895,158.34478759765625,1050,0.0018346317,-476.52603787612645,591.23
18,547840,272,1,0.7765030264854431,-0.0028470472851768137,0.01744140625,0.6611786484718323,0.0003,0.2,509.7684796142578,-2.0074521780014036,183.94053649902344,1060,0.0039360337,-476.70532494120874,591.02
17,552960,290,1,0.6641534566879272,-0.002200500637516143,0.015145973064936697,0.6630116701126099,0.0003,0.2,402.1265380859375,-2.0102851247787474,151.22299194335938,1070,0.002482442,-497.0042692809974,591.02
16,558080,311,1,0.7418333292007446,-0.002019825851348287,0.014916130639612675,0.6635071039199829,0.0003,0.2,263.4123175048828,-2.015077147483826,91.1436996459961,1080,0.003984905,-497.0042692809974,591.02
17,563200,293,1,0.8314043879508972,-0.00597587761003524,0.059453125,0.6643812656402588,0.0003,0.2,90.27855392456054,-2.016006236076355,32.86838150024414,1090,0.0068905307,-497.0042692809974,591.02
22,568320,224,1,0.9122074246406555,-0.002923337663523853,0.0211328125,0.6666924953460693,0.0003,0.2,98.81981079101563,-2.021018204689026,37.73672103881836,1100,0.0033532355,-468.53088460903047,591.02
17,573440,290,1,0.8875529766082764,-0.0034346844861283896,0.0192578125,0.6673201322555542,0.0003,0.2,119.95906219482421,-2.0262066316604614,30.27955436706543,1110,0.0044813957,-468.53088460903047,591.02
19,578560,269,1,0.9074867963790894,-0.008605154599063098,0.0734765625,0.6694645881652832,0.0003,0.2,45.289168434143065,-2.0284943532943727,11.201603889465332,1120,0.008163866,-447.67194738483704,595.51
18,583680,272,1,0.9400213360786438,-0.005000990610569716,0.0256640625,0.6723852157592773,0.0003,0.2,142.5440219116211,-2.0372739744186403,55.51974105834961,1130,0.0036094561,-447.67194738483704,595.51
18,588800,277,1,0.7073841094970703,-0.0028360869199968875,0.01173828125,0.6734269857406616,0.0003,0.2,404.02913635253907,-2.043893966674805,162.9858856201172,1140,0.004206155,-463.1266214829954,595.51
16,593920,307,1,0.7249504327774048,-0.0014785410044714808,0.009140625,0.6729627847671509,0.0003,0.2,421.7412426757812,-2.0444318532943724,112.93714904785156,1150,0.002383931,-455.497284249878,586.47
16,599040,315,1,0.6429176926612854,-0.0027536166725622025,0.021133885774761437,0.67261803150177,0.0003,0.2,598.929404296875,-2.043195357322693,148.18966674804688,1160,0.0036455176,-455.497284249878,586.47
16,604160,303,1,0.7991859316825867,-0.0043637999380007385,0.03376953125,0.6735049486160278,0.0003,0.2,114.97954315185547,-2.043542532920837,47.54568862915039,1170,0.0060088537,-455.51994862404024,586.43
17,609280,294,1,0.8224002718925476,-0.0029217955280910245,0.03255787290632725,0.6755567789077759,0.0003,0.2,312.0202517700195,-2.0478107166290282,83.16912841796875,1180,0.0041333972,-455.51994862404024,586.43
21,614400,242,1,0.8928436636924744,-0.005505377428489737,0.04310546866385266,0.6770468950271606,0.0003,0.2,109.38185470581055,-2.052955193519592,39.48308181762695,1190,0.0065049655,-442.09343634754396,586.43
18,619520,273,1,0.7888786792755127,-0.0023552477326302325,0.01998521957080811,0.677406907081604,0.0003,0.2,535.59890625,-2.0566232442855834,170.91026306152344,1200,0.004798311,-442.09343634754396,586.43
20,624640,251,1,0.7987741231918335,-0.003959097326733172,0.03951171875,0.679857611656189,0.0003,0.2,559.815072631836,-2.0587798357009888,254.41624450683594,1210,0.0048611066,-522.6806177812225,585.51
17,629760,301,1,0.6202163696289062,-0.0013831911291345023,0.007127145947888494,0.6811548471450806,0.0003,0.2,1961.2426635742188,-2.0666873550415037,770.6329956054688,1220,0.0032863698,-523.2870445529722,581.56
15,634880,330,1,0.7810311913490295,-0.003298404791567009,0.01856836558552459,0.6813621520996094,0.0003,0.2,385.02437866210937,-2.068171648979187,122.837646484375,1230,0.0040641604,-520.3189969796823,580.62
19,640000,268,1,0.805334746837616,-0.0017709447961533442,0.012102793203666806,0.6814007759094238,0.0003,0.2,1044.7788232421874,-2.0688325929641724,388.700927734375,1240,0.0045666024,-577.3661547521997,572.27
16,645120,313,1,0.8603560924530029,-0.00347992604249157,0.025434141587466,0.6799484491348267,0.0003,0.2,278.36244384765627,-2.0673122215270996,77.02241516113281,1250,0.0050419094,-577.3661547521997,572.27
12,650240,420,1,0.7681636810302734,-0.001951609100215137,0.0113671875,0.6794185042381287,0.0003,0.2,462.7172625732422,-2.063446464538574,171.0055389404297,1260,0.0043505933,-577.6134445642734,572.27
13,655360,376,1,0.809939980506897,-0.0013105715326673817,0.005934952457901091,0.6801531314849854,0.0003,0.2,466.6501513671875,-2.0637829971313475,137.75611877441406,1270,0.0035606704,-577.6134445642734,572.27
17,660480,289,1,0.770207405090332,-0.0027112267166376114,0.0125390625,0.6819347739219666,0.0003,0.2,916.0398022460937,-2.0672664785385133,369.7512512207031,1280,0.0042217113,-676.0131410551271,581.31
15,665600,336,1,0.6991897821426392,-0.0003779039904475212,0.0003515625,0.6826252341270447,0.0003,0.2,1757.6298657226562,-2.071394624710083,705.5403442382812,1290,0.0013391023,-674.8688916711606,581.29
10,670720,471,1,0.816125750541687,-0.003850342831792659,0.019707624525763093,0.6828881502151489,0.0003,0.2,265.5800537109375,-2.0725412559509278,87.13870239257812,1300,0.0045512067,-674.8688916711606,581.29
