time/fps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,train/n_updates,train/std,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/clip_range,train/explained_variance,train/approx_kl,train/learning_rate,train/loss
207,1,24,-0.8628513472007654,172.11,189440,342,0.05231696367263794,3.0660407483577727,-0.012981837207917124,0.017887585621792823,0.13338586390018464,0.2,0.7101007103919983,0.010438076,0.0003,0.016351478174328804
187,1,27,-1.0093259200912272,169.53,194560,352,0.05233980715274811,3.0626042783260345,-0.010670263424981386,0.022134623699821533,0.15470650577917694,0.2,0.7738465070724487,0.013242565,0.0003,0.017011279240250587
183,1,27,-1.011517465026591,171.0,199680,362,0.05222804471850395,3.0639482641220095,-0.008285433721612208,0.039193615913391114,0.1553376118838787,0.2,0.7784315347671509,0.0131219905,0.0003,0.08150851726531982
214,1,23,-0.8441761732551629,170.88,204800,372,0.05211988836526871,3.069470649957657,-0.01380686336196959,0.02237080968916416,0.14376427847892045,0.2,0.7927560806274414,0.01252315,0.0003,0.018673930317163467
208,1,24,-0.8793665146538207,172.01,209920,382,0.05218531936407089,3.0703714323043823,-0.011428406105842441,0.014446532977744937,0.15382677836343647,0.2,0.723222017288208,0.013767434,0.0003,0.010638786479830742
184,1,27,-0.9776917175775488,174.82,215040,392,0.052642423659563065,3.060269479751587,-0.010128237616736441,0.01705573981627822,0.15191569924354553,0.2,0.7397574782371521,0.012757635,0.0003,0.007005331106483936
283,1,18,-0.8482184522941225,173.11,220160,402,0.052758559584617615,3.0491213858127595,-0.013413314812351019,0.04065334275364876,0.14589681774377822,0.2,0.6622447967529297,0.014044936,0.0003,0.018492519855499268
283,1,18,-0.8847288028592714,173.48,225280,412,0.05258004367351532,3.0504819631576536,-0.01346571225905791,0.015017065405845641,0.17949793308973314,0.2,0.7093779444694519,0.01620425,0.0003,0.008599638938903809
335,1,15,-0.9813711753561482,173.08,230400,422,0.05261177569627762,3.0537747919559477,-0.013201748502615374,0.015502050914801658,0.15291216000914573,0.2,0.7670466899871826,0.012321294,0.0003,0.012092651799321175
254,1,20,-0.9169312699074703,172.02,235520,432,0.052784137427806854,3.0497927904129027,-0.00825783715263242,0.019627585215494035,0.14353690911084413,0.2,0.7902206182479858,0.011775783,0.0003,0.02557096630334854
294,1,17,-0.7822216751446673,171.07,240640,442,0.05303725227713585,3.0414206206798555,-0.015411556145409122,0.024228626186959444,0.14989024586975574,0.2,0.6494409441947937,0.013213149,0.0003,0.016820210963487625
272,1,18,-0.8330888869367574,171.97,245760,452,0.053095974028110504,3.034233731031418,-0.013609625247772783,0.011833050975110383,0.15716994348913432,0.2,0.8053044080734253,0.013525947,0.0003,0.013720707967877388
231,1,22,-0.95699903253534,173.01,250880,462,0.053139738738536835,3.0332232761383056,-0.0041848688758909704,0.01785028900951147,0.2186493394523859,0.2,0.7979416251182556,0.01693628,0.0003,0.007594399619847536
260,1,19,-0.704773864057253,171.26,256000,467,0.053212396800518036,3.0314215660095214,-0.0071431243512779475,0.03542742878198624,0.18920759052038194,0.2,0.5785789489746094,0.032768004,0.0003,0.026998331770300865
345,1,14,-0.6338930302988784,169.42,261120,477,0.05316782370209694,3.0304009139537813,-0.01034310482791625,0.014377480815164745,0.17758497558534145,0.2,0.6742427945137024,0.0120101245,0.0003,0.015770573168992996
344,1,14,-0.6807170043130429,169.57,266240,487,0.0531308650970459,3.032573992013931,-0.015830961806932463,0.012401357560884207,0.15168339340016246,0.2,0.7435283660888672,0.016237356,0.0003,-0.0015216602478176355
347,1,14,-0.7486984390437211,171.45,271360,497,0.05342961847782135,3.027860374450684,-0.009709137375466526,0.018394924569875,0.17556640654802322,0.2,0.6758776903152466,0.022061266,0.0003,0.002321316860616207
318,1,16,-0.9815322304850096,171.04,276480,507,0.05352645367383957,3.019877076148987,-0.00576273423153907,0.03716550886631012,0.1492097132652998,0.2,0.546172559261322,0.014403781,0.0003,0.04449352249503136
259,1,19,-1.157676235674333,173.92,281600,517,0.05361291766166687,3.0162613570690153,-0.007125317511963658,0.039090170478448275,0.1614993038587272,0.2,0.6115905046463013,0.011276375,0.0003,0.028259389102458954
229,1,22,-1.2407493469407676,173.65,286720,527,0.05375286936759949,3.012237796783447,-0.007155006909742951,0.03711474396288395,0.2179666942358017,0.2,0.6615868806838989,0.016067494,0.0003,0.044895149767398834
263,1,19,-1.2214500519359586,176.1,291840,537,0.054124489426612854,3.0021474504470826,-0.011082499864278362,0.018416078705340625,0.19664453059434892,0.2,0.643496572971344,0.023599023,0.0003,0.001495101023465395
315,1,16,-1.0571749650403885,174.36,296960,547,0.05443450063467026,2.9901097059249877,-0.004306268373038619,0.025203184122219682,0.20957031309604646,0.2,0.6366807222366333,0.018267145,0.0003,0.10654712468385696
265,1,19,-1.0862345652294643,175.57,302080,557,0.05449048429727554,2.983019286394119,-0.008822609696653671,0.02678387996274978,0.123420768417418,0.2,0.6333634853363037,0.009662847,0.0003,0.014230852946639061
233,1,21,-0.9719958268029215,178.74,307200,567,0.05458275228738785,2.9813421821594237,-0.007967044245451688,0.024210397247225048,0.18590543419122696,0.2,0.7464836835861206,0.020509217,0.0003,0.029357755556702614
203,1,25,-0.8554385961599155,173.82,312320,577,0.054722003638744354,2.9765120565891268,-0.011688383179716766,0.012751053739339113,0.16944670379161836,0.2,0.8238924741744995,0.011967221,0.0003,0.013561881147325039
200,1,25,-1.0445112667117822,173.92,317440,587,0.05487733334302902,2.970655393600464,-0.013540700895828196,0.017455486697144806,0.16033489387482405,0.2,0.7824499011039734,0.0136918,0.0003,0.016130566596984863
233,1,21,-0.926720577893819,174.11,322560,597,0.05523720756173134,2.9622863483428956,-0.010691263768821955,0.03211393810808658,0.18760675311088562,0.2,0.6728360652923584,0.018215282,0.0003,0.016047662124037743
151,1,33,-0.8601457860474676,171.66,327680,607,0.05551616847515106,2.9502578139305116,-0.013435693431529217,0.014959732722491025,0.1450717855244875,0.2,0.8290127515792847,0.010727042,0.0003,0.01699073240160942
204,1,24,-0.9008772669741159,172.18,332800,617,0.055289678275585175,2.9481432056427,-0.009566523539833725,0.018200167156755924,0.14780970983207226,0.2,0.8016776442527771,0.014754894,0.0003,0.02259550429880619
196,1,26,-0.8519913505087664,169.17,337920,627,0.05510862171649933,2.9566446483135223,-0.01332770703593269,0.013943879411090165,0.1652035005390644,0.2,0.8204167485237122,0.016024278,0.0003,0.013359257951378822
304,1,16,-0.8602342484526722,171.88,343040,637,0.05526135861873627,2.9579462099075315,-0.013867172272875905,0.029588056188076736,0.17418277114629746,0.2,0.7544749975204468,0.014137475,0.0003,0.01968705840408802
288,1,17,-0.8568133732773265,169.08,348160,647,0.05555025488138199,2.9495721292495727,-0.007470068510156125,0.022967202831059696,0.19036140263080598,0.2,0.7338107824325562,0.017041383,0.0003,0.02481192722916603
303,1,16,-0.9127861010458657,169.81,353280,657,0.05587603151798248,2.9382606410980223,-0.00827755382284522,0.021017148876562714,0.22091796875,0.2,0.7546744346618652,0.02094193,0.0003,0.02561156079173088
234,1,21,-0.8060326875762391,172.41,358400,667,0.05599328503012657,2.9306126117706297,-0.01128576566115953,0.012781134899705648,0.14495694003999232,0.2,0.7940927743911743,0.011643473,0.0003,0.009136389009654522
215,1,23,-0.7611510271596661,171.02,363520,677,0.05615951120853424,2.9253310918807984,-0.010472936189034953,0.011919254215899854,0.13633288955315948,0.2,0.8612570762634277,0.014432855,0.0003,0.0181956235319376
196,1,25,-0.8752355032280061,174.2,368640,687,0.056278228759765625,2.9195172357559205,-0.009764389395713806,0.016594868134707213,0.1576617257297039,0.2,0.8278623223304749,0.016618261,0.0003,0.028475739061832428
183,1,27,-0.8339499705177373,174.82,373760,697,0.056519489735364914,2.914164800643921,-0.012194679770618676,0.03283090010285378,0.1615159533917904,0.2,0.7640547752380371,0.016100487,0.0003,0.017282631248235703
248,1,20,-0.9393626624371045,175.31,378880,707,0.056514546275138855,2.9096565425395964,-0.011589037976227701,0.0212422032142058,0.13569436920806766,0.2,0.8426315784454346,0.014202841,0.0003,0.015025729313492775
277,1,18,-1.1196189140950354,173.99,384000,717,0.056414492428302765,2.911673655509949,-0.006995601546950638,0.023365993238985538,0.1867351871728897,0.2,0.7345312833786011,0.015813036,0.0003,0.061056286096572876
272,1,18,-0.9325837891252423,172.65,389120,727,0.05678379908204079,2.9064990949630736,-0.010481702946126461,0.028557544145733117,0.21897352449595928,0.2,0.7974309921264648,0.016351074,0.0003,0.030011732131242752
194,1,26,-0.7817902290578269,170.27,394240,737,0.05684500187635422,2.8974214887619016,-0.011836490164860151,0.011983251729980111,0.14721454322338104,0.2,0.8579251170158386,0.010900015,0.0003,0.012916222214698792
180,1,28,-0.6697570462771324,169.84,399360,747,0.056933291256427765,2.8958027076721193,-0.012142625665292143,0.011819935832172633,0.14423647925257682,0.2,0.8151134848594666,0.011981576,0.0003,0.021340103819966316
194,1,26,-0.6559992254759144,168.61,404480,757,0.05693068727850914,2.894017219543457,-0.009822699967771768,0.016600026888772844,0.1709885324537754,0.2,0.780009925365448,0.0187078,0.0003,0.03985573723912239
157,1,32,-0.6769986688609874,170.85,409600,767,0.0570097491145134,2.892892587184906,-0.011597553646424785,0.03279845817014575,0.12350683184340597,0.2,0.3918653130531311,0.012401033,0.0003,0.022435994818806648
209,1,24,-0.8852140804995541,175.02,414720,777,0.056798458099365234,2.894536203145981,-0.011572901514591649,0.016941581829451026,0.15321709532290698,0.2,0.8286469578742981,0.012950363,0.0003,0.00857115164399147
160,1,31,-0.9490763274777236,174.68,419840,787,0.05672227591276169,2.900708496570587,-0.01173459623241797,0.018158243387006223,0.15055579487234355,0.2,0.7630084753036499,0.011184106,0.0003,0.010411728173494339
162,1,31,-0.9967296813417493,176.48,424960,797,0.056871794164180756,2.898803563117981,-0.010495774743612856,0.014653339963406325,0.17722395837306976,0.2,0.7521803975105286,0.014151221,0.0003,0.02891501411795616
199,1,25,-0.8455837815422743,179.03,430080,807,0.05683065950870514,2.8959133625030518,-0.012422565423185006,0.013551347714383155,0.12255534213036298,0.2,0.6756985187530518,0.011607777,0.0003,0.01440357230603695
199,1,25,-0.8267523382412202,179.73,435200,817,0.05682869255542755,2.898026007413864,-0.0060272921808063986,0.021481557004153728,0.16643788237124682,0.2,0.7081235647201538,0.02060579,0.0003,0.025205304846167564
241,1,21,-0.8037116907852965,179.18,440320,827,0.057002365589141846,2.895650064945221,-0.01088543274672702,0.020516184344887733,0.15460344161838294,0.2,0.6495258808135986,0.011882849,0.0003,0.016752155497670174
210,1,24,-0.7744767949004734,180.79,445440,837,0.05745990574359894,2.8833464980125427,-0.00828180078533478,0.024554001912474633,0.15736606009304524,0.2,0.6146339774131775,0.016308667,0.0003,0.0257111769169569
231,1,22,-0.768245673533833,180.01,450560,847,0.0578608438372612,2.867712473869324,-0.007867785608395935,0.029782656691968442,0.16302609365433454,0.2,0.7253056764602661,0.011722498,0.0003,0.039810068905353546
153,1,33,-0.820170086702398,182.12,455680,857,0.05800999701023102,2.858892285823822,-0.014098567416658625,0.01501683339010924,0.16056818682700397,0.2,0.7286055088043213,0.016349602,0.0003,0.014263136312365532
241,1,21,-0.783237208856395,180.99,460800,867,0.0584375262260437,2.8497370779514313,-0.014344429376069456,0.0182308292016387,0.15023108180612327,0.2,0.7070000767707825,0.012827151,0.0003,-0.002308136783540249
257,1,19,-0.8726713736593078,182.22,465920,877,0.05849473178386688,2.840261107683182,-0.009610104616149329,0.014243460504803806,0.17398958764970301,0.2,0.6848242878913879,0.013118763,0.0003,0.012465812265872955
278,1,18,-0.8579029038545635,179.81,471040,887,0.05855274945497513,2.838596099615097,-0.010391087923198938,0.038219694932922724,0.15095709348097444,0.2,0.6317412853240967,0.013752824,0.0003,0.026052553206682205
224,1,22,-0.811438803821416,180.2,476160,897,0.05896645784378052,2.8308993101119997,-0.007369397671427577,0.019228068687953057,0.1985429695248604,0.2,0.7097208499908447,0.018831596,0.0003,-0.025679796934127808
192,1,26,-0.7227643995592213,175.87,481280,907,0.0589897483587265,2.8230839347839356,-0.007727015286509414,0.012339711384847761,0.15925998263061047,0.2,0.6885272860527039,0.013615322,0.0003,0.015740197151899338
130,1,39,-0.8626553942466496,173.61,486400,917,0.05923931300640106,2.8199767053127287,-0.008215231320355088,0.021684845048002898,0.1623639897443354,0.2,0.2534627914428711,0.012873354,0.0003,0.010026810690760612
180,1,28,-0.7132999832858595,172.03,491520,927,0.059538308531045914,2.8094344973564147,-0.011448080092668534,0.018081228039227425,0.13493449110537767,0.2,0.5749433040618896,0.010088868,0.0003,0.011714059859514236
164,1,31,-0.7667578474089844,172.41,496640,937,0.05961097031831741,2.80343953371048,-0.015343061261228285,0.012520072201732546,0.1727263381704688,0.2,0.8522548675537109,0.01435947,0.0003,0.003965703770518303
158,1,32,-0.8138458212752387,175.56,501760,947,0.05981796234846115,2.799524176120758,-0.011740362955606543,0.01965884296223521,0.12416562158614397,0.2,0.7399287223815918,0.014638968,0.0003,0.010233569890260696
206,1,24,-0.7848895799096978,175.2,506880,957,0.05964737758040428,2.797582286596298,-0.01111853854963556,0.01659576818346977,0.1561868299730122,0.2,0.7530238628387451,0.01253348,0.0003,0.006199239753186703
185,1,27,-0.9729212302951935,178.62,512000,967,0.06006908416748047,2.7958010911941527,-0.013394718748168088,0.026220951182767748,0.14166118772700428,0.2,0.5347328186035156,0.011048681,0.0003,0.01600688509643078
213,1,23,-1.07302741409407,184.5,517120,977,0.060120902955532074,2.7855181980133055,-0.011163529122713954,0.036723596677184105,0.1609085401892662,0.2,0.6383025646209717,0.0129945995,0.0003,0.018112506717443466
205,1,24,-0.919156759822319,182.28,522240,987,0.0604451447725296,2.781383162736893,-0.012984717154176905,0.011840417142957449,0.14693609457463025,0.2,0.8637416958808899,0.015563442,0.0003,0.015164014883339405
278,1,18,-0.9964423394731362,183.99,527360,997,0.06075988709926605,2.769914298057556,-0.004468276324914768,0.017340241500642152,0.18152876496315,0.2,0.765499472618103,0.01525196,0.0003,0.07362868636846542
281,1,18,-1.1493639339773087,186.9,532480,1007,0.06067582964897156,2.765364706516266,-0.010749857197515667,0.035878096055239436,0.14822909347712993,0.2,0.6075547933578491,0.011719443,0.0003,0.008833208121359348
315,1,16,-1.0371130842007368,187.36,537600,1017,0.06069584935903549,2.7672217726707458,-0.011082837474532425,0.023255491466261446,0.1556059223599732,0.2,0.7506117224693298,0.01485551,0.0003,0.015432451851665974
271,1,18,-1.0353013319567506,188.83,542720,1027,0.06074840947985649,2.7654991070429484,-0.012756172955657044,0.03002244681119919,0.143568979203701,0.2,0.6919382810592651,0.0110320905,0.0003,0.017410606145858765
264,1,19,-1.150991034393147,185.57,547840,1037,0.0608837716281414,2.762234846750895,-0.01224562629358843,0.013776385209833581,0.1474434199432532,0.2,0.7418857216835022,0.013719663,0.0003,0.013578739017248154
309,1,16,-1.0849327325264084,186.44,552960,1047,0.06077990680932999,2.761048585176468,-0.012010252095933538,0.01720650033093989,0.14705812521278858,0.2,0.7583461999893188,0.014593728,0.0003,0.010328339412808418
277,1,18,-0.9696326877938337,185.52,558080,1057,0.060808781534433365,2.7628809070587157,-0.011575153218582273,0.016867389250546694,0.15146525368094443,0.2,0.8017339706420898,0.01162556,0.0003,0.017447905614972115
284,1,18,-1.204758141751972,184.46,563200,1067,0.060958411544561386,2.7604044020175933,-0.01171570029691793,0.026182615477591754,0.140983166731894,0.2,0.8275448083877563,0.01243702,0.0003,0.016597934067249298
308,1,16,-1.1870478234088877,185.58,568320,1077,0.06119805946946144,2.7533378839492797,-0.004989469232968986,0.05249357610940933,0.203828125,0.2,0.620203971862793,0.015534282,0.0003,0.028797931969165802
244,1,20,-1.1512214894422883,187.44,573440,1087,0.06130913645029068,2.7479262749354043,-0.009410362085327506,0.015405340089152257,0.16748638128240903,0.2,0.8882803916931152,0.014885806,0.0003,0.023054927587509155
267,1,19,-1.1138076197175895,187.03,578560,1097,0.06134549900889397,2.744857978820801,-0.015536350063048304,0.01405504897236824,0.16099609389901162,0.2,0.8072064518928528,0.013248881,0.0003,0.024856343865394592
278,1,18,-1.0334610197613976,184.13,583680,1107,0.06149839609861374,2.7424998462200163,-0.012290971447509947,0.016789102414622902,0.15080947782844306,0.2,0.7171757817268372,0.012793057,0.0003,0.009961112402379513
301,1,16,-0.5932104984679633,185.08,588800,1117,0.061500370502471924,2.7391205608844755,-0.013132508710259571,0.01581673282198608,0.1239376837387681,0.2,0.83894944190979,0.012180784,0.0003,0.015314459800720215
292,1,17,-0.6828937255618593,183.6,593920,1127,0.061626434326171875,2.7377923727035522,-0.018754851631820203,0.010888867716615399,0.15557064414024352,0.2,0.6378410458564758,0.016051615,0.0003,0.00014870590530335903
254,1,20,-0.8517746485234489,183.43,599040,1137,0.061477649956941605,2.737731045484543,-0.0116066320479149,0.018787642824463546,0.15912613589316607,0.2,0.826590895652771,0.015828904,0.0003,0.0249760914593935
273,1,18,-0.8225732084864054,184.21,604160,1147,0.061618365347385406,2.738547010421753,-0.012157898085133638,0.022224018443375827,0.15706936091184617,0.2,0.759799599647522,0.015661344,0.0003,0.005302224308252335
245,1,20,-0.7684489545049163,179.0,609280,1157,0.06206066161394119,2.7295049011707304,-0.01334204187623982,0.014578387816436588,0.17359326425939797,0.2,0.7702355980873108,0.0118431095,0.0003,0.010324310511350632
285,1,17,-0.880917549141665,177.01,614400,1167,0.062162235379219055,2.7195131957530974,-0.007883802651122096,0.024918059166520835,0.13178991163149475,0.2,0.6305131912231445,0.011015874,0.0003,0.03621171787381172
237,1,21,-0.8984367956305667,176.7,619520,1177,0.06217020004987717,2.7184495866298675,-0.01522231902636122,0.015728442138060926,0.1553050946444273,0.2,0.7647197842597961,0.014546633,0.0003,0.01101594977080822
321,1,15,-1.0396546344937714,183.5,624640,1187,0.062414392828941345,2.715199476480484,-0.011866616574116052,0.02350234764162451,0.15430947598069905,0.2,0.8174408078193665,0.013820684,0.0003,0.0024345917627215385
320,1,15,-1.2620634272109439,183.61,629760,1197,0.06294083595275879,2.7025930285453796,-0.012826706608757376,0.018757139821536838,0.1651904061436653,0.2,0.8408795595169067,0.012536526,0.0003,0.000799061730504036
312,1,16,-1.1858430037821193,182.08,634880,1207,0.06328968703746796,2.6877390003204344,-0.008078063374850898,0.023676044140011072,0.1894582198560238,0.2,0.7452868223190308,0.017176159,0.0003,-0.01038607582449913
322,1,15,-0.9764046929539485,187.17,640000,1217,0.06353931874036789,2.6782822608947754,-0.011228366713039577,0.016407859455794097,0.1811756247282028,0.2,0.680388331413269,0.016067458,0.0003,0.03695657476782799
352,1,14,-0.8851863542058789,188.56,645120,1227,0.06360268592834473,2.673924970626831,-0.010257424878363963,0.0077952885651029645,0.18084000023081898,0.2,0.9343671202659607,0.018340435,0.0003,-0.004734203219413757
357,1,14,-0.7139781934011887,184.57,650240,1237,0.0634508728981018,2.6755541563034058,-0.011678007744103524,0.014657231024466455,0.17608338650316,0.2,0.8540008664131165,0.015655126,0.0003,0.02459821291267872
321,1,15,-0.610593709504156,186.76,655360,1247,0.06354153156280518,2.6772731602191926,-0.015887269040104002,0.009359820804093033,0.14822464385069906,0.2,0.7527311444282532,0.014507952,0.0003,-0.002640053629875183
280,1,18,-0.6316198480971442,191.04,660480,1257,0.06353867053985596,2.675577735900879,-0.01547379670664668,0.027177564264275134,0.16251048955600708,0.2,0.7218311429023743,0.016003324,0.0003,0.014055587351322174
327,1,15,-0.6572185209177454,194.6,665600,1267,0.06369510293006897,2.6735231995582582,-0.011933905410114676,0.016954522137530147,0.1770393505692482,0.2,0.7845453023910522,0.019042717,0.0003,0.010206111706793308
322,1,15,-0.7685273365431307,191.87,670720,1277,0.06385099142789841,2.6685987234115602,-0.009672495193080976,0.023654542164877057,0.16043238192796708,0.2,0.5692963600158691,0.012714105,0.0003,0.015446186996996403
310,1,16,-0.6672631062083706,187.4,675840,1287,0.06390072405338287,2.665086770057678,-0.014357824692342546,0.010428723343648017,0.1850275494158268,0.2,0.8803562521934509,0.020959258,0.0003,0.013707315549254417
270,1,18,-0.6724745630642255,182.96,680960,1297,0.06393803656101227,2.6637579679489134,-0.014821464399574324,0.009582660847809166,0.17236605193465948,0.2,0.7271324396133423,0.014579388,0.0003,0.005772744305431843
