rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/learning_rate,train/clip_range,train/clip_fraction,train/loss,train/std,train/n_updates,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/explained_variance,train/value_loss
-1.2358624722968603,213.09,10,1,76800,242,0.0003,0.2,0.22043462269581282,-0.01234939694404602,0.009941879659891129,129,2.4297018234546366,0.04709562,-0.036662537103089005,0.9059279561042786,0.08298941071216877
-1.3464520761122776,208.55,9,1,79360,275,0.0003,0.2,0.24009486846625805,0.033494848757982254,0.0099431611597538,133,2.410025030374527,0.057773933,-0.01784115907503292,0.8438253998756409,0.06846303000929765
-1.3927777201945843,200.28,8,1,81920,306,0.0003,0.2,0.22104377206414938,-0.005704499781131744,0.009940426796674728,136,2.418519218762716,0.039930955,-0.029786515903348725,0.8185380697250366,0.07164710791160663
-1.346575419690368,195.67,8,1,84480,294,0.0003,0.2,0.25316301163505106,-0.03160867840051651,0.00992491189390421,141,2.430707749198465,0.047392815,-0.038935746942811156,0.7874777317047119,0.06045901753446635
-1.33946857119133,196.54,9,1,87040,260,0.0003,0.2,0.25094673818066005,-0.026410501450300217,0.009913023561239243,147,2.4259328955695745,0.053403813,-0.03589649449679114,0.8269174695014954,0.04332012993594011
-1.395110300195916,197.89,7,1,89600,332,0.0003,0.2,0.26872948895801196,-0.03047039359807968,0.009916055016219616,153,2.420828786763278,0.04311939,-0.04201264725998044,0.8586886525154114,0.052548137747428635
-1.0878475213734695,192.54,10,1,92160,255,0.0003,0.2,0.26420898688957095,0.004815098829567432,0.009921329095959663,157,2.4155343323946,0.041916743,-0.026786547343363054,0.892959475517273,0.03766563523095101
-0.8330619508839457,179.98,10,1,94720,253,0.0003,0.2,0.2520865350961685,0.051346972584724426,0.009922041557729244,158,2.4129762053489685,0.022916634,-0.009928497485816479,0.8674383759498596,0.03545507462695241
-0.6626735557782949,182.28,9,1,97280,278,0.0003,0.2,0.24127015070273325,-0.01390022598206997,0.009924845770001411,162,2.4155761278592625,0.046964433,-0.028555740530674275,0.79799485206604,0.039846247205367454
-0.48760261059763776,179.53,10,1,99840,244,0.0003,0.2,0.25183061675892937,-0.013791517354547977,0.009920429438352585,167,2.432879236009386,0.04547187,-0.03301801082367698,0.7451251745223999,0.026271891676717334
-0.4048175628724333,183.32,6,1,102400,391,0.0003,0.2,0.20632480084896088,0.05183024704456329,0.00992075726389885,168,2.3937087059020996,0.018304583,-0.007033843197859824,0.7866641879081726,0.07842873223125935
-0.6823834772453955,189.35,8,1,104960,303,0.0003,0.2,0.3107937606982887,-0.06456677615642548,0.009920449927449226,176,2.5979920774698257,0.0447997,-0.05543669064354617,0.6466556787490845,0.10544690932147205
-0.6349664124074755,191.13,10,1,107520,255,0.0003,0.2,0.22692476958036423,-0.0034449584782123566,0.009919637814164162,177,2.3980459570884705,0.027791552,-0.019881419255398214,0.784035861492157,0.03976690489798784
-0.5663434822166973,194.18,6,1,110080,402,0.0003,0.2,0.24350074430306753,-0.02197762206196785,0.009926081635057926,181,2.4041619618733723,0.036516685,-0.03246752933288614,0.85805344581604,0.028699606905380884
-0.5634958518820429,199.54,8,1,112640,299,0.0003,0.2,0.1685645878314972,-0.026445113122463226,0.009925402700901031,185,2.538015569959368,0.054541707,-0.03579959100378411,0.7810772657394409,0.01980759230043207
-0.7466835131059508,206.42,9,1,115200,282,0.0003,0.2,0.24766799973116982,-0.016397353261709213,0.009923486039042473,188,2.3864730993906655,0.0425047,-0.02986996651937564,0.902241587638855,0.024279148628314335
-0.7454592696504586,214.4,5,1,117760,469,0.0003,0.2,0.3060211298011598,-0.03307541832327843,0.009952095337212086,194,2.4422018982115246,0.045875944,-0.04180930129119328,0.6348005533218384,0.06470536662354356
-0.7449056543935975,214.63,13,1,120320,191,0.0003,0.2,0.24455446874101958,-0.013071808032691479,0.009959716349840164,199,2.4504346317715116,0.04795662,-0.028305210638791323,0.770017147064209,0.026885711691445775
-0.7662856903949151,219.36,10,1,122880,248,0.0003,0.2,0.21704819612205029,-0.0042998287826776505,0.009961023926734924,203,2.3286875635385513,0.049596928,-0.02492015901952982,0.8090269565582275,0.03661997860763222
-0.7309630720800361,223.07,7,1,125440,333,0.0003,0.2,0.3265564175588744,-0.04270246997475624,0.009955551475286484,210,2.3772770847593034,0.041029163,-0.05093631090130657,0.8785706758499146,0.02792610793507525
-0.6896553626787919,222.59,9,1,128000,269,0.0003,0.2,0.23215319381819832,-0.008575410582125187,0.009956971742212772,213,2.360064241621229,0.045344133,-0.017921831251846418,0.8521856069564819,0.020822689454588626
-0.6361445770017151,221.87,11,1,130560,224,0.0003,0.2,0.23344112669720368,-0.03383519500494003,0.009943475015461445,218,2.3366228692671833,0.05020937,-0.03834299836307764,0.7516660094261169,0.016920320415759787
-0.6686221741698714,224.95,12,1,133120,207,0.0003,0.2,0.3316253796219826,-0.04430731385946274,0.009928063489496708,224,2.3414590792222456,0.04473273,-0.04446556774730032,0.7683970928192139,0.011827802581881935
-0.6643166547390261,227.87,8,1,135680,301,0.0003,0.2,0.270629188732097,-0.03420983627438545,0.009939610958099365,229,2.3490192011782995,0.03693172,-0.03736025885384726,0.8226600885391235,0.01925711858233339
-0.3978357223039539,220.72,9,1,138240,256,0.0003,0.2,0.3166031700869401,-0.056459881365299225,0.009949271567165852,237,2.376638025045395,0.04173328,-0.052998665099342666,0.8244714140892029,0.011324450742298117
-0.4411737002525328,221.89,12,1,140800,204,0.0003,0.2,0.2193150787303845,-0.026293810456991196,0.009943624958395958,241,2.389094432195028,0.038876697,-0.030754493782296777,0.8593277931213379,0.011840423879524073
-0.5286303150829152,217.88,10,1,143360,241,0.0003,0.2,0.24329017102718353,0.03769780695438385,0.009942213073372841,242,2.3417358994483948,0.022869343,-0.008527426471118815,0.8213080167770386,0.02760173473507166
-0.43611549508424885,213.76,13,1,145920,187,0.0003,0.2,0.20513752332100502,0.025068821385502815,0.009933596476912498,246,2.3691517206338735,0.05191892,-0.02408760331141261,0.6350330710411072,0.11836959536258991
-0.34009215679250526,210.41,5,1,148480,433,0.0003,0.2,0.272005966824034,-0.00013773981481790543,0.00993282999843359,252,2.339477082957392,0.035921585,-0.027404191721554682,0.8353512287139893,0.03100692108273506
-0.3094557293624711,210.56,12,1,151040,209,0.0003,0.2,0.18532986007630825,-0.01570725254714489,0.009934778325259686,255,2.5579745372136435,0.040744223,-0.028511343368639547,0.9629771709442139,0.011860627875042459
-0.37904079248178246,211.76,9,1,153600,264,0.0003,0.2,0.24745199657403505,0.008785432204604149,0.009945938363671303,260,2.331312528023353,0.05270988,-0.017153574977643214,0.833399772644043,0.041520882971011676
-0.32017339865673905,209.16,13,1,156160,190,0.0003,0.2,0.27962379140610044,-0.03224104270339012,0.009947947226464748,266,2.456547975540161,0.052576303,-0.04825723484497179,0.6896626353263855,0.033705095167864456
-0.3723283956904577,205.31,12,1,158720,204,0.0003,0.2,0.2967203451054437,0.015204781666398048,0.009946638718247414,270,2.3458885295050487,0.049466748,-0.024001873630498136,0.7164067029953003,0.05825295831475939
