train/ent_coef_loss,train/n_updates,train/held_actor_updates,time/episodes,train/ent_coef,train/actor_loss,time/fps,train/actor_updates,train/critic_loss,time/time_elapsed,train/learning_rate,time/total_timesteps
-0.24388419836759567,1032,1032,40,0.7349300682544708,4.578019618988037,54,0,16.551379680633545,140,0.0003,7590
-3.705727994441986,3308,2000,80,0.30200356245040894,-1.3998627066612244,35,1308,2.6228058636188507,374,0.0003,13280
-6.271090865135193,6672,2000,120,0.10777655802667141,-7.193883419036865,36,4672,1.1741855889558792,601,0.0003,21690
