completion_index,native_return,unscaled_learning_return,learning_return,shaping_return
0,-445.8434134994883,-445.8434134994883,-4.458434134994883,0.0
1,-443.9515512800684,-443.9515512800684,-4.439515512800684,0.0
2,37.36897740799165,37.36897740799165,0.3736897740799165,0.0
3,37.405703666156214,37.405703666156214,0.37405703666156215,0.0
4,37.362445241614324,37.362445241614324,0.3736244524161432,0.0
5,-64.80628206642541,-64.80628206642541,-0.6480628206642541,0.0
6,37.4047055419571,37.4047055419571,0.374047055419571,0.0
7,-182.94252725242228,-182.94252725242228,-1.8294252725242228,0.0
8,-577.3099722628979,-577.3099722628979,-5.773099722628979,0.0
9,-78.05557313862805,-78.05557313862805,-0.7805557313862805,0.0
10,-359.8909441000499,-359.8909441000499,-3.598909441000499,0.0
11,-21.392451616997327,-21.392451616997327,-0.21392451616997327,0.0
12,-788.2949430117344,-788.2949430117344,-7.882949430117344,0.0
13,-544.3948063027376,-544.3948063027376,-5.443948063027376,0.0
14,37.409069012473786,37.409069012473786,0.3740906901247379,0.0
15,-693.9816231269739,-693.9816231269739,-6.939816231269739,0.0
16,20.385346191530342,20.385346191530342,0.20385346191530343,0.0
17,-205.07448076278547,-205.07448076278547,-2.0507448076278547,0.0
18,20.38441754501338,20.38441754501338,0.2038441754501338,0.0
19,37.407820248374556,37.407820248374556,0.37407820248374557,0.0
20,-19.35300860856311,-19.35300860856311,-0.19353008608563108,0.0
21,-10.824665430389906,-10.824665430389906,-0.10824665430389907,0.0
22,-132.34756467525722,-132.34756467525722,-1.3234756467525721,0.0
23,-10.859892824792638,-10.859892824792638,-0.10859892824792639,0.0
24,37.39085614311498,37.39085614311498,0.3739085614311498,0.0
25,-19.34161022311401,-19.34161022311401,-0.1934161022311401,0.0
26,37.404223555627674,37.404223555627674,0.37404223555627675,0.0
27,-131.50510093575662,-131.50510093575662,-1.3150510093575662,0.0
28,-135.3388262144329,-135.3388262144329,-1.3533882621443292,0.0
29,-136.28372897474975,-136.28372897474975,-1.3628372897474976,0.0
30,-53.37825349455063,-53.37825349455063,-0.5337825349455063,0.0
31,37.4081909839446,37.4081909839446,0.374081909839446,0.0
32,-24.063349448596036,-24.063349448596036,-0.24063349448596036,0.0
33,-53.37927407278857,-53.379274072788576,-0.5337927407278857,-7.105427357601002e-15
34,-102.6101053300211,-102.6101053300211,-1.026101053300211,0.0
