time,agent,lat,lon,heading_deg,cas_mps,tas_mps
0.0,AC1,53.17483834556256,3.8685664621327405,126.2632217841441,164.24972315246055,166.851490473878
0.0,AC2,53.28527608457411,4.33855617613601,139.75583027402018,157.985118210878,160.50064067796245
0.0,AC3,52.587328961492105,3.655879458887409,51.567656026983286,179.48749478604026,182.29304849693995
0.0,AC4,52.89249459975692,4.193706517914723,101.3858443523444,177.68042902897585,180.46226798592826
0.0,AC5,52.82617779844918,2.982472890702218,173.24317500550228,120.84315808384022,122.81991984713576
0.0,AC6,51.63217986200689,2.9534367397674304,21.4843833545836,159.86658819973266,162.40816057639344
0.0,AC7,51.7799113702132,2.8748981407121796,177.08181271382296,168.60227391364248,171.26312710656862
0.0,AC8,50.85958302903073,2.869553531106961,12.886029530304995,162.01789106013433,164.58909433068683
0.0,AC9,52.1564032753314,2.9172605636853572,177.1530845474956,152.29765537370966,154.7336718349348
0.0,AC10,52.4611874696,5.427713280013101,315.843701658908,168.4729791149859,171.13208711735976
10.0,AC1,53.16602642665045,3.8885999878037434,126.27765823475622,162.99999999999994,165.5846750214427
10.0,AC2,53.274257593026405,4.354150441206643,139.7670843824199,157.98511821087817,160.50064067796245
10.0,AC3,52.59730239854139,3.6765751073407724,51.58248822768389,172.4557964045657,175.1683805178767
10.0,AC4,52.88935866553058,4.219495337932487,101.40444177899882,170.431015377487,173.11648659198136
10.0,AC5,52.81520903701764,2.9846231022079124,173.24471692882798,120.84315808384038,122.81991984713576
10.0,AC6,51.64577045199039,2.9620574060154485,21.490467679958282,159.86658819973275,162.40816057639344
10.0,AC7,51.76488736606666,2.8761356213910383,177.08268864577914,162.99999999999994,165.5846750214427
10.0,AC8,50.874012000919734,2.874784675467855,12.889681418517043,162.01789106013425,164.58909433068683
10.0,AC9,52.14250491159065,2.918386768027391,177.15388492113047,152.29765537370946,154.7336718349348
10.0,AC10,52.471973919656506,5.410518059641934,315.83141288648625,162.99999999999994,165.5846750214427
20.0,AC1,53.157213362356664,3.908620254845033,126.29368627889424,162.99999999999994,165.5846750214427
20.0,AC2,53.26323706746854,4.369736666992224,139.77958118713119,157.98511821087817,160.50064067796245
20.0,AC3,52.60684841732991,3.6963996985254117,51.59831767371391,164.5870393448439,167.1934104028691
20.0,AC4,52.88635518247278,4.244148277313031,101.42424137683423,162.99999999999994,165.5846750214427
20.0,AC5,52.80424023674878,2.9867722287546803,173.24642911963008,120.84315808384038,122.81991984713576
20.0,AC6,51.65936041037639,2.9706832424191347,21.49723312253595,159.86658819973275,162.40816057639344
20.0,AC7,51.75001527034498,2.8773597778352533,177.08365018814465,162.99999999999994,165.5846750214427
20.0,AC8,50.888440738868866,2.880019059910154,12.893742251282752,162.01789106013425,164.58909433068683
20.0,AC9,52.128606537129876,2.9195122696673663,177.1547735388378,152.29765537370946,154.7336718349348
20.0,AC10,52.48265405741813,5.393480085253663,315.8178964891888,162.99999999999994,165.5846750214427
30.0,AC1,53.14839694149789,3.928632300815692,126.3097059301906,162.99999999999994,165.5846750214427
30.0,AC2,53.252214509753045,4.3853148593554225,139.79206983107701,157.98511821087817,160.50064067796245
30.0,AC3,52.61610105210794,3.7156298405557577,51.61361777702269,162.99999999999994,165.5846750214427
30.0,AC4,52.88340290462559,4.268336721833975,101.44358247870062,162.99999999999994,165.5846750214427
30.0,AC5,52.793271397677636,2.988920271317006,173.2481401983818,120.84315808384038,122.81991984713576
30.0,AC6,51.672949736475516,2.9793142543712032,21.504003919881338,159.86658819973275,162.40816057639344
30.0,AC7,51.73514316191472,2.8785831284100087,177.08461090175797,162.99999999999994,165.5846750214427
30.0,AC8,50.902869242612645,2.885256688057583,12.897806434063156,162.01789106013425,164.58909433068683
30.0,AC9,52.11470815196113,2.9206370693945445,177.15566143484537,152.29765537370946,154.7336718349348
30.0,AC10,52.4933317459696,5.376433835808739,315.80437153469614,162.99999999999994,165.5846750214427
40.0,AC1,53.13957716652087,3.9486361285901155,126.3257171919502,162.99999999999994,165.5846750214427
40.0,AC2,53.24118992173022,4.400885024154792,139.8045503224893,157.98511821087817,160.50064067796245
40.0,AC3,52.6253463176328,3.7348592641604736,51.628904455723976,162.99999999999994,165.5846750214427
40.0,AC4,52.880445699946684,4.292521865105114,101.46292330839992,162.99999999999994,165.5846750214427
40.0,AC5,52.78230251983916,2.9910672308682407,173.2498501660506,120.84315808384038,122.81991984713576
40.0,AC6,51.68653842959737,2.987950447271723,21.510780078597055,159.86658819973275,162.40816057639344
40.0,AC7,51.72027104079099,2.8798056740744022,177.08557078773035,162.99999999999994,165.5846750214427
40.0,AC8,50.91729751188519,2.8904975635390264,12.90187397047709,162.01789106013425,164.58909433068683
40.0,AC9,52.10080975609644,2.9217611679970377,177.15654860993226,152.29765537370946,154.7336718349348
40.0,AC10,52.504006983164984,5.359379305975561,315.79083801622807,162.99999999999994,165.5846750214427
50.0,AC1,53.13075403987084,3.968631741045975,126.3417200674966,162.99999999999994,165.5846750214427
50.0,AC2,53.23016330524804,4.41644716724471,139.8170226697273,157.98511821087817,160.50064067796245
50.0,AC3,52.63458846726712,3.754096814168977,51.64419959337785,162.99999999999994,165.5846750214427
50.0,AC4,52.87748356878904,4.316703702143186,101.48226425718812,162.99999999999994,165.5846750214427
50.0,AC5,52.77133360326832,2.993213108380603,173.25155902360316,120.84315808384038,122.81991984713576
50.0,AC6,51.700126489050426,2.996591826528162,21.517561605388728,159.86658819973275,162.40816057639344
50.0,AC7,51.7053989069889,2.881027415785976,177.0865298472247,162.99999999999994,165.5846750214427
50.0,AC8,50.93172554642025,2.895741689988538,12.90594486415076,162.01789106013425,164.58909433068683
50.0,AC9,52.08691134954783,2.9228845662618124,177.1574350648763,152.29765537370946,154.7336718349348
50.0,AC10,52.514679766856126,5.3423164904205045,315.77729592694084,162.99999999999994,165.5846750214427
60.0,AC1,53.12192756399149,3.9886191410641993,126.35771456017109,162.99999999999994,165.5846750214427
60.0,AC2,53.21913466215219,4.432001294475353,139.82948688128755,157.98511821087817,160.50064067796245
60.0,AC3,52.64382749862763,3.7733424940229225,51.659503196987394,162.99999999999994,165.5846750214427
60.0,AC4,52.87451651139563,4.340882227930509,101.50160579716395,162.99999999999994,165.5846750214427
60.0,AC5,52.76036464799999,2.9953579048251835,173.25326677200556,120.84315808384038,122.81991984713576
60.0,AC6,51.71371391414213,3.0052383975554373,21.52434850707526,159.86658819973275,162.40816057639344
60.0,AC7,51.69052676052355,2.8822483545006907,177.08748808147965,162.99999999999994,165.5846750214427
60.0,AC8,50.9461533459512,2.9009890710453514,12.910019118716836,162.01789106013425,164.58909433068683
60.0,AC9,52.0730129323273,2.924007264974692,177.1583208004543,152.29765537370946,154.7336718349348
60.0,AC10,52.52535009489261,5.3252453838079,315.7637452599208,162.99999999999994,165.5846750214427
70.0,AC1,53.11309774132501,4.008598331528962,126.3737006733348,162.99999999999994,165.5846750214427
70.0,AC2,53.20810399428608,4.44754741169263,139.84194296581808,157.98511821087817,160.50064067796245
70.0,AC3,52.65306340932871,3.792596307162699,51.67481527373021,162.99999999999994,165.5846750214427
70.0,AC4,52.87154452787576,4.365057437406667,101.52094850491265,162.99999999999994,165.5846750214427
70.0,AC5,52.74939565406903,2.997501621171942,173.25497341222237,120.84315808384038,122.81991984713576
70.0,AC6,51.72730070417881,3.0138901657759694,21.531140790598496,159.86658819973275,162.40816057639344
70.0,AC7,51.67565460140997,2.883468491172889,177.08844549184937,162.99999999999994,165.5846750214427
70.0,AC8,50.96058091021097,2.906239710353887,12.914096737814857,162.01789106013425,164.58909433068683
70.0,AC9,52.05911450444682,2.9251292649203595,177.1592058174419,152.29765537370946,154.7336718349348
