completion_index,native_return,unscaled_learning_return,learning_return,shaping_return
0,-98.77084565618175,-98.77084565618175,-0.9877084565618175,0.0
1,37.409183235927756,37.409183235927756,0.37409183235927757,0.0
2,-232.1153669786255,-232.1153669786255,-2.321153669786255,0.0
3,-132.81758104647753,-132.81758104647753,-1.3281758104647754,0.0
4,-156.46072654132718,-156.46072654132718,-1.5646072654132719,0.0
5,37.40726409654572,37.40726409654572,0.37407264096545717,0.0
6,-325.7409852600778,-325.7409852600778,-3.2574098526007784,0.0
7,-184.832528396653,-184.832528396653,-1.84832528396653,0.0
8,-90.26308349209489,-90.26308349209489,-0.902630834920949,0.0
9,37.094119268772474,37.094119268772474,0.37094119268772474,0.0
10,-16.496797554285813,-16.496797554285813,-0.16496797554285814,0.0
11,37.40480237960578,37.40480237960578,0.37404802379605784,0.0
12,-21.271399549288226,-21.271399549288226,-0.21271399549288228,0.0
13,-124.34487735107041,-124.34487735107041,-1.243448773510704,0.0
14,-71.35519666573498,-71.35519666573498,-0.7135519666573498,0.0
15,-121.47228528470102,-121.47228528470102,-1.2147228528470102,0.0
16,-22.19330025765614,-22.19330025765614,-0.2219330025765614,0.0
17,-13.686420943745567,-13.686420943745567,-0.13686420943745567,0.0
18,37.38078402799174,37.38078402799174,0.37380784027991737,0.0
19,37.3129434224063,37.3129434224063,0.373129434224063,0.0
20,-24.060888416109137,-24.060888416109137,-0.24060888416109139,0.0
21,37.40703076487546,37.40703076487546,0.3740703076487546,0.0
22,37.35774198338044,37.35774198338044,0.37357741983380444,0.0
23,-65.73755956896845,-65.73755956896845,-0.6573755956896845,0.0
24,-296.53435972759763,-296.53435972759763,-2.9653435972759765,0.0
25,-476.2965376097761,-476.2965376097761,-4.762965376097761,0.0
26,-82.84962130902844,-82.84962130902844,-0.8284962130902844,0.0
27,-556.6125437644648,-556.6125437644648,-5.566125437644648,0.0
28,-89.51514006848507,-89.51514006848507,-0.8951514006848507,0.0
29,-188.89042010386783,-188.89042010386783,-1.8889042010386783,0.0
30,-52.44292228436699,-52.442922284367,-0.52442922284367,-7.105427357601002e-15
31,37.409475449123605,37.409475449123605,0.3740947544912361,0.0
32,37.406289502935515,37.406289502935515,0.37406289502935514,0.0
33,-361.7564568314673,-361.7564568314673,-3.617564568314673,0.0
34,37.36176912011863,37.36176912011863,0.3736176912011863,0.0
35,-112.08925051221651,-112.08925051221652,-1.1208925051221652,-1.4210854715202004e-14
36,18.48065465109149,18.48065465109149,0.1848065465109149,0.0
37,-117.79776766526014,-117.79776766526012,-1.1779776766526013,1.4210854715202004e-14
38,-328.76414030899264,-328.76414030899264,-3.2876414030899266,0.0
39,37.226447192839686,37.226447192839686,0.37226447192839685,0.0
40,-315.33617248036103,-315.33617248036103,-3.1533617248036103,0.0
41,-209.41967409979122,-209.4196740997912,-2.094196740997912,2.842170943040401e-14
42,-106.33912933701069,-106.33912933701069,-1.0633912933701068,0.0
43,-156.46297479214493,-156.46297479214493,-1.5646297479214493,0.0
44,-57.1652152484509,-57.16521524845089,-0.571652152484509,7.105427357601002e-15
45,-81.75403085586889,-81.75403085586889,-0.817540308558689,0.0
46,37.37503514651784,37.37503514651784,0.3737503514651784,0.0
47,-253.0765538388302,-253.0765538388302,-2.530765538388302,0.0
48,-79.03335826580891,-79.03335826580891,-0.7903335826580892,0.0
49,-22.341423494757947,-22.341423494757947,-0.22341423494757948,0.0
50,-24.062704895949643,-24.062704895949643,-0.24062704895949644,0.0
51,37.40529218129891,37.40529218129891,0.3740529218129891,0.0
52,-63.78291477942362,-63.78291477942363,-0.6378291477942363,-7.105427357601002e-15
53,37.397974261266526,37.397974261266526,0.37397974261266526,0.0
54,37.34807515434458,37.34807515434458,0.3734807515434458,0.0
55,-23.173652997699605,-23.173652997699605,-0.23173652997699606,0.0
56,-123.37060319967455,-123.37060319967455,-1.2337060319967454,0.0
57,37.33697923334633,37.33697923334633,0.3733697923334633,0.0
58,-23.275040796711536,-23.275040796711536,-0.23275040796711538,0.0
59,37.144584879110035,37.144584879110035,0.3714458487911004,0.0
60,-103.50002987706581,-103.50002987706581,-1.0350002987706581,0.0
61,-54.32425651606306,-54.32425651606306,-0.5432425651606306,0.0
62,-5.147893219417099,-5.147893219417099,-0.051478932194171,0.0
63,-11.788564379275869,-11.788564379275869,-0.11788564379275869,0.0
64,3.358708764427,3.358708764427,0.03358708764427,0.0
65,37.40587968234423,37.40587968234423,0.3740587968234423,0.0
66,-51.48995323321743,-51.489953233217435,-0.5148995323321743,-7.105427357601002e-15
67,-23.118544766609872,-23.118544766609872,-0.23118544766609872,0.0
