time,east_km,north_km,goal_distance_km,heading_deg,cas_mps,target_east_km,target_north_km,target_distance_km,clearance_km,residual_heading,residual_speed,commanded_heading_turn_deg,commanded_speed_action,traffic_projection_intervened,static_projection_intervened,static_projection_infeasible,nominal_static_violation,nominal_traffic_conflict,no_static_feasible_candidate,no_jointly_feasible_candidate,predicted_minimum_separation_km,predicted_risk_seconds,reference_heading_turn_deg,nominal_heading_adjustment_deg,nominal_speed_action,reference_speed_action,nominal_speed_adjustment
0.0,-49.233123521999794,54.64698447620686,135.0052399901762,144.16532392874348,150.0,14.613042157354407,-53.02890640910716,125.18158950061944,3.0,-0.18626844882965088,0.5919668674468994,-45.0,-1.0,True,False,False,False,True,False,True,5.705709122370639,77.9887476921073,5.1689547300338745,-2.7940267883241177,1.0,1.0,0.0
5.0,-48.73657611719671,54.08306423524513,134.2594786124976,135.41968476258657,146.56989707733354,14.61304215735447,-53.02890640910712,124.44335414495997,3.0,-0.10394477844238281,0.5600357055664062,-45.0,-1.0,True,False,False,False,True,False,True,5.776094539751718,63.99100130043123,13.978819102048874,-1.559172123670578,1.0,1.0,0.0
10.0,-48.17172483963689,53.612963680323666,133.5495411377633,126.4635170160712,143.13980504538085,14.61304215735447,-53.02890640910709,123.75142594345134,3.0,-0.014509856700897217,0.5236055850982666,-45.0,-1.0,True,False,False,False,True,False,True,5.914663373096323,52.84536164799106,23.049286901950836,-0.21764785051345825,1.0,1.0,0.0
15.0,-47.554210452437474,53.24608038951877,132.89260175091766,117.28646611281076,139.70972390410782,14.613042157354457,-53.02890640910712,123.12245983612327,3.0,0.07924294471740723,0.4828282594680786,-45.0,-1.0,True,False,False,False,True,False,True,6.142526755390466,43.456699827732294,32.387351989746094,1.18864506483078,1.0,1.0,0.0
20.0,-46.90138708280799,52.98941804104294,132.30509477909683,107.87739782595469,136.27965365347956,14.613042157354442,-53.02890640910711,122.57206094359447,3.0,0.16488802433013916,0.438407301902771,-45.0,1.0,True,False,False,False,True,False,True,6.47898565904409,35.16324004964666,41.999243795871735,2.473321259021759,1.0,1.0,0.0
25.0,-46.20512423404713,52.8394696258136,131.78030660560057,98.60138157401886,139.70884762679486,14.613042157354485,-53.0289064091071,122.0940719588121,3.0,0.20477032661437988,0.407204270362854,-40.0,1.0,True,False,False,False,True,False,True,6.925558635131372,27.473211887737364,45.0,0.0,1.0,1.0,0.0
30.0,-45.47627258773535,52.79993827330455,131.3285855856335,89.54592548041573,143.13803071228196,14.613042157354428,-53.02890640910714,121.69827489881884,3.0,0.19485366344451904,0.3867075443267822,-30.000000000000004,1.0,True,False,False,False,True,False,True,7.49356378304815,20.233248745025392,45.0,0.0,1.0,1.0,0.0
35.0,-44.73275346823951,52.87453607694193,130.9644082870649,80.70070296980967,146.56720290997563,14.613042157354492,-53.0289064091071,121.39795133704138,3.0,0.1813347339630127,0.3647582530975342,-25.0,1.0,True,False,False,False,True,False,True,8.191152127763463,13.474124665281744,45.0,0.0,1.0,1.0,0.0
40.0,-43.99243141959886,53.06415234725674,130.69980915825514,72.0560985191556,149.99636421991028,14.613042157354464,-53.02890640910711,121.20370724305526,3.0,0.16569316387176514,0.3411219120025635,-15.000000000000002,1.0,True,False,False,False,True,False,True,9.019040822026643,7.227115781259169,45.0,0.0,1.0,1.0,0.0
45.0,-43.27270179711413,53.367020962807274,130.54415816640673,63.603143532512064,153.42551464212073,14.613042157354442,-53.02890640910712,121.12329550706576,3.0,0.1547999382019043,0.31990933418273926,-10.000000000000004,1.0,True,False,False,False,True,False,True,9.972155774528728,1.5084901611664832,45.0,0.0,1.0,1.0,0.0
