time,east_km,north_km,goal_distance_km,heading_deg,cas_mps,target_east_km,target_north_km,target_distance_km,clearance_km,residual_heading,residual_speed,commanded_heading_turn_deg,commanded_speed_action,traffic_projection_intervened,static_projection_intervened,static_projection_infeasible,nominal_static_violation,nominal_traffic_conflict,no_static_feasible_candidate,no_jointly_feasible_candidate,predicted_minimum_separation_km,predicted_risk_seconds,reference_heading_turn_deg,nominal_heading_adjustment_deg,nominal_speed_action,reference_speed_action,nominal_speed_adjustment
600.0,6.345678652886322,-17.1360619873215,44.40346532749611,181.99945641485652,142.41929817286444,14.613042157354467,-53.02890640910711,36.83267000913073,3.0,-0.319147527217865,0.7660974264144897,45.0,-1.0,True,False,False,False,True,False,True,6.633910418641302,42.20343898831594,-14.97042641043663,-4.787213355302811,1.0,1.0,0.0
610.0,6.0505570121200964,-18.513775093065497,43.40648547272293,200.49993467248464,138.98921931922933,14.613042157354444,-53.028906409107115,35.56136163908738,3.0,-0.3453185558319092,0.7638297080993652,45.0,1.0,True,False,False,False,True,False,True,9.170432660189578,35.74978891123222,-34.43254977464676,-5.179777443408966,1.0,1.0,0.0
620.0,5.323812896716152,-19.751152389036214,42.797220309082576,218.6534573945126,142.418404689565,14.613042157354467,-53.02890640910711,34.549944904110106,3.0,-0.31350278854370117,0.6948807239532471,34.99999999999999,1.0,True,False,False,False,True,False,False,10.28239732735119,0.0,-45.0,0.0,1.0,1.0,0.0
630.0,4.22744089308263,-20.727051957391623,42.661285084394656,236.38215387972298,145.84757917210024,14.613042157354464,-53.02890640910711,33.93037746091629,3.0,-0.09594875574111938,0.5483651161193848,24.999999999999993,1.0,True,False,False,False,True,False,False,11.17874429901388,0.0,-45.0,0.0,1.0,1.0,0.0
640.0,2.8581543918743013,-21.34075965414913,43.03052032547399,253.70555291685338,149.27674276686926,14.613042157354466,-53.02890640910711,33.798166091413734,3.0,-0.36774277687072754,0.4078599214553833,24.999999999999993,1.0,True,True,False,True,True,False,False,12.329184396698377,0.0,-45.0,0.0,1.0,1.0,0.0
650.0,1.3355163121111104,-21.52692869749864,43.87328377536929,270.6418652180716,152.7058954739064,14.613042157354451,-53.02890640910711,34.185776169538435,3.0,-0.16548025608062744,0.3613748550415039,14.999999999999996,1.0,True,True,False,True,True,False,False,12.622419864016523,0.0,-45.0,0.0,1.0,1.0,0.0
660.0,-0.21126625054122622,-21.263213352405273,45.102473578440424,285.6418652180716,156.13503729324682,14.61304215735447,-53.02890640910711,35.054520038719716,3.0,0.06648874282836914,0.327073335647583,9.999999999999995,1.0,True,True,False,True,False,False,False,12.68735396782744,0.0,-45.0,0.9973311424255371,1.0,1.0,0.0
670.0,-1.6888624636110687,-20.63099691751352,46.57383856893475,295.6418652180716,159.56416822492452,14.613042157354469,-53.02890640910711,36.2681214525449,3.0,0.11407995223999023,0.28829991817474365,5.000000000000002,1.0,True,True,False,True,False,False,False,12.799611087890337,0.0,-45.0,1.7111983895301819,1.0,1.0,0.0
680.0,-3.109888708925435,-19.80363576044359,48.156139462585976,300.6418652180716,162.99328826897474,14.61304215735447,-53.02890640910711,37.656618119101964,3.0,0.11362886428833008,0.2760920524597168,5.000000000000002,1.0,True,True,False,True,False,False,False,13.136020802209224,0.0,-45.0,1.7044338583946228,1.0,1.0,0.0
690.0,-4.4583775315821885,-18.85253534886992,49.78098813028843,305.6418652180716,162.99999999999994,14.613042157354469,-53.028906409107115,39.137493376538295,3.0,0.11637461185455322,0.2652851343154907,0.0,1.0,True,True,False,True,False,False,False,13.590567522480955,0.0,-45.0,1.7456191778182983,1.0,1.0,0.0
700.0,-5.798206746892137,-17.888295577395812,51.411010251729145,305.6418652180716,162.99999999999994,14.613042157354467,-53.02890640910711,40.638425307298675,3.0,0.07535719871520996,0.22985553741455078,5.000000000000002,1.0,True,True,False,True,False,False,False,14.099957380335209,0.0,-45.0,1.1303579807281494,1.0,1.0,0.0
710.0,-7.059488529266142,-16.82283064650011,53.05917293179422,310.6418652180716,162.99999999999994,14.613042157354476,-53.02890640910711,42.196901645620265,3.0,0.22214901447296143,0.07928788661956787,0.0,1.0,True,True,False,True,False,False,False,14.661906384683162,0.0,-45.0,3.3322343230247498,1.0,1.0,0.0
720.0,-8.311011673199381,-15.745056643934191,54.70948559400899,310.6418652180716,162.99999999999994,14.613042157354478,-53.0289064091071,43.767541595777516,3.0,0.18040478229522705,0.1208122968673706,5.000000000000002,1.0,True,True,False,True,False,False,False,14.976036303542866,0.0,-45.0,2.7060726284980774,1.0,1.0,0.0
730.0,-9.475466650767599,-14.573336025187986,56.365058113302275,315.6418652180716,162.99999999999994,14.613042157354473,-53.0289064091071,45.37716551473364,3.0,0.16474902629852295,0.13999366760253906,0.0,1.0,True,True,False,True,False,False,False,14.416281262623672,0.0,-45.0,2.4712345004081726,1.0,1.0,0.0
740.0,-10.629130801583083,-13.390230302471016,58.020905629004034,315.6418652180716,162.99999999999994,14.613042157354473,-53.0289064091071,46.993530822611326,3.0,0.16279911994934082,0.13980746269226074,0.0,1.0,True,True,False,True,False,False,False,13.611077390246566,0.0,-45.0,2.441987693309784,1.0,1.0,0.0
