completion_index,native_return,unscaled_learning_return,learning_return,shaping_return
0,37.39772890766206,37.39772890766206,0.3739772890766206,0.0
1,37.3973641663568,37.3973641663568,0.373973641663568,0.0
2,37.393227470455166,37.393227470455166,0.37393227470455165,0.0
3,25.102074726846496,25.102074726846496,0.25102074726846496,0.0
4,37.39261388049386,37.39261388049386,0.37392613880493863,0.0
5,-45.84053472646966,-45.84053472646966,-0.4584053472646966,0.0
6,-16.519228508554882,-16.519228508554882,-0.1651922850855488,0.0
7,37.379384313541536,37.379384313541536,0.37379384313541536,0.0
8,23.189662575891326,23.189662575891326,0.23189662575891326,0.0
9,6.178046240479826,6.178046240479826,0.061780462404798266,0.0
10,-47.719260284176734,-47.719260284176734,-0.47719260284176734,0.0
11,37.368892477421724,37.368892477421724,0.3736889247742172,0.0
12,-97.89801769929079,-97.89801769929079,-0.978980176992908,0.0
13,5.201068575311808,5.201068575311808,0.05201068575311808,0.0
14,-29.771802767985662,-29.771802767985662,-0.2977180276798566,0.0
15,20.316647995247294,20.316647995247294,0.20316647995247294,0.0
16,-38.30247992289011,-38.30247992289011,-0.3830247992289011,0.0
17,37.36332582389842,37.36332582389842,0.37363325823898424,0.0
18,-11.885050556173226,-11.885050556173226,-0.11885050556173227,0.0
19,-55.4035921729814,-55.4035921729814,-0.554035921729814,0.0
20,37.38612370203517,37.38612370203517,0.37386123702035173,0.0
21,37.39869862481145,37.39869862481145,0.37398698624811455,0.0
22,-43.9504997994345,-43.9504997994345,-0.43950499799434506,0.0
23,-121.5188386104235,-121.5188386104235,-1.215188386104235,0.0
24,-217.07415598432905,-217.07415598432902,-2.1707415598432904,2.842170943040401e-14
25,-15.597473667709657,-15.597473667709657,-0.15597473667709658,0.0
26,-271.93276672662466,-271.93276672662466,-2.7193276672662465,0.0
27,7.0036684997046414,7.0036684997046414,0.07003668499704642,0.0
28,-259.6545212823278,-259.6545212823278,-2.596545212823278,0.0
29,-259.716658815963,-259.716658815963,-2.59716658815963,0.0
30,-243.51700272193366,-243.5170027219337,-2.435170027219337,-2.842170943040401e-14
31,37.35632557492736,37.35632557492736,0.3735632557492736,0.0
32,-84.65397479072041,-84.65397479072041,-0.8465397479072041,0.0
33,-98.82181967888272,-98.82181967888272,-0.9882181967888272,0.0
34,-169.72606221529935,-169.72606221529935,-1.6972606221529936,0.0
35,-188.61094034980772,-188.61094034980772,-1.8861094034980772,0.0
36,-306.9545219106969,-306.9545219106969,-3.0695452191069688,0.0
37,-14.766256830170981,-14.766256830170981,-0.14766256830170982,0.0
38,-42.23396116650827,-42.23396116650827,-0.4223396116650827,0.0
39,-118.05433042351967,-118.05433042351967,-1.1805433042351967,0.0
40,-47.72395291700608,-47.72395291700608,-0.4772395291700608,0.0
41,37.39733275948602,37.39733275948602,0.3739733275948602,0.0
42,-203.78422919011578,-203.78422919011578,-2.037842291901158,0.0
43,-203.79198623572523,-203.79198623572523,-2.0379198623572523,0.0
44,-28.848152150019132,-28.848152150019136,-0.28848152150019135,-3.552713678800501e-15
45,1.4223727720859785,1.4223727720859785,0.014223727720859785,0.0
46,37.351245351372725,37.351245351372725,0.37351245351372725,0.0
47,37.35966003380654,37.35966003380654,0.3735966003380654,0.0
48,-111.15394135301403,-111.15394135301403,-1.1115394135301404,0.0
49,-166.03803577977283,-166.03803577977283,-1.6603803577977283,0.0
50,-41.155060327120026,-41.155060327120026,-0.41155060327120024,0.0
51,-51.52511034494911,-51.525110344949105,-0.5152511034494911,7.105427357601002e-15
52,-26.020181017511447,-26.020181017511444,-0.26020181017511446,3.552713678800501e-15
