rollout,live_transitions,padded_transitions,counted_transitions,worlds_completed,aircraft_completed,optimizer_steps,policy_epochs,wall_seconds,live_transitions_per_second,training_return_last100,native_return_last100,training_arrival_last100,policy_loss,value_loss,approx_kl,clip_fraction,rollout_live_samples,rollout_return_variance_live,rollout_value_mse_live,rollout_value_explained_variance_live,rollout_action_box_clip_fraction_live
1,4343,777,5120,2,20,1,1,46.96402300000045,92.47504201247747,-1.1933689630781614,-119.33689630781615,1.0,0.02386149112135172,0.16844097524881363,0.02356037124991417,0.23388671875,4343,0.15639697369382083,0.18201477262860682,0.04899987582697629,0.0
2,8715,1525,10240,4,40,51,11,62.50874300000578,139.42049674553837,-1.0417371166574818,-104.17371166574817,1.0,-0.00888225678820163,0.07135609962046147,0.012011537328362465,0.14865347594022751,4372,0.16726892637967045,0.17427462139928468,0.09906014625004578,0.0
3,12872,2488,15360,6,69,101,21,78.98306820000289,162.9716380149376,-1.0018566964064999,-100.18566964065,1.0,-0.009065388415474445,0.03669612869620323,0.014390061609447002,0.16488505333662032,4157,0.09833916234441366,0.0755676439076415,0.2534114231781853,0.0
4,16691,3789,20480,10,100,141,31,95.02460570000403,175.64924239406017,-0.8981690529533987,-89.8169052953399,1.0,-0.009502403523947578,0.028170852223411202,0.009132995270192623,0.11350986622273922,3819,0.1014446280145786,0.051083459846817746,0.4980359056939958,0.0
5,21065,4535,25600,12,120,191,41,108.42200790000061,194.28712314042914,-0.7924142421062551,-79.2414242106255,1.0,-0.011267277402803302,0.029165874160826208,0.008682960644364357,0.12428479045629501,4374,0.14662697996857735,0.0534737288074369,0.6567533317132812,0.0
6,25386,5334,30720,14,144,241,51,122.13631400000304,207.8497309162234,-0.7180559977002561,-71.8055997700256,1.0,-0.005791380065493286,0.04343722835183143,0.008579050190746784,0.1210910589993,4321,0.2874703519437876,0.08364156036208314,0.7092759639337438,0.0
7,29639,6201,35840,17,176,291,61,136.12701880000532,217.73047159392314,-0.7286717198319462,-72.86717198319464,1.0,-0.010033603673800826,0.02486624153330922,0.01676591858267784,0.14976811349391939,4253,0.20530334995229169,0.05389389272123356,0.7378851897707006,0.0
8,33804,7156,40960,20,200,341,71,151.7552954999992,222.75334701582244,-0.6875849794732737,-68.75849794732737,1.0,-0.009988482771441341,0.01607182000763714,0.01288236491382122,0.14460512906312942,4165,0.13976403927055406,0.033752502607737725,0.7590372674559204,0.0
9,38404,7676,46080,22,220,391,81,171.36648820000119,224.10449326112604,-0.701680972534253,-70.1680972534253,1.0,-0.009053666238469305,0.02870975889265537,0.010041539557278156,0.13849547408521176,4600,0.19834662943107575,0.04918957853888699,0.7605751784035738,0.0
10,42580,8620,51200,24,244,441,91,187.44176410000364,227.16388849863142,-0.7465293129158742,-74.65293129158744,1.0,-0.010665361340506933,0.02152459716424346,0.014043614268302917,0.16630078107118607,4176,0.1675972429069419,0.03585227513915581,0.7881135512948076,0.0
11,46682,9638,56320,27,276,491,101,203.90202310000313,228.94328996973687,-0.5943260705744869,-59.432607057448706,1.0,-0.007171863305848092,0.015144217472989113,0.019794870167970657,0.21067057371139528,4102,0.2083401286277182,0.026849344978936443,0.8717514847431274,0.0
12,51061,10379,61440,30,300,541,111,220.72025360000407,231.33808142742663,-1.007578265285894,-100.75782652858938,1.0,-0.008115757151463185,0.04075443226844072,0.012537719681859016,0.1275965516269207,4379,0.2642921622126243,0.11120348244023077,0.6440562321329952,0.0
