time/fps,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_rew_mean,train/clip_range,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/value_loss,train/std,train/learning_rate,train/loss,train/clip_fraction,train/entropy_loss,train/approx_kl
138,226.95,18,74240,1,-1.094682433964266,0.2,-0.011691152694402263,268,0.7847821116447449,0.021436486835591496,0.05147891491651535,0.0003,0.0225894283503294,0.1725871916860342,3.095826727151871,0.013966435
172,227.77,14,76800,1,-1.108176427916951,0.2,-0.010108830744866282,276,0.8773753643035889,0.013946026191115379,0.05168773978948593,0.0003,-0.0025219437666237354,0.2142513033002615,3.0927551984786987,0.028964493
170,226.6,14,79360,1,-1.0932318220464787,0.2,-0.016835710580926387,286,0.8582735657691956,0.017865212354809045,0.05172882229089737,0.0003,0.00641257269307971,0.17212788965553044,3.0869075477123262,0.013852972
192,228.35,13,81920,1,-1.1366847787337104,0.2,-0.014899966519442387,296,0.5715558528900146,0.0337050131522119,0.05170554667711258,0.0003,0.019124798476696014,0.17245797775685787,3.0866380095481873,0.017058326
160,206.24,15,84480,1,-0.6823496212251114,0.2,-0.016052547958679497,306,0.7367079854011536,0.015266719239298255,0.05175749957561493,0.0003,0.00948129128664732,0.1981869272887707,3.087154346704483,0.018367771
194,207.58,13,87040,1,-0.7645572654977846,0.2,-0.012446191378694493,316,0.8202351331710815,0.015494701522402465,0.05198967456817627,0.0003,0.021553533151745796,0.15365393543615938,3.081994593143463,0.016587332
159,208.7,16,89600,1,-0.8125186739970474,0.2,-0.016404518426861615,326,0.6049431562423706,0.024914806243032217,0.05202757567167282,0.0003,0.010189231485128403,0.17373296248260886,3.075696957111359,0.01598854
171,203.3,14,92160,1,-0.7250446272103797,0.2,-0.010391361485235394,336,0.5647056102752686,0.049204631708562374,0.052341341972351074,0.0003,0.03926146775484085,0.15260962694883345,3.0708574151992796,0.012815269
270,203.28,9,94720,1,-0.7223830377718968,0.2,-0.009235036151949316,346,0.8441162109375,0.021531413402408363,0.0523822084069252,0.0003,0.016999268904328346,0.20496961772441863,3.062371027469635,0.018531535
169,205.25,15,97280,1,-0.7109307942600338,0.2,-0.01593278673972236,356,0.9150100946426392,0.010101095074787736,0.05231831967830658,0.0003,0.010059768334031105,0.15942898876965045,3.062998950481415,0.019968443
181,206.34,14,99840,1,-0.6401121878412898,0.2,-0.012658774279407226,366,0.7453151345252991,0.024788378179073332,0.052374813705682755,0.0003,0.010742133483290672,0.21068207323551177,3.063416451215744,0.022954661
178,207.35,14,102400,1,-0.5675874906994137,0.2,-0.01136918598494958,376,0.7203717231750488,0.01610633486416191,0.05251147225499153,0.0003,0.014051352627575397,0.20129460515454412,3.0601706862449647,0.02642499
153,207.75,16,104960,1,-0.5893895239301293,0.2,-0.009759798424784093,386,0.7234376668930054,0.009974080394022167,0.052715424448251724,0.0003,0.01903548836708069,0.1833150077611208,3.05264230966568,0.017058974
356,209.19,7,107520,1,-0.6709600321735065,0.2,-0.007150630181422457,396,0.516451358795166,0.04329973068088293,0.05301385745406151,0.0003,0.016364386305212975,0.1936061441898346,3.0438026428222655,0.014151245
210,212.42,12,110080,1,-0.7226099873218718,0.2,0.008975706994533539,400,0.7643724679946899,0.04698424972593784,0.053033649921417236,0.0003,0.11813691258430481,0.16628289502114058,3.0371190905570984,0.035007395
126,211.59,20,112640,1,-0.7801972864835064,0.2,-0.012127537078534563,410,0.8797433376312256,0.02130982040738066,0.05313399061560631,0.0003,-0.009275996126234531,0.20460069328546523,3.035660759607951,0.02385546
223,210.52,11,115200,1,-0.7852595105066764,0.2,-0.012228810372762381,420,0.6737971305847168,0.04244123164564371,0.053013354539871216,0.0003,0.04508394002914429,0.1989799252152443,3.0342389154434204,0.02293749
146,215.39,17,117760,1,-0.8006429935569405,0.2,-0.01614735753585895,430,0.8927973508834839,0.012167092692106963,0.052976034581661224,0.0003,0.011830342002213001,0.21293126791715622,3.039394903182983,0.021689365
135,210.74,18,120320,1,-0.8538356844554176,0.2,-0.016783081504399888,440,0.8600927591323853,0.01591741043375805,0.05293053388595581,0.0003,0.00586330983787775,0.2066349759697914,3.0399477601051332,0.01830411
136,203.52,18,122880,1,-0.7024204489041758,0.2,-0.007862739600241184,450,0.8360103964805603,0.03405078448355198,0.052969276905059814,0.0003,0.04886866733431816,0.20816249996423722,3.041515579223633,0.031919587
129,200.63,19,125440,1,-0.6405508676670695,0.2,-0.00966139699332416,460,0.8696540594100952,0.01848226934671402,0.05294697731733322,0.0003,0.012287763878703117,0.2556684032082558,3.0404322957992553,0.020318607
180,200.82,14,128000,1,-0.6345111312897235,0.2,-0.015077588200801984,470,0.7401189208030701,0.016387247748207302,0.05299091339111328,0.0003,0.0064686741679906845,0.18272029459476472,3.040521663427353,0.018682724
183,208.72,13,130560,1,-0.6436051222902095,0.2,-0.014699772745370866,480,0.7641411423683167,0.0074701861788829165,0.05280764400959015,0.0003,0.005506132263690233,0.19137908418973287,3.0418408870697022,0.017435893
148,208.25,17,133120,1,-0.7515033895494913,0.2,-0.015257518825819716,490,0.8581727743148804,0.011962980404496193,0.05286995694041252,0.0003,-0.02128419280052185,0.18747159019112586,3.046537439028422,0.018713126
133,209.04,19,135680,1,-0.8342931965910604,0.2,-0.011655275616794825,500,0.6357916593551636,0.03132872120477259,0.05286126583814621,0.0003,0.10759900510311127,0.21935221422463655,3.043053889274597,0.030415688
380,211.06,6,138240,1,-0.8679923424036028,0.2,-0.006653473349288106,510,0.6819331645965576,0.04585210096091032,0.0528264082968235,0.0003,0.02249593287706375,0.1870402652025223,3.0451617431640625,0.024093764
140,214.02,18,140800,1,-0.8987023379645142,0.2,-0.004389238388967698,520,0.9445202350616455,0.00640460909344256,0.05285057798027992,0.0003,0.029879387468099594,0.19069212079048156,3.0456095933914185,0.030916931
207,210.47,12,143360,1,-0.844400819464211,0.2,-0.012289103711373173,530,0.625339925289154,0.032185162394307555,0.05293335020542145,0.0003,0.01480398140847683,0.17783495616167783,3.042444783449173,0.016579412
183,211.67,13,145920,1,-0.8504812161803865,0.2,-0.013490581299023082,540,0.7608838081359863,0.028372049859414498,0.05317508056759834,0.0003,0.019371332600712776,0.23777370303869247,3.038511610031128,0.023394825
134,213.83,18,148480,1,-0.8615677279858016,0.2,-0.01054194070554028,550,0.598065972328186,0.037887041953702766,0.05336488038301468,0.0003,0.019408218562602997,0.19776201695203782,3.029298504193624,0.026727667
194,215.16,13,151040,1,-0.7710959772159015,0.2,-0.013612824369920418,560,0.8262063264846802,0.014454612717963755,0.05385768041014671,0.0003,0.007361925207078457,0.1622060162946582,3.0178417563438416,0.014792411
